maintenance_cost,weight,horsepower,warranty_years,highway_mpg,insurance_cost,width,Car_Model_9,age,curb_weight,length,height,Sale Status,warranty_miles,city_mpg,mileage,depreciation,fuel_capacity,engine_size,fuel_efficiency,price,wheel_base
-74.13761039017453,6.198409887524468,-43.28059270725897,84.49709070476413,-127.24731409240071,23.157214681468123,20.117594395662852,Truck,1.3891470467615845,-84.94062096946872,-1.7948277124111525,30.022350241487967,Not Sold,-13.29621783991908,-28.655874169150252,-3.7542281581668675,1.1330208042987897,-44.055322566645245,-0.11031732874554563,1.4162920516362238,-0.928238115446449,-7.3883302653839324
-40.94088466187086,44.875017908010314,-108.72532449596275,30.449887315356346,-43.60145985869296,-88.43187879963523,230.07977586169832,Sedan,-0.41016291736000304,130.05956415488242,-1.0169768198559452,25.095120049477178,Not Sold,-91.97172573738543,-35.888360804703325,-57.83111630659526,0.03325524345046904,90.12392599117366,-1.0753874118782754,1.5093759588239197,-0.07457174855732998,-108.28342093039467
22.718251357839595,15.418330505014591,-86.61270607109094,2.0291558754064787,16.693920599755938,-22.531859448019436,125.884226167926,SUV,1.2822451457036406,47.52334251101865,-1.054217356455446,60.95763746770844,Not Sold,44.07546183196282,-102.79368394523591,1.791521088218867,0.48901954914511436,49.980796636190014,-1.4138166693294738,0.5812898374104879,-0.1736954706659581,8.969224564608357
98.09429611426226,90.14467228085562,8.50669112905987,-11.742640211603284,84.87302385873794,-61.11340111158724,-148.18073588495736,Truck,1.8764238941284896,-30.352986886075488,1.1654567008652656,104.5151825399165,Not Sold,-145.67000659625808,-61.73922628705763,-277.18320145648516,1.016102547574798,91.12159886909669,0.22152990282760976,-0.8992735736275879,1.4188054016178369,86.56955175631441
51.185354841829664,55.49831468529344,-108.65907161475484,-98.57638279888221,259.2755047340192,-61.675298627753115,82.7381852322425,Truck,-0.07845524445688923,-4.8209800747720735,1.2863569152051813,-28.09253245210454,Sold,61.81549751149961,-273.5396209921255,38.37790190777706,1.3372457475005983,101.73527348881257,-0.08614967261028339,-1.1649411298698418,0.16356331673304036,-126.94116416622204
33.506786935438996,150.21091284253768,107.96243096947063,21.20948002683499,-140.77833661684284,11.87026782274762,-225.8922437213726,SUV,-1.2991286742876715,-38.00488809490686,0.24027892850579266,-94.47443424504894,Not Sold,-96.67877118092065,-78.61306795322832,49.950491011508824,2.0669902628939876,-176.8347822018774,-0.34478219688254175,0.31577324389229383,0.08128934064344985,-16.368181348215472
85.77593266468585,-1.4719414500867345,37.61474421849371,117.2014116181151,-30.105138773048502,54.71473097463725,-73.46368453943778,SUV,0.9715473142645232,58.698807942523935,2.3588020274670596,33.42141457564588,Sold,63.55072196918242,-13.783587888606839,-88.96702218407727,0.5033005069569229,49.973592378848544,,-0.06993110273616898,-0.3160498288668607,82.47872142986544
-144.8157391903622,-21.153573300538888,214.59402669204394,56.33567607737587,-73.62111201583438,-48.70724483253252,46.08718738309536,SUV,0.9080568261082163,-135.526216458992,-0.012495590799389177,-139.11249812666114,Not Sold,111.82366121014545,4.229675826308875,-45.28580368445333,-0.06797939081625659,-21.766641432867782,0.7996857764460062,0.26248260980042826,-0.7816269733707114,-70.71608806204381
-40.67061919655778,-60.6290926499811,-36.99190688535953,-107.70731781471108,160.91499088412698,35.94687521169171,-17.550474568217922,Truck,-0.7991995343915297,-140.1008977381885,-0.4949937447239122,94.76327349493559,Not Sold,33.57446523473734,-5.511252377291269,-105.33932786863127,0.06337999564243349,82.8987060785128,-0.42114924953476274,-1.2909507960768205,0.9348435419240989,186.8894854645166
-49.30610319432381,-26.62864982685096,37.629189720882884,218.55528483747304,136.020250360322,-91.67257099108738,-121.96729827826715,Truck,-0.7330107195176203,193.8627011399332,-0.590358032147986,-65.03582035232182,Sold,-28.64580632958588,197.55657843428273,7.817421775664021,-0.1077098323789194,60.82816264545684,1.4743927379540895,0.8070168706645877,-1.6414794836981983,24.206758933078714
160.6430547899,91.95534800415876,-84.42621126876048,-66.60318459400615,-0.01700005001824775,71.42333193089587,-83.98812246462916,SUV,1.2273382833721742,72.67054721835218,-0.7047004671082824,-13.642805672910791,Sold,-6.302651990512942,-0.34373231890799144,136.2567477585998,0.8716641084298151,108.55529896805886,-1.3538923709812318,0.30462742261971865,0.3657423828008483,125.18093344295073
-118.11442365449005,-16.442892082362135,121.41685779478458,204.25925178685426,-73.28492593847274,8.646002932606574,-31.34317095476729,SUV,0.8191261954252245,65.56621622786376,0.14287454775844083,123.69611650414139,Sold,51.91986057267839,-6.7515635576344755,95.56186858961325,0.5570292808211708,-64.19620760365503,0.7174117643090527,-0.03857902844685834,0.20989543519144227,-93.4213338873169
27.185013583731976,-31.405716147341394,-139.9770024245907,78.52479252643866,-164.36423059283507,125.68255758739679,-89.06005760132985,SUV,-0.17600460149655914,-97.54776131804282,-0.9850828892576025,-165.84494433806196,Not Sold,-162.24811402500316,121.86861332756196,-174.51420764243016,-0.19653049750235538,6.1207402375506845,0.7463260400701005,-0.09016939453981075,-0.9198486870839347,173.9837211263121
-59.96565069690342,45.30207865559689,-108.26757405856202,121.89261447613005,193.80974652681473,-68.30085598774973,-146.56747645179553,SUV,0.03114491611239334,49.776320670072934,0.8211786369235232,55.239469348020734,Sold,33.864083771152,-62.53423180893949,48.86923404624407,1.6692807810109866,4.998411160617263,0.4122186153145353,-0.20952019908732422,-1.2053071360668963,-0.343995200625528
127.45323621011468,55.478252885616854,17.21873128452507,-309.28801927848184,-0.8469640844603903,16.05573613138071,104.63319707002942,SUV,-0.03668735563290204,-280.30995463807915,1.2877504835517475,-38.30978233462027,Sold,163.18447694347563,105.13638011025701,83.40710649147039,-0.16724708462101212,-52.13691016610158,1.4520003102495678,2.9065245656281067,1.777005667241831,45.740113302752164
72.6906847841393,15.962135748422272,-17.232745918421063,59.49272672902467,98.21464639780413,204.1787589909871,-13.411958670073288,Truck,-1.9712092324154311,-44.00539723386612,0.18503865283262153,35.92771980031026,Not Sold,30.6344491229035,-98.55197760990833,79.50446488181827,-1.4884794494979854,-132.5670148686304,-0.031266703080007924,-0.29019422020721547,-0.7548343243666945,57.23467141169435
28.54247128969382,-117.06441223573091,76.71254296383843,168.33185987607325,88.2653648971802,-22.826191893929888,70.58016892339475,Truck,0.5798270691123258,-6.6713788443256465,0.7123566191902123,105.92274842526422,Sold,-54.60927713094124,-98.82738333593592,161.69230576860951,-1.7948270618382125,118.8862614478913,2.832602054260125,0.4914896676077997,0.16983721993424494,69.9439428175307
-60.66552775886365,-76.52251754957555,109.66523861527313,109.37845933610151,-22.35255024785767,-3.5767776675257315,-58.22930391947077,Sedan,1.1533771349010193,-237.74776973518885,-0.2683790925577584,36.172102174849684,Not Sold,-67.69373413700266,90.74661879225434,-115.9773029240207,-0.4208248286606365,-96.66862531135062,-0.6252654290704237,-0.10849501797832416,-1.505624756526714,74.98486554195223
106.91558240299275,-108.26312414396358,-29.666788043527152,56.06171090878536,-6.320401536184751,6.816187279180359,-13.197217310417415,SUV,-2.229605283055603,-93.50700250175834,0.8097135784942351,84.78896132228587,Not Sold,150.26086128831915,-68.71510211354975,172.5164910282946,0.8223986970342032,70.01165302420183,2.4585523019525835,0.6616787166262542,-0.00869180131485345,121.40999050791423
-37.1532171807535,-27.526086027121817,-188.7389677336501,-17.162720499329552,-119.91406481294717,150.04476238072553,43.58835437595397,Truck,1.9011879964693503,-25.232761394289895,1.97193233838034,129.68361425112923,Sold,-7.261119769552522,119.64327169155882,-98.5990799154552,1.6284522419129699,-37.17801917483657,-0.08651913636594544,0.45105520869521154,0.16361399119964432,70.91557693264102
132.5582606529319,32.35990718880296,7.687695024592781,135.3046543611303,92.80756762751427,-78.3428451458023,-41.651655588004154,SUV,0.23262578306541326,146.3951002315808,1.3770153061676456,169.56858293985874,Sold,49.24643297243307,-156.80578780051303,-65.6771242767067,-1.1001333063279035,-249.18071650132921,-1.6406027141265698,0.23658670424903122,-0.2165740676910245,-154.76972462534036
-11.294848355889904,-27.259912298744993,97.38180622887705,-147.73839545737007,-97.70738347055864,211.1118563141511,-51.450409016307006,SUV,0.8650534133999418,-48.97356834500913,0.7490842153440862,-7.286559149677109,Sold,-91.16615284755673,-31.85220310054884,-12.890104456847046,0.1355772421258684,45.30357707033447,-1.0581263952353148,1.3171047177559743,2.5212542011979586,81.73086159480482
-99.68490756942533,180.2937210430552,-100.42575965079254,-66.93790375127357,-51.82783982375554,47.883584881969426,-124.18802747799586,SUV,0.3447494076866667,-91.86618540926884,0.4036799264925857,158.53983931039454,Not Sold,-66.77044187055891,142.22919488914093,-169.0899903679744,-1.5338342863664471,-67.94550090141566,-0.2761967067575452,-0.16565247035347483,0.19971137578178738,
-38.37300361671757,-92.85842188093977,2.0375103229492897,43.41847812617033,-92.73176376574396,-30.987982318161766,4.494747354664665,Sedan,0.141681979386089,47.112953772977576,1.201033534977796,-29.496441811636675,Sold,148.38642638187545,39.73245617105805,-86.44498869983165,-0.7651882012977589,12.8005613931108,-1.805172435400625,1.1393376290815116,-0.6245573963492583,62.61996939987897
-39.69282952275201,-51.87230849934903,-42.021085488037464,-85.67899856599435,90.45053517997685,-28.314232832964294,-167.69461913813913,SUV,2.190812556806972,109.02493903660083,-0.40941254178878106,41.159428908486355,Sold,-80.28843446075024,49.18826144252067,-30.420105250166973,-0.31388267355326993,-119.2739903383881,2.4959597270486755,0.40846756604409884,-0.9894219471832433,193.62460032609968
