weight,horsepower,age,length,depreciation,insurance_cost,engine_size,warranty_miles,fuel_capacity,city_mpg,Sale Status,curb_weight,maintenance_cost,warranty_years,wheel_base,height,width,price,mileage,highway_mpg,fuel_efficiency,Car_Model_52
31.847853731723575,126.57780610907324,131.64960014906623,1.6564514705584523,145.7699076123675,149.95690359313457,1.6096408326184262,133.91816462789956,1.1354665840403073,-44.81505340285026,Sold,-0.3473156522987354,0.08579214623759401,-30.51788413865503,-100.33623690977254,-51.39086452210824,56.993746319310304,1.5356684104555465,23.02321638027304,-102.47803430561284,45.7446230972736,SUV
-44.74959741272751,44.89863098518637,-72.81001639496306,1.4381030685671163,16.329937977015007,14.293587904294458,-0.38901605088051916,88.31271820683911,-0.21730359875398064,-45.14706920292478,Sold,0.9237405469669564,0.008093788794029833,3.231663818250762,129.60129769849502,42.15238593798846,89.71693117201156,-0.5428865848983795,29.595266412283937,45.64680495164685,-67.75484269636797,Sedan
-75.52435419950805,142.99831832674923,-37.425487434640964,-0.6910965271246047,-78.2042310084245,-36.815591488469074,1.234011603868654,-10.607687503555843,-1.9120320639956874,-181.8385628544828,Not Sold,0.4558464347850354,0.7924388857519119,-32.624534211057984,-214.5927892193326,-65.10433778301994,223.6685348467925,-0.4724723753923118,25.34783264067012,113.82364268237872,149.15938745296063,Sedan
-19.5226853228712,77.4016389394508,133.78324921863995,0.7031188594914899,-267.0538049233306,64.57905487401514,-0.9465189055251082,83.81934435777588,1.438328081896532,-118.40662285169192,Sold,-1.652420456636638,0.24138928501879947,134.48246642304593,32.87193098853822,32.81378679428924,-38.79613197372405,-0.05833570846206293,-65.27955835515343,-152.51936824552496,-42.918787056055294,SUV
-1.491673563776133,-2.9089700116493256,-9.431563923947358,-0.0804267080772959,43.73241941804364,-50.46844604827546,2.024269974759118,-57.04889395384841,1.1488809528340689,-96.97943554844294,Sold,2.4262814015308223,0.7606734353319474,-39.58470668375957,48.7908687318,40.673342480502036,-50.25045735789788,-0.8994971177319975,-16.230550458349505,188.4748337988705,-163.85933343648452,Sedan
-25.20856116077146,-46.13126495616343,156.27205689762278,0.32592048718575506,-186.60896161690476,-51.68748556352168,-0.7575675579103137,76.72366324862003,1.6310531429750663,80.22778489973032,Not Sold,1.790582406727129,-0.612891955706374,-185.9837467142081,-43.981190697570106,-32.39895087145947,186.74994260556628,-0.02369257726715343,39.44627802975369,266.4522282011843,236.97431562044642,Sedan
-107.13061801760833,159.73737417064558,116.41246350925012,0.41903197489547456,80.18893587355113,-0.16728835222713798,0.29397769188400735,-28.343139894674565,-0.40890610059585875,94.41098065891752,Sold,-0.9755946877938617,0.4293748718167187,129.95589862513253,-56.53373622647647,8.716789701497005,-119.56253391068685,1.41229602333767,-66.04589026238888,3.827490082430874,-54.118825583550375,Sedan
-54.991242537521366,289.1898231211376,86.58134554148711,0.990735699352929,-99.91517083279386,134.93005454606146,-0.8012924506389603,16.999762428915247,0.06457420400314345,-69.95568955421594,Sold,-1.2478595906888637,2.03936632655837,-87.40895293352199,-100.63445052726362,35.405716265188175,-8.18069614854734,3.3750114919469008,-30.428449010913216,72.61224405869766,-70.1187646256764,Truck
-39.96990083860358,-20.03298192439418,112.52505736417162,0.2671996359536674,4.064628017637489,2.73317141255529,0.3894221612391114,124.05208499798184,0.7154007328679162,-24.60519581719017,Not Sold,-2.020569476158833,-0.5639498623230587,43.646849708884396,82.81005271275235,-123.31198358609399,12.20154489981242,0.4936395630199427,76.85013538041453,-11.842433135724773,-190.39831552236848,Sedan
33.81997034524874,23.38313361360771,-30.198058290346054,-0.1988883773672465,154.42020634740777,-39.453722423961665,-1.7253556478838261,14.273860224826414,-0.09169449251167577,48.91981768532248,Not Sold,-1.4712438828272136,0.3627937563154885,4.326860526343676,136.52233340000876,-111.78816030695178,47.80135688811944,0.2135044324938625,-45.54236000814486,6.110310177008313,92.90592248253354,Sedan
-23.934709058464172,-130.9757699435028,-51.873529945347116,-1.1524510469522988,51.897601434029774,-94.79144283323156,0.8161215204278409,-59.73921414241078,-0.029201161651060556,11.191849657352371,Not Sold,-0.4539427576824466,0.01641014327202911,-95.94155628000769,89.78415332695268,144.08132188054367,-65.76151280628795,-0.8979310350105684,120.4709898198054,-104.54626183713005,8.046944641940549,SUV
185.01386252067994,1.7964231138472417,-115.14641133312308,-1.5665707346761364,-59.88074412165918,-121.0108988840746,-0.3230985694592604,-13.728605094549023,1.4802907826905496,187.01220652688056,Not Sold,0.19486250897504115,0.434107314395625,-82.91462874674552,135.51132492412404,92.38160886481069,29.522677270656892,-0.549860370307398,90.61903526161569,57.23544014669469,-8.108387863874555,SUV
-121.90575900410492,31.957424868853114,-53.15911642407046,1.0982547475927535,40.763758117331584,52.05374505354943,-0.745251927462375,-53.54505118628173,-1.3448041419233696,-150.0220115845557,Sold,1.831495429094879,-0.2634522154084432,204.86959206728375,-16.659009991351244,-78.73307145392899,146.0225684198277,-0.8605676807745777,13.584602423986805,-65.94856783173822,-70.72767616916754,SUV
-15.852807203625085,126.47084700706405,12.68827966552337,-0.049429263507732,28.63335485180409,148.66283251430713,-0.42366881219495056,50.207651516538576,0.3910973919145057,-90.2729118813042,Not Sold,-0.2082175796982898,3.0715642476765526,207.5972977033303,-37.328331686216714,-47.30291630157892,99.39702374770091,0.9047254281962348,-19.85816593334801,41.28378571505694,-75.29462580539445,Truck
-4.329334000680288,-175.85156640002603,23.27894349086827,1.4835112240779704,-60.27945565520141,-45.218157769732606,0.5631156657611387,158.0154172678306,0.435860071795816,62.26137656476387,Sold,1.9245083260811264,1.8542129177507747,-59.534032864897945,-142.48619496463692,-112.27339951532676,94.13453499814017,0.03328926129312115,1.7842457493584554,54.210009550677526,22.8618344348248,SUV
-36.127638984238516,119.90977441955334,-31.500150777716335,0.28501199424819207,-28.05412773260725,53.316748568083106,-1.1863591540735285,17.205559760932807,0.43453172825604386,53.10954064954452,Not Sold,-0.42835695583547134,-0.03995215817119746,-88.11261378574834,52.96497136595262,128.3091768706297,118.15503017892198,-0.7012506329143223,-37.738985544719434,-72.88548434913031,8.723363601046515,Sedan
