height,wheel_base,age,depreciation,engine_size,city_mpg,weight,warranty_years,Sale Status,fuel_efficiency,length,curb_weight,maintenance_cost,mileage,Car_Model_22,width,price,fuel_capacity,horsepower,warranty_miles,highway_mpg,insurance_cost
0.08324495893804706,-14.64336001044138,-34.86263458352692,-45.286116599329205,7.027241940323442,3.598027688261446,19.17387038836154,-12.57809424803492,Sold,1.8980631017034753,47.106933330697146,-36.81897264623099,-35.070830069671935,-105.86828211947066,Sedan,0.26309290729998197,-0.9093342126434139,-0.012530419288616201,9.547904481737179,0.2300330150640178,64.99725122979186,-43.423083036345034
0.47152762272945925,-70.75608395118415,-75.43632469159195,111.02821890416992,-127.25642535753876,-102.90987367081121,191.37043570004116,51.939192649800326,Sold,-0.7917714240150293,41.22126792648069,68.45306674695746,-138.5727086137171,166.2617615772771,Sedan,0.40379842462500426,-0.2235430756710618,1.104964896886905,-16.603348818016787,-0.6822454537049971,-115.24077323103779,-104.07913290788468
0.5438415631568929,4.738289735494164,146.91389081022868,-71.56381778419643,-126.8860956448586,-30.644407762978037,-239.08051724557998,101.24231987045013,Sold,2.2395555147119883,-205.3778478101469,93.25441657936983,97.5662223383614,91.91801526287519,SUV,0.14835528945062665,1.058624659283766,1.5430023697122062,83.37570585860435,-0.11483458248580647,177.07246611801233,9.986942128485609
1.026470622144019,84.3700985524833,-84.85787089320024,11.3796179416252,-337.1322465390643,-5.240726804998019,229.68807836401677,25.1792526336758,Not Sold,-0.7655431406478297,58.653663821605484,105.02960645324293,93.58246718985536,103.78627655238617,SUV,-0.18563622329347765,-0.20254632945114734,0.5614357841984605,-12.631813911502872,0.45661133730354253,-51.30102548704875,43.32941872548562
-0.5463344390660064,-44.54334793417316,-73.31488086256299,108.76195343184507,25.546338945818643,-205.71616313679448,165.9702467580628,-98.97888074970902,Not Sold,0.07485672265266063,132.78135852465303,23.59673450004149,70.251420138434,-42.520966026566775,SUV,0.5406639507570997,-0.23427365334881578,-1.893101021487682,-136.23998183547891,0.57499037115405,-93.07836516695997,-56.05949707300337
1.0206801528167078,65.23443584154565,-60.49404239581185,28.102543034587825,-15.104105547341792,74.60273011430044,-180.75898876047006,-3.226060275697114,Not Sold,0.9839270396564815,-186.9130310791265,239.494170598451,29.652032674678217,66.1296376179545,Sedan,-0.7861834692798989,0.8283883015755682,-0.7530751245468625,-144.61799165612175,0.31064590416092447,-55.77589269889057,-83.08024978339351
1.2162267687454782,-126.79374646946302,-1.159106983886086,10.506251734650677,76.1804500114092,42.957211535389945,31.943924942170334,34.37024228445246,Sold,1.1014391676490352,80.56478912964414,-4.242283130172792,-193.558721583581,178.6908457898945,Sedan,1.1838725355646011,0.8192660175226993,0.007129026197403132,-106.90470930118133,1.7731485002259846,108.80550508063193,-119.98468763059773
-1.2545436548983189,22.524190998368425,161.4417307295875,-73.02032199449414,20.29210492624881,118.0243464679048,124.26703053329635,132.7986932326857,Not Sold,-0.4489492309876169,30.605106103903125,-104.63817418173531,140.77175342924312,-67.89282765228188,Truck,-2.261308404297035,0.6133178199206387,-1.540838830928819,-141.92474852888068,0.6367896407970677,-35.671035805611446,111.03388966263523
-0.18217050241221178,-73.70118940731409,45.823666901673086,99.79332102057475,-2.156511901395395,-4.308282552897323,109.45125605658963,-127.14369621586673,Sold,0.9198279088085595,-203.5420830462502,-49.22752030377616,-97.85027929502878,-118.04397659047304,SUV,2.0787571175985016,1.262407362295447,0.3818326112591457,0.6063539687337862,0.9328671987476502,-30.66771929097501,-140.89514735658747
0.6099085993031078,13.289623608566412,-41.13125398068004,-36.28803931545643,156.01566715079446,95.46203770410607,-207.40204249843592,-89.71021169235101,Not Sold,1.218771797753832,-47.86815755682089,-34.28986100666741,37.92413120030475,50.227762212976565,Sedan,-1.7859913211554364,0.016879926417297807,0.9864466763196076,-10.701850141858552,0.3683631567912365,228.15686796933323,-147.0744785981713
0.28036218907657373,195.77290065740175,42.7705046033226,43.54674113452809,86.60166049678999,116.85983417478305,85.29792086528533,49.66470513056686,Sold,0.8941221705586562,-90.34915540723587,-133.86581032274347,40.097860039255,52.75175563237266,SUV,-0.2418645453162117,0.8752121819265306,-0.6458970161476452,153.0078071000458,0.32244964969434736,-74.99540733443989,-55.90016138452179
1.0033509296538972,-195.54388526254405,3.3599345415477253,27.311327207710654,-19.961928262708778,30.246926444854548,-30.9959984662619,-42.208118386261376,Sold,1.3963741914506942,117.0732268966998,132.24668802427178,-127.56785321373081,-28.603877288347807,SUV,-0.23425772783942833,0.6277124873739458,-0.865921251038783,249.58767393519943,0.4915427845703846,10.987042919928133,-67.78072030511541
0.3782714482756409,-87.22421838560287,-37.473662851711694,124.11955638053452,-12.187895581040149,14.094244356851359,-73.33884503600659,14.30203303323493,Not Sold,0.5411028669089121,-80.2645336346805,187.25068550059743,-135.93689471121877,86.89890013840612,Truck,-0.1766074726044953,-0.6424092820686671,-1.250296658494113,13.046991909069538,0.8738811205838012,-150.46930168434895,14.00870681599946
0.9690481650561347,71.10550701477342,21.391391756214816,45.789466954965945,-28.927540569175548,-0.789641103500093,127.77846229943563,193.78045215721036,Sold,1.1199960148811092,-63.80052356900011,172.26798244773667,66.1829603720831,3.805904083053836,SUV,1.3447370094927225,0.19570023941591375,0.2697931060030331,-18.403693474142262,-1.017181764600803,-225.8722336574257,152.17371861927472
0.8371903892368439,-122.17400190624514,133.67847050431956,2.487949099141673,-170.28956076410356,-96.90600207003051,-65.10564107684293,-33.71081583961043,Sold,0.8517673032467006,-10.043065423607995,-54.88377938175177,48.34723842114225,-3.7758854420085806,Sedan,-0.9419976287209022,-0.6897849018345059,0.8921792525075819,-4.16048784025781,1.4218649106137495,200.20644207512018,-158.51700843268821
1.0185425237978925,-157.27632498156476,159.72705918252458,-100.98908223407079,-65.65451775082663,-2.1881961462101915,74.99408476395877,-3.9080078814757795,Not Sold,-0.7870956021100783,128.90395729514833,-81.47943351946235,-6.418615456836546,-92.21774147916406,SUV,0.9265973750286086,-1.3021598251554531,-0.08684264964728439,-109.47766586374253,-1.1943643328555908,14.781502983648265,-60.21523919536115
1.0000072337636003,23.795897163224446,-15.577626638383565,-103.5165711352154,-88.66290833167987,-111.05866454732592,215.9393689580285,-118.43886352052921,Not Sold,0.5667091979443026,106.72792770580473,50.01580193817161,-109.39943905370649,-112.3027821601947,Truck,-0.11165186092079367,-1.1445884480424853,0.2590715701743651,190.49102767066256,-1.2749032312183135,9.625599268855195,-7.0065469988948985
1.1282991252050283,63.11700128476665,187.61556403776675,-13.834061895527608,104.01863878337578,42.543421395087705,190.89085780843178,88.3335771035364,Sold,-0.5787930864264925,32.02966112935217,-106.52496904411358,58.90498568958743,115.23051868911647,Sedan,-1.8321772838657515,0.1513557061989459,-1.2379426226860626,-52.42270091206006,-0.8080977503290554,-10.46636910955108,-50.1547962584471
