length,warranty_years,maintenance_cost,height,engine_size,horsepower,Car_Model_45,age,city_mpg,curb_weight,wheel_base,warranty_miles,fuel_capacity,insurance_cost,price,Sale Status,highway_mpg,fuel_efficiency,mileage,width,weight,depreciation
-35.82360200518547,-0.9473573966105722,-0.6636162220164186,-74.55455269946968,1.7079883516057555,1.7408947395273773,Truck,-165.03445546061718,-114.44531435968892,-40.46415949275756,25.535201910972084,-40.50958587850843,0.838867347343148,161.4763715548284,123.28432151555194,Not Sold,271.60524921293205,14.153819377569226,33.383154883567535,-0.7113576753835688,7.901408508774741,-50.76141425428386
67.72352765021311,3.521785329328547,0.30687295744193926,107.38125477961869,-0.5466881762683271,0.4644801636222087,Sedan,-5.1425780988618515,37.40766286253967,71.02924790601972,-78.40741668809883,-42.35267955788441,1.653563561743901,159.57893591027337,103.68630534041128,Sold,-60.051308472249154,16.71812336717096,-149.76467138455502,0.15785986969208576,10.554381196095353,-144.8480638951456
27.513083220017354,1.2690954695576095,0.4036443967303747,-57.996315158552356,-1.868125985600484,-1.8434292060349895,SUV,-48.62353851893339,55.35856939031667,56.888277274342805,-170.4894667187483,-92.01817144674382,0.9725441539839099,56.914609464646524,187.47571073663,Not Sold,-103.93209773026292,22.81557791694759,71.23316886534525,-1.1919168456637566,-137.14760770010957,-96.54105021295001
8.109118722018883,0.5721914825524952,1.3280124593564393,-29.919682412758984,0.605046927805585,0.607899773966103,Truck,210.37040884708554,-47.26482466456185,108.29156103214224,-60.20313228350454,60.391903172423966,0.6497679403990978,66.83985446675878,-76.37566764535264,Sold,-32.499698367358384,-83.12063290205039,27.948480454267617,1.2734922608129668,-1.368356413395316,20.236579143460094
-77.702655601305,0.23442468716746243,0.7033494271817297,64.47353637270089,2.1680238656983026,2.056541098576891,Sedan,-84.49736691615689,69.66052192522764,132.5258008522522,-103.72689840745673,98.23379796102122,0.3761393242804149,-69.9016730586072,-18.976173658042782,Not Sold,-29.833881212218248,57.759415873119266,-59.29557390393169,2.497795369986904,-77.65527219931968,-134.10233360623036
-103.27543831271409,-0.1566310902700122,0.1441845328249086,53.40116447757002,0.9489715157651009,-0.3116119804118577,SUV,90.31872922930366,91.67497026295547,33.309993623482534,-254.1618634442028,7.170615236888074,0.09787093559302028,92.08274222514821,42.19641741859249,Not Sold,123.75112548551242,-154.35667282238666,-34.00902645088641,0.6023014300661063,139.55767138004782,-72.27778007298897
82.20069035491602,-0.33050633597401907,-0.6542410217303539,22.066982335566127,-0.5512412338355908,-1.0748001263183518,Truck,-78.70747618426049,-93.6452726601236,35.791338209304364,-12.470176429597727,-165.4418929025518,0.009054184081446488,30.991453481761226,-174.11726608189238,Not Sold,36.23743192190975,-141.64828900154117,88.47673303221454,-2.7691369171019393,-58.55999584799913,-5.021285577569287
-106.5196695892054,-0.22283821765174772,0.07713527296774578,56.98743173918026,0.6326035318682802,0.1313163344819503,Sedan,-54.64154485111777,-103.75551978616609,104.53044214484943,83.13682134595811,90.98818688312848,-1.0413988459078207,-211.59250334590865,219.10690890475988,Not Sold,-77.75320038287023,-43.437965984658184,-92.71988132553382,0.5384843144346341,-61.348059242750416,-74.37185439915557
-50.91895751950045,-0.3253163168938338,-0.7948713716669582,-74.88362028756596,0.9782286827171971,0.4077957990442997,Sedan,81.60140177786799,-118.49310915282629,-117.9086805774612,147.31254280081953,-61.67898768223578,-1.2017323142794787,25.590224672732116,32.88245537419158,Sold,-32.933291884883246,-39.46586193753013,69.66919379074457,-1.0172818082915236,301.11462179480543,20.888504941880086
-10.625739127057681,0.5670864448435418,0.35548577571989537,-27.28813246989269,-0.5082444032544238,1.6221778958065491,SUV,-2.9502639161046855,210.3897389575438,-97.56892443264388,23.21967172236741,51.545413409456756,1.0739478904096318,159.44993433266242,-102.5232661416652,Sold,-127.65190515397965,-4.742852811056878,85.99027631129339,0.29536907665630185,-44.358341639834904,6.756124861436663
