maintenance_cost,warranty_miles,wheel_base,curb_weight,weight,warranty_years,depreciation,fuel_efficiency,height,engine_size,horsepower,insurance_cost,highway_mpg,length,Sale Status,city_mpg,age,Car_Model_30,width,price,mileage,fuel_capacity
-90.10951587372159,0.1065959286266713,-92.53901965773726,123.1434668953556,-142.27341705810994,-0.4643216337610517,-137.7334490649699,-121.00223943506963,126.73267015407635,144.91390012148577,-0.9472000145578975,-156.1206332362413,0.9047487021778517,81.05988754495506,Not Sold,-198.80145658715162,-15.514261058514627,Sedan,77.08183813025083,-80.71174527695732,1.3186092020159037,-1.6465841647438608
185.19091631712604,1.6119038995007196,-63.33155150302393,-180.03796468867156,24.808107664376948,-0.5950565663199712,-98.01176567131914,62.2619308794569,88.2277594774848,-39.22419052257863,0.5508143640120411,32.25098679461651,0.9233206886885306,-226.3742529234414,Not Sold,68.25733465117256,50.036059810985755,Sedan,-111.7517046281088,-76.06534639943767,-0.49412105371139703,-1.0722938853533586
53.076594132091806,-0.29383937539635974,-97.18645130451583,-29.959526788834985,-163.99215433489147,-0.13887278656205215,-18.658034776792036,223.32284250543836,-82.611818255679,-12.672270595880478,-0.7517963997617232,-129.1584125710676,-1.7818502725367855,47.83861228575263,Not Sold,-22.90120859358581,203.3026431507524,Truck,98.08747280600585,-179.3250136610205,-0.2942467982775139,2.020479841607055
-58.95189813361596,0.33469537308685204,-189.5796195837728,-85.18531929861287,-72.03577251845672,-0.6629674313425084,-107.9123386497606,-95.89878404089701,-23.93774114021494,51.891120696555106,0.2763372376855147,155.9788673032606,-0.3776033591918252,9.00237501012405,Not Sold,32.20684256417304,-9.179586249253504,SUV,-42.30687691994363,73.38055223719664,0.7227507641517812,-2.1488998686044396
-152.0277046704924,-1.0385516630538734,-129.46476629653154,-99.83869971902062,152.35534588523745,-0.30206868738567844,98.154727608454,13.565421831900585,-1.7012617556982075,26.418030435118634,0.34693601500491345,-22.052231997536072,0.128753510953636,162.9796993844146,Not Sold,59.083751924101655,-163.6511705504094,Sedan,-9.694776936166498,-49.56310750645623,-1.2132624789821667,0.3990477815622141
95.74045777551851,1.0395432871418098,13.805682924544877,111.56421508168594,18.818574631419228,0.07428945164620858,143.0087332639734,-94.70994554633762,211.94910423418838,34.891960244501874,0.16036444953905024,29.31632430135182,-0.6140727660975583,128.5043199659786,Not Sold,94.49691713053934,7.954119324998132,Sedan,-88.58280134612954,111.02280518039085,0.254066969887062,0.7536440820454101
104.23207123671985,-0.554417006857752,28.75280871846541,-267.47325100712175,-241.88568946159833,-0.6380341452187748,127.8424663621081,-23.248790960106952,109.76090502093363,-3.194886779685921,1.1989966456788959,47.84870511097111,1.2934977365452203,90.73290079248649,Not Sold,-120.63521675004864,-43.94402507031721,SUV,-18.091901063335527,40.642388943339114,1.6765191096152543,-0.13291952887206293
138.5351625143945,-0.30263663687068676,199.6108516059539,-12.192829674892401,10.869101457626194,-0.3673137127062259,171.51951217942405,-102.69438848955261,6.962968846580058,-61.648225981086405,0.27292562906675877,45.037937365581456,0.2326062810684254,-1.0820203405375228,Sold,-50.95749442609614,164.8508116656614,Truck,-99.19570914511036,7.4855388469306465,0.21052607854742933,0.721505508134092
-57.41935021308044,-0.5807013543040992,64.60926236254097,-10.926388909505768,54.33719304132403,-0.40846331514921275,-14.580134114579597,162.76190248610334,176.77211554169548,-59.28098023075846,0.26607028336255345,-5.182454631269284,0.3925936638597592,143.52758985547018,Not Sold,101.72076384746094,-52.024308691575214,Sedan,-75.54900025370415,80.07527531394683,0.21730736819874807,-0.7511155931649502
6.18594082836273,-0.45843506214331187,-56.327405533479144,-176.55254598445075,6.422283816275871,-0.3815319085018447,-163.4109498426659,-125.89221636183719,-10.230814568500564,110.57308470331148,0.5978388455752146,-58.35761513605415,0.4303266131154636,-6.77054766252726,Sold,-29.361124613002648,-14.089666442126234,Truck,73.02603304485953,2.2600842632913847,0.7668296516780135,1.0135099221190897
