engine_size,warranty_miles,mileage,depreciation,age,weight,city_mpg,fuel_capacity,wheel_base,maintenance_cost,price,width,fuel_efficiency,highway_mpg,Car_Model_57,warranty_years,curb_weight,height,insurance_cost,Sale Status,length,horsepower
-0.4746075817944668,-0.8997982813425203,-37.14367930142617,-158.68199025521622,-117.12476398222495,-87.59145739890151,102.72604201574941,82.1393552354254,146.51130824832475,-1.3375373108883442,181.8882878928085,114.30670337782121,-119.7547987075309,-121.40804420480767,Sedan,-98.00636405002496,-1.3966623495874038,190.25162803124053,-0.5582012891921924,Not Sold,2.0994026614344135,-24.819243949130197
-0.8481089727175163,-0.17434064755890555,79.96992289008342,102.57382970220925,-45.98883900113625,106.86809588827467,-117.47311129947721,-69.82711041497804,13.488315617794393,0.5913717014405618,109.43364187915212,68.69656531941736,-90.57854036112542,-34.79703839518874,Truck,-14.952864300901842,0.19228529275708187,21.848389991714853,-0.12879974824636076,Not Sold,-0.5650381778035972,-55.20840967138461
0.2758876989506053,1.8476123431141327,46.34504616272434,-81.05858750961343,52.42709223038876,-128.17720426323248,-26.871159517692412,-42.702362462233076,-59.1245972445679,-0.6203260689629531,-194.0600584632546,-159.34693312542984,-29.01329560596953,-93.85044304567063,SUV,-178.2930547271476,3.204114631576014,-210.2524824609151,0.13377024192276976,Sold,0.5933829068469338,54.689252572416414
0.5673079749538186,-0.11362710474284564,132.43035619744452,-10.599065969420055,-13.400425937365693,-14.572744313455303,23.078347043439738,-91.73144224917435,-37.100081611407184,-0.2295743921967173,79.92954269233671,-129.22030410738924,40.49719144487097,-61.421054286130186,SUV,-13.699673054295275,0.741564528499128,-45.791283038892004,-0.447819145651197,Not Sold,0.15339132176965042,22.689442974511245
-0.9006972635532166,-0.2650891890287699,-306.557742605764,31.178114823152008,145.1323551357857,246.7993829890216,35.45766648058844,186.43440798150627,-22.820681048040534,-0.9779953003808282,21.099440625723414,-114.89986042478205,-46.17921102629145,-70.27443341699606,Sedan,84.17057784286166,0.007615922633692063,74.0724467519849,-0.24379264733694148,Not Sold,0.42383869422321285,-113.25508240876967
0.9165676369040875,-0.16810172558269829,45.06850845154201,64.50511023228741,-29.53401922876778,-172.81573221962586,-37.7685352062733,-63.13267623602169,-152.9914464891136,-0.8009889425234753,141.6287717808749,23.70445170768768,-52.448487092164356,89.05456146070594,Sedan,28.945056323806156,0.22174455388546663,-74.63446221223538,1.0015343971340473,Not Sold,1.082286113129853,101.38358042196664
-1.048985920207373,2.275252863377921,129.79301955090293,60.545507367202134,150.56139798534517,-8.017372515747292,-84.01336927611722,34.142295067542314,-170.7901165597834,1.0878954440937236,114.14805578600466,-29.454982551192415,-60.28855908699542,54.9093553362067,Truck,18.192124891137208,0.4220671213853857,77.08575694250239,0.5220082933358355,Sold,1.7387714574760265,-3.3599665539159793
0.1261956242495748,-1.5638689276964968,-205.6917546969311,40.103216017619324,186.9493525078018,140.96186447791547,-19.281725694086877,-82.06935255458473,117.67963061133946,-0.17059147268828867,-39.09407013252505,-39.16988797864743,70.22281410773094,27.08393636310603,Sedan,-120.54058794175322,-1.2157907363374862,194.9999450002729,0.8744667870918439,Sold,2.056628510087821,31.148562328971334
-0.1390381495756584,0.9808589950181774,227.4650869445153,-168.53951926956972,-116.84392740485123,54.48634700983788,23.367220050335344,109.90913006855382,20.653544815085596,1.1476488625740822,-96.36193599389296,89.48057250150102,-13.401755507323093,-88.82112131078202,SUV,128.0239141123521,0.9027608759593087,92.1208943676746,0.4784115180581737,Sold,1.4698412217019574,-29.62115775607637
1.1480850995789944,2.5001539976428506,-55.73638232319659,97.55645566668572,112.10955328835203,-5.896072883670448,126.4735427648346,-270.96331551545416,-103.90399198224989,0.9100315851127769,20.278948522146777,156.78935197642883,22.75013032636697,50.372521798618706,Truck,-58.08705569547827,0.42128140904574346,114.97442333461503,0.9802046487406617,Sold,-1.7403390602337807,50.26399350606159
0.9987552818349487,0.5869343128612101,4.750187218875081,255.6345184334353,160.06733279364096,-193.6451598299318,18.885730611744297,-92.56883779889921,2.9718068488649685,1.8734696316137238,-21.062010839182502,-46.50944794610569,158.38681131595033,-49.22060560969567,Sedan,-103.13866076602905,-1.8867127024819519,-77.31684020784813,-0.5965159640201536,Sold,-1.2888577129247196,-49.9715410721577
