fuel_capacity,horsepower,height,engine_size,insurance_cost,Car_Model_36,length,city_mpg,weight,highway_mpg,fuel_efficiency,maintenance_cost,Sale Status,curb_weight,age,warranty_miles,depreciation,mileage,price,warranty_years,wheel_base,width
-7.658739586842361,21.253099384610167,61.04492078054488,-0.02145254917411643,90.7592205991845,Truck,0.4492642053788219,82.3193566397682,-144.08666011829195,-115.05117833970134,0.9029226896263632,201.7809291934968,Sold,-164.04698281214002,16.045067946110294,2.402703297304266,0.4306512606837911,4.169610380862136,-7.500726071967172,0.7350795823719811,-167.0495925558059,17.285792192361285
42.497280091259164,51.93444444923067,-78.6260966875272,0.9050913362146884,-124.36763626488667,SUV,1.049308848822402,-20.212899937456708,28.23236905752869,-5.539447270584004,-0.05460233251189772,-81.78756611526913,Not Sold,-38.08176609282163,-51.50296779550912,0.5307369179662784,0.47306686392459957,48.93733546163896,29.31008419629326,-1.6795415095247976,-19.375463723497973,188.54194454173202
40.855881263811774,96.25272377169262,6.707176023531991,0.6221794914236692,-167.50052569630685,SUV,0.36501251399156065,-90.43657733887838,9.188819237932,-52.600849120807894,0.6340826806764808,1.3373468114889118,Sold,122.04558591418473,-36.567015594782596,0.6784222098123298,-0.2987685672619468,29.051979696885095,-6.237440466415426,1.2676441360608786,-252.11324669735055,58.977768881053215
108.92754251251384,139.94716307088945,6.751340643772312,-0.038804403798113875,-132.97162364667312,Sedan,-0.23196183049189653,221.15265702576258,-77.4783903440958,-59.18664026491529,-0.441202221896537,-8.07331790691151,Not Sold,-244.93248673398557,36.66942389019693,-0.13459932429489063,-0.7853336219357966,-125.55296722073983,138.3239275643366,0.6021706663393084,55.61923683184968,-27.81689368865169
-170.3188624408045,80.09014343871426,40.34781591594785,-0.4600180331600028,10.311546289033071,Truck,0.28621768427490535,65.82843483925296,-27.491875689190437,-24.552403533844235,0.48439874329536964,105.22111103658993,Sold,-195.49725402030154,-39.62142286811006,0.45277332628299266,1.456066338466811,128.6488149415666,14.727858455956849,0.1790172496260914,57.74358743632148,36.6471613953929
16.836265931850093,-43.62802028241996,-119.0468135176056,-0.14456944329182048,72.4906554137587,Truck,0.010471477364345902,-85.48022545964761,57.187118214767686,-8.026446881600485,-1.4002915081963199,28.300536274129044,Not Sold,-121.7428458367851,-19.80655767647416,1.3524662230799187,-0.36706468087423855,11.175754578373558,81.9787627083136,-0.3829835184908928,-53.95072025078691,-14.582530673274373
47.61670879432144,16.075815152362896,114.24267298679464,-1.248352747668464,0.5342475493683921,Sedan,0.2107972380352287,-150.73987445782132,139.94000062793327,-1.2513123826741614,-0.2714332341503911,134.10087874485998,Not Sold,-5.887473743968672,28.99503883665923,0.2380808276961241,-1.187515492392245,-11.228788798597513,-63.70963337091694,0.5496925630679611,-129.32618569909397,-14.059648268633973
103.0638305567692,132.97967866389283,-119.63349711934342,0.46319302770728144,-20.500020737628198,Sedan,-1.9896520898386019,-5.77193294830672,-91.92387451395116,-107.89375827595018,1.379698631475147,81.54935515881812,Sold,103.47390343385577,-140.69378575507318,-0.7153963100789862,0.9696206995649909,-68.11118635002717,-71.8679723246274,-0.8813546879044374,-47.94452675902784,9.247420380322936
124.69775434530324,-85.29985745910966,-38.74214074555107,2.1526030433347554,-30.153851774015518,Sedan,0.1699619969429705,65.11550847131842,-172.19780615034927,57.82450637027622,-0.046391965128621517,161.88574123497432,Not Sold,-255.67310008408404,-43.03642368927103,-0.4094282580075761,-0.42054143511878833,-35.109763109883815,159.39976048158334,1.3840116174424426,-53.86968400411224,-178.95145144063628
57.77374690480159,-6.507522922967157,-5.920369201425087,-0.20553702090610737,-49.83019410629603,Sedan,-1.8506915305927492,9.24420046336521,-162.57747175128,82.31021838294251,-0.5868425085827242,-170.61386921885878,Sold,-73.65103535417818,-75.14884497023525,1.7040605559673034,0.6990331225988174,-45.13401073751361,-28.565345389049472,0.06565354943443003,-16.171003534043567,158.3503131952062
