wheel_base,curb_weight,warranty_years,price,city_mpg,mileage,maintenance_cost,insurance_cost,width,fuel_capacity,Sale Status,weight,depreciation,horsepower,highway_mpg,engine_size,fuel_efficiency,Car_Model_58,warranty_miles,length,height,age
-2.1830754440147757,-62.52863476787195,-10.549426356398452,-145.91173494599656,31.16239039147825,155.41036466552558,12.5814896455812,0.3476096358224038,-0.08151180423519294,-0.09270811296138572,Not Sold,0.17583870488005315,1.135928215118899,-179.20182075069238,28.830236711986274,-166.0368171161953,178.48027198493398,Sedan,-0.21367245210350017,76.23123410639565,-39.903043912292254,33.9515263029879
-1.25995451119708,-113.8097324238584,32.58791263592787,0.5163637663406851,-122.02979737447936,2.3892290716550866,66.38186988804577,-0.20776768548643776,1.8375529439934348,2.002517350663808,Sold,1.829056005510687,2.4255218663406257,-122.94488288705799,47.24581448207821,-18.462435000707906,74.75658748467107,Truck,0.20674654786440633,-152.4345825491436,-18.335769061966666,71.27733064148275
-48.29561838968874,226.32807080050813,12.909328536755051,-73.09479086484454,100.5256938272493,8.829394624418288,112.24271426976064,-0.653175063617671,-0.7250029779230212,-0.9061933023652129,Not Sold,-0.7371957877618373,0.9264794341315461,96.62112121347502,214.64091921853873,3.835065652690542,166.4046438315408,SUV,0.03047850017776251,-131.20227352939446,189.91733821566007,47.61961161250133
-45.12346327321064,52.340874665901396,15.629013128262716,-128.8004451055714,-95.27996850072165,102.28662305215914,16.95705527756739,0.3987502384403274,-0.3099563288804569,-1.6849908494440906,Not Sold,-0.8674739833482641,-1.0662243498138877,-87.74876957338378,-8.424141603953617,208.10560784189528,13.037147841059696,Truck,0.9270890514983389,69.76272077536761,-11.218955959360208,130.25700552228048
-204.05652396376638,-36.70541203695462,-39.93767272533699,75.08917441427712,-12.691980333756092,233.89376582946778,-153.36220646107657,-0.43344763945748327,0.429278275636166,0.25015093478576944,Not Sold,0.5296558311380412,1.1411133553508086,39.77815816045605,24.286250836658372,-103.77394107289379,39.77766095383997,Truck,-0.6722698440091005,147.28525408496594,34.770436409224956,122.81392458865881
70.52138927816965,43.14977003351708,-50.02856736221162,206.10779910210408,123.93301881041671,64.56437245598255,-6.538794338695203,0.8305245458274106,-1.0603181589313742,1.9667840135513481,Sold,-1.5150694027024727,-0.28477134396208303,-100.1179255427108,114.71610362591642,-234.7615026419219,34.144997831597976,Truck,-0.6358654988393693,19.448433124719365,-56.503001598377786,78.6983594377075
172.81304056272344,32.16552457073799,-67.51825973654529,4.204786606650344,20.552068575283286,-38.695609972545796,72.35586763683004,0.48024547299103565,0.5070522695619724,0.5357188483261904,Sold,1.6758821166786402,-0.120938974806713,56.23414181177703,53.968204930411886,31.3016836807764,147.58430670940925,Truck,0.15184189596039582,19.373977736748085,9.901542834598136,-139.65532477258193
-74.0810375278311,59.23220912623231,116.00376345351266,-24.82650341239966,11.549099056274112,104.38585288163402,65.2838550679682,2.0226442717381676,-1.6530240294531298,0.48219398902052973,Not Sold,-0.12453567453032717,-2.1361945132652296,96.21322692243098,-24.211893518535547,69.43867191999551,-55.046525315845265,SUV,-1.2410942233885132,-100.79340616826498,159.6358038276947,132.91389953725383
197.86586895581664,175.34895318206952,37.49562600743938,50.48328341421675,-38.04478940204435,2.9866742933772583,-112.27692571286264,-0.7046608106308938,-0.29968242462772643,0.03323395686319025,Sold,0.9432111376588241,-0.020445324326036296,47.20734628092699,-154.4892405613479,20.182826664288484,234.20124733917334,Truck,1.4604635318892667,112.82444615210477,66.75907259048836,16.311476356431324
0.7973695238908759,12.035989850416447,-82.75060874309092,79.8128078672764,97.90695982904917,-74.8716456295527,-15.229369652243859,-1.136924615024293,0.09811691284345919,1.3564132080325564,Sold,0.9328307842020683,-0.7787757398687956,67.13525556948537,-50.56157470300536,-2.026224176362399,77.95625703850008,Truck,0.4959843934359423,-23.73784411523242,-68.92308938913084,-137.65148402580348
