maintenance_cost,horsepower,highway_mpg,Sale Status,price,warranty_miles,mileage,depreciation,curb_weight,city_mpg,age,length,width,engine_size,Car_Model_50,fuel_capacity,warranty_years,fuel_efficiency,height,insurance_cost,weight,wheel_base
-22.445127328423816,-53.29521776601829,-71.51144741833436,Sold,-9.188815385271223,-0.04921341905577015,-90.59446584597929,0.17210370889642967,88.71046593600971,-95.6238673031465,-0.20199856297864716,41.26571454009166,-120.99957247723705,127.79049504178153,SUV,64.10436140907727,-6.270656012431486,96.71038313570219,-57.535129944913464,0.8201768295022946,1.1214746249444505,0.9191764366198187
-167.17171701966825,16.013265174795297,24.864097787938928,Sold,-10.264297621149773,0.6332479574110585,11.13651032182724,-0.7294367470200029,147.17837170271724,-12.318640962971294,0.5649804617292,81.2384401116866,92.18510670393702,83.1947703436955,SUV,94.20189280453964,166.3649498777852,114.12922968030956,-192.93346949602156,0.8546469801424554,0.5383801418084241,-0.921786965476934
-35.574046707731966,50.75374055928263,44.29931194333307,Not Sold,185.5016731841458,-0.97184572291871,-84.90922504357899,1.995443679585668,-5.317098480457404,72.69518504497734,0.07928424217697196,-50.130041267144975,29.855422793938676,174.06963752216566,Sedan,147.4554597307007,-141.46229080557563,-173.09406520374128,193.8706557963525,1.4343196288319973,0.2670480266064005,0.28221399885426485
35.18083140776543,53.81684481278778,-61.088714463374515,Not Sold,129.09382067142963,1.3988241538164319,49.38968618798638,-1.293186371837355,-5.365032274292849,-148.17677512988652,-0.9062649684180542,-78.72910735331735,-82.43455297016014,-86.12369031521617,Sedan,19.44669427834855,5.121217481253038,163.9084467928021,-145.03666137506707,-0.3370321742311385,-1.17485206312374,0.3182434027249427
85.08707994748724,38.371220740716296,-121.39835056827543,Not Sold,27.372715438538332,-0.404326615742093,-107.33371623240824,1.998446847383074,15.169793737780699,80.9485805440939,-1.260062674466078,-62.54428331191866,-41.0725050089771,40.134615897574925,Truck,-11.478676984538328,136.74071572397887,125.92488642310727,-19.515418307087053,0.5134163297881121,1.2762820347839874,1.25618125783751
192.66253730374783,214.09888932045376,-57.79249575011007,Sold,51.17595574543184,-0.2426623507998007,69.35462038675583,0.2077366348077242,-215.01116748492453,-50.58835961972946,-1.3458595628981247,-4.260343706439032,162.52043661788724,11.944479629961963,Sedan,-62.04313115610244,-69.32139225421668,-90.3911699552911,133.24382127641138,1.944703665223114,1.28725190452703,0.6085417798653092
66.58387285437776,-200.3596590653431,16.93838646763581,Not Sold,-89.87091614521715,-0.6596634025760447,-79.14873441435309,0.2402279676068244,-88.67180237732775,24.663667606372822,2.8130749234031507,68.36143589204244,-50.3380749756035,-54.21767417095903,Truck,216.6132326655333,-141.39950014770076,87.37714025747417,-143.63691875524145,0.8952547883548957,1.1174997035462748,-1.864610276759453
94.90070010502937,-67.41213342190625,-15.601971142438975,Not Sold,-4.5382150159267525,-0.8920051472378437,83.29128857979828,-0.17669757695936258,15.234795037684442,-25.673695907245524,0.003711971517630207,-47.68311330494744,-8.428133141559005,5.3897219461117745,Truck,-175.56698105211373,41.33119585808401,10.225295504571354,-226.9243013620283,0.04473498455414859,0.6520128143465129,-1.7494961323926537
46.487055031934396,118.77389553576505,30.068992852711933,Not Sold,-101.0638760228051,0.10130396214082173,-60.36677195887813,1.9561364963687617,13.568980881691198,142.49050586806766,-1.0065411130945798,-110.17216604299371,-149.02337261356692,-146.25004873712243,SUV,108.46710580248346,-25.3437304420519,11.940192865832516,-16.90807588246626,0.3843798233560565,-0.4162310357338352,1.415668960220178
-162.67558811426284,43.62442973463872,29.708806357602334,Not Sold,91.7159288821231,-0.24567405783843205,-51.21580829512341,-1.365071790367242,-104.5491752508041,87.9232654981401,0.36311365042532795,-259.26523895037155,146.62401121120212,57.28354261467704,Sedan,100.80242591668384,140.6237753754696,-87.86722614038432,8.071525828800308,-0.791382688411885,-0.0284100199310389,-0.400311151727775
