engine_size,fuel_capacity,highway_mpg,width,warranty_miles,age,horsepower,wheel_base,price,curb_weight,depreciation,maintenance_cost,length,mileage,Car_Model_38,weight,fuel_efficiency,insurance_cost,Sale Status,height,city_mpg,warranty_years
0.17485140311026287,15.308370768660273,-10.141108073348045,0.14133508687621094,129.321858959183,-99.82813134170388,0.12487943408393493,-114.96266511196171,-88.12679105321303,-9.018192990669558,44.645855570459624,-92.61919676465095,0.9979278455588041,40.78682230403559,SUV,-4.369719070251402,-107.37160297697734,1.5605268791563784,Sold,-22.13045740157598,-16.992075392853604,0.5875191434509047
0.869060067993985,-196.11147561844356,53.90155291467812,-0.32795890344656575,90.94490435116967,-90.41108495495742,0.47674940961817364,-98.75475816343413,-20.86640334402314,17.685973371195963,-74.53018221966884,186.31347916007087,0.31296404713379594,314.2584669760216,Sedan,151.41055066028537,-2.4634874705522845,1.889660895365431,Not Sold,80.26311950213757,-50.84391277354905,0.7354315938029764
-0.538113846948683,-85.17515546153551,59.42865091324988,1.4421497219786696,-159.89607282308583,0.5406586773954689,0.8448007419719346,66.84505029775082,-21.177676061921566,-21.166376999358558,-69.81170301348834,61.37781905568055,1.8794151936253733,82.08176574802687,Truck,-45.20235039788962,-112.26243120079111,-0.9102411406184572,Sold,50.37251918100183,-53.45743002548402,0.6100067122261186
1.0367882365161076,31.36843331972535,59.98842469496625,0.8337142584941717,95.96057001629255,-25.27080056087936,-0.7374373327468653,-10.946875341111943,-148.78188073984765,27.200815015037094,55.67546479025811,-62.02588746142188,0.06127051883094847,-94.12731140357964,SUV,26.93533178827932,140.41891999558158,1.5858056920023624,Sold,-19.01641540225165,35.16652685271467,0.34252942080924453
-1.7014192824015064,-208.852151028578,83.33787205888166,-0.6261404907975406,9.114802351172779,29.0377136695069,-0.03985873807842259,132.8184151483883,35.70183776569849,50.17482187038216,-90.05539097299969,196.8486411988146,-0.20351152486539667,-160.103069510183,Sedan,33.53031243930665,84.84650726777531,0.1453192162105052,Not Sold,-68.46658753765621,52.0118993177155,0.08711968637192903
0.3718373014651592,63.70559239255596,-71.64363102069305,-1.6411681620332654,24.502507820658266,-113.00460907785548,2.018848502840536,182.62305390176442,54.40647121658792,67.64586389695016,58.216043805082585,-100.45317616791063,0.8209015788357408,-35.38584187276722,Truck,47.42991393014241,70.1820559437709,0.06132189067754745,Sold,-22.367067465744725,63.07122735756349,2.0233453360492577
0.9603981437722915,-96.67466116088018,95.72828822785485,1.6823557619354157,22.97057968409518,52.009440583890765,-0.07334912346137845,68.76740017015564,-123.36667761505299,-8.77102982044868,95.18831548761175,-108.16374634412955,-0.2580782558342438,57.78648047544529,SUV,122.30927418825755,7.108710276672246,0.6472767665506647,Sold,,-157.92218046811342,0.229688052725894
1.2893469328384628,33.89605142410517,-213.51950483148383,1.1682466560151852,134.85494689604926,-12.112332157619585,0.1881472845088733,-49.517269917444715,64.46726281707772,23.631157953276553,30.431954806827914,171.37448519593917,0.7671079044078896,-20.799193578946205,Truck,107.37620075667343,35.786996747666464,-1.1959978766430206,Sold,-195.48079444963358,36.20148568637903,1.8627879478787064
2.3030463031224904,-44.02595762813091,-44.100082255339665,-0.2480204673789302,-76.2942877270152,148.98186787106096,1.6194355632697397,-159.34903180298804,74.00621374714355,-18.076875505186624,-117.26050018118927,98.60192023057618,-0.013369672061347588,26.394931776686185,SUV,100.25554409558592,129.23816657037784,-1.0143551392703194,Not Sold,-44.979136501907625,-51.56103482566504,0.7879940145690838
0.23277514686410017,-71.80909965728908,203.02422291235587,0.38095758377599576,27.903840241721493,2.11519401684454,-0.4769340290034138,103.28991772963919,-9.036635375673479,85.57705927678242,-143.78419625799407,-136.31603233731593,0.0005053493620373822,17.837009417623573,Sedan,-41.991500065034685,-19.63286066639822,-0.48884488200411785,Not Sold,51.43386131343175,-11.378055552274263,0.42850347819515217
