engine_size,mileage,highway_mpg,curb_weight,fuel_efficiency,width,city_mpg,maintenance_cost,price,depreciation,warranty_years,fuel_capacity,Car_Model_21,insurance_cost,warranty_miles,weight,age,length,height,Sale Status,wheel_base,horsepower
-97.05489199883891,-206.48456228999828,0.007304762651052454,-106.98902141887439,-181.60283402928684,0.9744888958301672,2.1125704521421884,156.506247773755,-0.7727251744348702,-63.13999467366863,-28.757727676522542,-101.13350336290692,Sedan,0.14893869369332663,-174.38848220996866,-114.07902988210354,7.595691235318795,-59.23209836448816,82.64092950080469,Sold,209.70749921779722,-1.3239620228124496
136.91440667406835,137.10001793411755,-0.3001946435445252,-36.704605369921886,0.44324283259616476,0.26871761504841873,-1.2283852693614457,-38.05412718762995,1.773902004026592,37.34401221759794,-1.9428738805264179,96.43365312571834,SUV,-0.6859462328772623,-30.763564427477384,-55.783816849376066,-227.8472308910898,174.39719072712597,-103.66450505526174,Sold,-15.436897778214774,1.565021107751306
-125.34304561480161,220.05378939904986,0.4732974072756996,100.5031224603135,-80.34922830626637,2.1807045396884974,-0.15105148399938895,-41.20908666868569,1.0676876051894284,-115.15605457665552,198.33537508459312,-46.52571193951031,Truck,0.38125014746793306,31.857702804980953,-204.71214561950637,-76.42965284237134,33.33144786031813,-219.9909145157243,Sold,-63.128711776074866,-1.0872927239933796
180.67255903626116,117.58362163501302,1.0022284688259784,42.11176114132431,23.973001216062816,-0.6531549517330171,-0.005369662914403079,20.234275120950983,0.6528781151039186,60.83784758081816,29.51786894778416,-24.9229160375109,Truck,0.16389883534227465,-134.81971204502835,-131.8632607653043,-63.72259536176345,22.384959339796783,-74.27128582348138,Not Sold,197.97053734150086,1.4774522457874504
0.46933025650425003,85.04747110781422,0.5270573343110732,-43.323337459352054,39.241493722194825,1.9887250007643715,-0.26187242347987116,15.372358741221564,1.9305860243201889,182.76131363189006,88.68461182748611,78.71312706370632,Truck,1.3485729730115321,40.2830301382733,56.66277306551898,-44.445325931964106,205.44720124450268,-62.97383781763079,Sold,37.73429571312349,-0.28193556908069606
-54.17160645590246,118.32677583134044,-1.1945298718397537,-26.852191635683504,22.2872313445123,1.1486914554223606,-0.2922095859724019,-122.71008694934076,1.2425043234822775,-50.77442053946698,-14.843478783064745,39.61748670022372,Sedan,0.2943750708811048,149.1480670378495,77.6307415551034,28.623382357707943,-107.94669719182805,66.99860113476623,Sold,28.957341319209,0.16636821805508456
35.54037922069384,57.66040203894658,-0.30002181898617286,-36.321035932414944,-73.27922394194034,0.26636486218329736,-0.5014262223153467,-65.64485077279132,1.464797382181839,-119.71547350125753,106.48400257902824,-22.810114339561434,Truck,1.755047159900594,-75.72070823549821,-128.00202206426556,10.38477894778847,-26.722949082772367,3.3609035679322408,Sold,140.26030125365128,-0.3468333617914092
-102.74747497506121,-68.81887885402553,1.7539079560105921,-98.06818384905611,-22.247305147504235,0.9660322051814696,0.0675093685646954,104.43448761611332,-0.9306567584102593,-179.40408692108144,195.7965730595671,4.609137593319961,Truck,0.2274326334024985,6.348708467361995,86.25207810772618,1.4526294619052578,3.6062501234973405,-101.98880873869089,Not Sold,34.17361218777423,1.3911299576898342
-6.841411256983864,-132.39531332456406,1.332474287748846,62.997898055177124,71.56945093012503,0.1721315873534428,1.0556219714384016,83.45538600346968,-0.08475437470412162,18.319223742962727,-10.631839337615762,16.387335059235227,Sedan,0.6205184663958151,-161.0859542590151,-47.53398628931279,87.14800024010124,-126.44292358932991,-28.64388168628726,Sold,62.95229171743772,0.5987312778795396
28.369563194925636,35.932096182580715,0.7639576992055164,44.46843107831451,-212.56190411705762,0.17070210724618753,0.23314896906726615,-14.235317634850903,-0.09182982712947746,-25.357558396971136,-40.52111545593815,13.773795330321262,SUV,0.4277359133931779,-42.59944676949558,-65.26025306926002,-65.52863364391239,-19.06809142594166,-54.38973917218783,Not Sold,0.8765827845074983,-0.34298061772861604
175.41825282047574,-4.668491414637851,-0.007412762730148459,-63.20468146674413,-12.12667338438088,1.6093965794223386,-1.613200431114576,-106.1026264800188,0.06991707436542827,241.0574284789926,-201.50825997779762,-7.662005947530069,Truck,2.2401787335610233,-109.04940330327592,5.809554489072285,-97.69789414439832,17.55660204966999,-123.94642984311346,Sold,-87.47801954799466,0.44972770369843285
-170.81209980958783,-166.27262968403542,-2.659847901755298,-76.03514561632363,36.72814832858078,1.5752637810272976,0.5903328574454362,17.440226522239456,-0.572471951753946,42.10554146429059,-58.09669128067861,-7.562133011390861,SUV,1.0733383617084236,-32.966783048075385,35.67295878012239,58.7726385285965,120.10880281339347,-19.034977775358712,Sold,-141.0244492799463,-1.1160238132959557
-38.75868160083061,-14.7553237707273,-0.09953009372870425,-79.91460524721997,-118.04686626753566,0.619723957737956,1.4835630458129425,-107.64682577461282,0.619884741635964,47.05952498425989,-175.41909732995646,38.2306589351204,Sedan,1.6276146779768592,13.441163994038174,114.46052206469011,10.624307600299392,100.84282264938267,112.56193830574269,Sold,-26.130301661350774,0.7707890694620976
-35.30295896816719,49.13952611185815,1.0511583646264901,80.619782843514,25.136273563407656,0.359864650006763,0.8147022164870479,93.48295981628641,1.2100574724037005,23.880480112532794,24.462019422706323,-146.3955977369268,SUV,0.38755833638814996,-0.8103556870271904,80.16508725001552,-133.88351255956107,-25.250072170785167,3.367493373413466,Sold,-87.94189316441303,0.20360428954842585
-32.33787422104693,-191.23865312000953,-0.13865893466836288,137.50773538126467,58.1323075828593,1.2807536152687569,-0.40438934925459424,-49.417391702545636,0.6181971432418243,43.8800221011734,-114.91201137525286,100.32222972769765,Sedan,-0.09914616426877643,32.87735335013857,-101.76700027001043,-86.95863093336587,76.44253365281499,13.132249705286664,Sold,29.980377370473633,1.5165602324460106
-151.49917920265682,-3.0490607679482586,-0.7238088760343111,41.22566202754222,58.80822585740667,0.8770220988602593,0.42800859842912786,-32.209736030285974,0.7265932776293661,-2.8979663133964713,-33.95235469557737,9.393217408901501,Truck,-0.8886284502820048,-48.70391705113566,76.47648915650757,19.920870043994714,-50.56620751222833,46.4491673649828,Sold,-87.86928886626777,0.4105233960870352
