fuel_efficiency,price,width,horsepower,wheel_base,curb_weight,Car_Model_59,height,weight,insurance_cost,fuel_capacity,mileage,maintenance_cost,Sale Status,age,warranty_years,city_mpg,engine_size,length,warranty_miles,depreciation,highway_mpg
0.02517321104090775,-17.28008406854602,126.69162112442893,-110.131958184106,0.328536007655345,-88.93414942745008,Truck,63.097103382796426,0.9729917297667645,108.21829536232951,0.6969429018780074,22.89169961992723,194.82223221028153,Sold,3.1490785817647193,179.13313946185193,-1.2061080755217095,2.5118890182329037,203.65509819174247,-226.03740058720157,92.40782869885807,-17.721510341033834
-0.06745006760982146,96.26315052389421,305.40178973544414,80.1494941854928,-0.506529412712385,59.985287756448216,SUV,-203.97362253597146,-1.055265163178704,-64.9622509664977,0.40709403024296875,297.3563205204065,31.743559737586125,Not Sold,-24.49429069348992,211.88231548798888,-1.0159424859414738,2.159360301777868,34.71235762351837,147.7053568546002,-17.64389565239025,-279.9998782981493
1.2972623215291677,171.66606941594694,59.59732078018393,-65.52323098598708,-0.5620890231558184,-62.028400143209026,SUV,104.72162321280985,-0.25230761421341164,-61.839546223076866,-1.5873120433790109,-77.51330189280662,-203.54132105669947,Sold,-106.63718824089298,-89.05979072993131,0.5109890555919908,0.6348851231552748,79.97374440169926,16.373117092740955,-72.75593068747811,-15.589033370766057
-0.06099086807575593,103.523794447614,60.28318966360767,125.36831993329633,0.41657362416874316,34.930940178643574,SUV,87.36966979649549,0.25219860943991956,-88.92824069214387,0.3675681376973115,-108.14939859641699,-62.008182967831026,Sold,-70.45203296970563,43.76798581516675,-0.04826963528674899,-0.3863798727706731,-29.60580976531002,-60.49302309853935,-52.281956710257035,40.00320758381279
1.615951697547156,51.923576588518536,-129.66999977424638,90.05874436517874,0.4677240104141615,-3.494343684969916,Truck,-60.67827359690556,-1.0294244553615968,50.54285570532584,0.4274298747297684,5.740633983682564,-51.89402914251,Sold,-91.24179204746663,-74.25971181092721,2.1195228736867167,-0.18568325877886127,-223.12677197239844,-210.43002724755496,10.35294019118044,171.29909949855107
-1.530365350406053,-20.811370782324158,-54.516121945127026,-85.82964752853817,1.133229303790279,50.87305330246108,Sedan,-191.85660088451968,1.1057378126592503,-149.100799336284,-0.4147022515625657,-223.1254186267695,178.6231017744449,Not Sold,64.16420406714536,8.396291835073573,0.1859255378490132,0.527955503852274,85.3396268622419,3.1716480810506367,41.64896699978689,-21.640386159144395
1.6385851643713982,-35.88650929554363,-80.9870758953135,82.93704341622606,-0.30866556453670846,-35.355461116688566,Sedan,-13.707287688926218,-0.13561809803858216,-55.95137831601383,0.6793308896241512,19.2158941170974,47.50617014585635,Sold,66.02489137489445,-92.58940027606673,2.171781611083814,0.6468371737241904,135.35848231390693,-61.49759612861105,21.849566595594418,147.43315273165084
0.6806015107235668,16.24430485316885,-225.98451087973334,63.19200049739467,0.3305933207182041,-68.00791697329315,Truck,-134.67318388011677,-0.44699373013538113,4.278535011248625,1.0827412174549542,-174.70641644090765,-118.48721268257354,Sold,-126.67728223822601,56.01417178919726,-0.1091587186167372,-0.2249584786637291,148.57466818550282,-47.34490718518879,39.507991344254684,6.8063317242064505
-0.6373806485927416,-60.543031316947726,-74.91564468292378,-162.48234461791188,0.507362058483703,-89.04114680173507,SUV,-139.76792722753984,0.14553883068739493,-21.58475827518334,1.4093225434002046,54.652703738688615,91.8314450285631,Not Sold,-73.60974013345758,81.9033075061085,0.23378232231819968,0.014471682287378204,-94.7649645179597,74.28903350122823,174.03061999629713,32.44473316890474
0.6558215757864776,-146.5994743749286,335.09909303307694,70.1856683980044,-0.14648012027696555,-91.20507745037257,SUV,-17.58041031523242,-0.14638970740835155,104.49823712191215,0.670936807948453,-40.718485152013166,-44.27414123630887,Sold,-146.82509654319105,-76.98918030247631,-0.021295196305793573,0.5468920164779638,106.79477215941246,-13.796714939304005,-114.61618556269171,-129.31774219991829
