width,curb_weight,Car_Model_8,fuel_capacity,fuel_efficiency,maintenance_cost,length,Sale Status,horsepower,wheel_base,city_mpg,warranty_years,highway_mpg,engine_size,age,height,insurance_cost,price,mileage,weight,depreciation,warranty_miles
-60.40601221509607,-1.1478500728073089,Sedan,-0.5135325531144314,-13.057184851786202,-0.2454109795512402,-180.84395136316692,Not Sold,-0.8455124275650752,-14.428913113816174,-0.03074025947207347,6.556163834801248,20.321855332718997,-92.39551148014976,190.80047884176713,178.28219769100298,-8.020639998146793,1.3071286107595697,-170.21857733350342,-39.79551412259102,-157.3424273838138,183.64868757684835
-78.53985085073465,0.9145968817126703,SUV,0.06239323953320641,119.30579437392998,0.11788677417526056,-62.948319787228954,Sold,0.5333494555154268,-149.61979080780202,0.2236586222932817,-75.28394753018316,-112.65553903360654,-99.83725072923444,-82.73197514640927,16.475055766662575,-104.5924784665216,2.2403892901152904,-104.286733638841,-74.70813346560595,-202.7335008756345,-113.03628040587073
89.75492529973673,1.5677617480577997,SUV,0.8177484675573558,-2.672921361971124,-0.535037715122346,-63.12574352389802,Not Sold,-1.5061979570604562,-62.94224976343116,-0.15181153304496467,-51.42975372697502,-108.2418205154269,49.31135748664684,-139.71562557774516,-16.73072687198218,-73.10755334108813,0.3370320989183052,204.7809884310836,79.17465790001388,-2.1703602829094413,-172.59030008173016
-61.138557867501554,-2.2027187798015437,Sedan,-0.7933841107319078,44.443580417693674,1.0393942884959522,81.25188857992697,Not Sold,0.7818019455715122,-12.570226809867899,0.6287412269897907,58.02254911945105,55.74073875106432,-20.960247321544596,-19.69636315766724,98.23657594169657,0.2644191438324033,2.4601935247638553,-38.7695589136621,220.29997136108648,-116.14642837550338,42.91345478921738
-42.04429315447034,-1.261627611948749,Sedan,0.8632995962323288,280.79348388358346,0.543413410411332,68.26046660705212,Not Sold,-0.5150779167791277,-75.03175368417575,0.34394565689637335,93.67659205049068,236.05912548452608,-141.4594415402649,39.876244081807165,-149.24055218188354,-156.4431711472638,1.599502689473176,55.40311207553512,-9.836359022099787,126.87074630984658,-110.47684305800658
96.4898232331082,1.6423981024861096,Sedan,1.3370847869949118,-63.94678699640265,0.49700652441854304,-138.77065342119297,Sold,-0.461928628310013,92.01715214888532,1.3036863454608059,64.68671284095151,-6.9115421016496095,80.32628071319115,-15.01718101604855,-104.82522327888178,12.722292682149192,0.23481910893066915,16.237654276368296,174.5719399827078,40.104670717074896,22.824811492919768
78.77406908619005,-1.1094710124079865,Sedan,0.4470152453497588,25.678230710079614,1.6506065596918726,106.38598581552212,Sold,1.7981147508878912,-21.504994058378305,3.161023718252502,-26.005972739796707,-64.2911046292085,-78.04636629497446,44.99244489869008,-182.7164316394833,-56.27773250927084,0.48544204006363934,-183.79262579945802,-73.28683535992752,-36.943599173580125,82.82704001172137
3.332356674323606,1.5512827311901793,Sedan,0.5418894419479886,100.77606429348982,0.8915226710872303,-18.571347997844924,Sold,0.14150266795651423,-64.32104195051787,1.8292517933738408,-131.6702291004818,29.454039925653575,-136.33981559426297,146.60989636024496,-127.4780949998642,62.8441475978166,1.09188585861124,69.11084024638508,169.30302622977558,224.82046548121653,-126.09943531899202
-37.74175801623711,1.2644410545361682,SUV,1.1880913392930932,44.63146609723579,-2.38374461339257,-24.91341129172374,Sold,-0.026159180128381254,-57.395239057291214,1.7029535738092414,132.44908967926654,82.46000920338754,-103.83181711196418,-7.151501156325378,22.12159244961559,-219.8052543404001,0.7481173097924193,-224.39840863371393,-49.57036779555146,-29.34844325351959,111.33017886795544
-292.200885157571,2.4521246851575715,Truck,0.9234466406584926,86.80966577865351,-0.8251433475488833,-137.18434461217325,Not Sold,0.4547442348460746,-75.53302975257489,1.8295705598970469,-64.11157613326193,3.5467288916542876,-21.549082015613546,-77.28102225280787,-67.06747183344895,-214.00319632706254,-0.5393942783288551,-87.93473023598196,24.906684303230737,8.051132934948143,-132.40140839211094
203.1689129476956,-0.24027880250227607,SUV,-0.2805850660488552,50.10488435902367,0.3137204174106569,3.8686032732667353,Not Sold,-0.002007650596279589,-109.00749693468032,-2.0969480768364868,-242.45372343911947,-43.55068484903964,93.75815639343324,-81.22349923881904,130.40595139414916,-159.27208273547194,-0.6008224783734915,-40.71704105756705,-130.44231753527157,98.7451292524907,-13.585178615949845
53.91597428083338,0.20490447836500703,Truck,0.8073512953423618,35.49678563392467,-0.8658489061186476,-19.14830936631608,Sold,1.6905746755315303,39.30807857658321,-2.146592543079717,-50.21909417085537,28.96002465001671,133.76160985804933,173.7712615301865,-168.38574016276158,215.86211230584902,-0.25544028606257485,-31.632548786665165,-106.99927025862269,-13.399323837418558,-103.58905156844868
-5.394126100135324,0.3476385838208507,Sedan,0.7888705177543363,53.15901132114163,0.4541209137425511,9.124019024870172,Sold,0.41689190602309334,-28.533115945908005,-1.5021952205620162,-87.84701431130749,-88.26960664476702,-240.16877647942093,-151.849175163587,148.17957468511116,-3.5673467823610188,0.9759917077242619,-162.70194023725907,-47.023652949246696,-68.48353729069214,-42.778342368867975
-8.008252086224111,-0.2843893955671155,SUV,-1.517029461429309,-47.04671175996959,0.7659631494621587,20.96932642781144,Not Sold,-0.7262764524925974,-128.47639678882996,-0.9396502879675469,-177.13482971024567,-11.414892505867053,48.457311001064916,-96.77426864752962,-115.92984052676603,-174.4562360200923,0.4338361765220796,13.183549680252613,64.59628420539464,-56.95279641994326,120.38254215609825
-123.14407912042624,-0.8617940590923221,SUV,0.5777170962250272,0.8061545746279063,-0.562958688619335,-24.40729764528611,Sold,-0.01650973772367026,-14.740920142427413,3.772219258526081,79.09659605270551,106.3643655205357,-20.6735913274925,-30.96615876779279,-4.375600908339891,158.6183312618094,-0.6294470762290332,-56.31992640696034,-56.959053787939716,14.61186453647131,65.8432047945957
54.02905453135855,1.518710659820428,Truck,-1.3996678671235177,-140.9416967415132,1.224143065975169,8.276577786108799,Sold,-0.06464772222648485,2.108481909273672,-0.33316676551178437,90.03554915860887,125.7414679826636,-25.454434490942518,-111.08272088362526,-33.93490928331715,11.526743702743932,-1.6083099627485056,-7.925789655242788,-40.69316076841205,-169.6724425322976,206.48465764131697
-6.780331365514365,0.03831442371628935,SUV,0.028167526866083648,100.47480025721775,0.2809877753269179,-35.70169201220044,Sold,1.534832072871153,27.403157464228666,0.5357697546664915,18.367243016232294,33.843120372707666,63.03906936605183,1.63267169629394,-60.49580481343314,-27.84072139938749,-0.4116952471620863,131.2273587703237,-138.37105669215347,43.97007556668296,28.150946592634078
-92.75579710294973,1.2302168444227375,SUV,1.518483632916814,45.56236670279321,-1.794260453473954,-160.77177730313235,Sold,2.091941437290755,14.454057159991901,-1.340632197623628,52.1407508049508,124.10443699029727,-120.01863451110324,68.76724476547304,-53.14567953711378,-54.06027041820198,-1.4991527253013646,10.674913695385923,-40.34467131735099,-54.405905685936276,23.891167521992433
-127.95098603266848,0.05654530708491914,Sedan,1.6000771390976114,16.009756789871414,-0.8825257275332344,163.9990876500561,Not Sold,1.6616097994786245,-23.878457511929508,0.15689749752677007,-97.34960490146089,-51.728894789263435,29.44267030839821,26.123637423172546,-15.532879916344783,168.3444115359294,0.5663149187294763,-94.4535760724955,79.1317089426157,25.371912920118174,95.21004010670961
-87.06139111755378,-1.0375428326774103,SUV,-0.4936605645321245,-12.451675892460216,0.5981373330075191,-119.80452872544156,Not Sold,-1.9568355068009071,-24.861133798974862,-1.1537783330997138,-43.50304075772943,-85.52494259513132,93.38995465444218,2.780344746910055,92.57122402283848,-129.98770346492654,-0.24582479995882106,-14.323623372265034,-129.56865296754907,105.45779584118979,-61.378158280456944
23.171446856175216,1.4942234075487209,SUV,-0.0712044713670058,78.18877415438202,0.7844742095193611,-209.94551335852955,Sold,-0.621520804810566,4.621630955995528,1.3490440524910372,-70.53794200474834,67.7305869359008,-45.246830514804785,-14.245589888871063,5.547048144774465,-34.94338705673497,0.0996863509988411,86.74403017861299,-87.95862195573527,-86.66979354931537,-28.74429823340609
-100.70572055799092,0.06193671787061039,Sedan,-1.3277900981046122,-48.85765752710521,1.2361630963062706,33.95937965462454,Sold,0.5636625811020314,33.94649042676236,-0.2737770928603678,6.07092045824002,0.32074040921052044,0.6422391673552347,-108.77249764693111,-70.41090887645927,119.36461399432339,0.18192943630382774,-44.16285860569014,-122.76270513746792,-53.35554367609561,-41.70822463156867
-8.48125561545088,0.5558234909782361,Truck,0.5189870008514098,89.41954233207447,-0.8120050391212413,61.08095160377622,Not Sold,-0.6792114607731335,17.76036068429228,0.4711231632100292,-33.81079135670118,93.47043688371822,-79.44597278564912,-62.063562701145806,159.8307285477366,113.12979762961119,-0.4604425526734473,96.03805360182267,80.85329150050252,-149.63898732987354,-158.83389508981594
16.767113339067574,-0.7625475180251924,Sedan,1.8061359235443435,225.91987781793455,-0.3972117649051057,44.761931421123094,Sold,1.5921269341537747,215.5396845627505,2.03586575757603,-84.47775331361066,91.61068448908122,-40.894463235383924,56.622857424784215,-175.45693111853043,-160.70303794292,0.6278722002691457,-75.24340011798843,-40.49005209635862,18.85363268765401,-169.16623873782692
138.08658132165405,-0.7406950023735575,Sedan,-0.5402103988063607,-70.8234000846659,1.8412024179410567,-114.28879161006395,Not Sold,0.1545436606947944,-56.03959392171597,1.4363233447701733,41.98027761623682,-26.455052812971225,-59.35706275998642,-51.664674206729664,109.3266843188976,3.883256038313964,-1.020638644451354,-21.49326538757273,45.553245749501464,84.66946319567829,-47.82900336451966
