curb_weight,price,Car_Model_26,fuel_efficiency,wheel_base,warranty_years,horsepower,age,Sale Status,depreciation,height,fuel_capacity,width,insurance_cost,length,maintenance_cost,mileage,warranty_miles,highway_mpg,city_mpg,engine_size,weight
-5.681862745172053,-0.6957846998851769,SUV,44.14307939080337,0.11993326734184828,86.25906258987308,2.2168138594572993,-64.92149343549717,Sold,-117.74289591210332,119.27534170746554,-158.21825204748157,-62.815436116921184,142.90235526302047,-10.84162673289191,-0.7999186077440847,0.45027791435772174,-51.8833964791951,99.7147898389742,-103.85962176467056,0.2392021973278789,82.48995119986076
223.71876967204193,0.8690695662210013,Truck,80.06196968538146,0.5258949585824433,63.97001271969002,-1.1172693504838407,-20.673504498929354,Not Sold,-123.74481947895264,2.8290604165000284,1.3979971926295967,67.3906043257808,118.48894629510454,-14.978372549690977,-1.7000449702991123,-1.8271350355550355,176.85095590993686,177.68947884424412,-49.238134593006386,0.926336912745321,-61.56957546053397
136.19478130605594,0.46928231188307457,SUV,-13.917608480651078,-1.2294695895073373,78.65919563629906,0.46285792009423765,-89.6558399465353,Not Sold,-169.19882933439249,118.09103079761137,-103.24615088137253,76.41312734642408,141.4334770602498,67.80951335929831,2.225987595281227,0.11522264862080196,79.98967888678604,68.44403655407608,-7.391913491796238,0.20083196546492676,-69.4825973719882
-79.80625817787183,-0.4426939930871662,Sedan,13.470796147657694,-0.7127940763843768,104.72544361469771,-0.24922850261230117,23.30000253118181,Not Sold,-91.28647733412258,132.7734231273205,-104.80256340906267,-130.669332497248,-18.236405930072458,-94.76598659146941,-0.8671196305891024,0.5963105666006427,-14.462860349728404,-20.379510412090333,51.136323409871686,-1.186522975968399,-24.01329370500136
16.593992095866028,0.28439712783200277,Truck,-17.42116232071207,1.2403095310839873,3.5947679918779283,1.0147971847959756,198.7915847814417,Sold,74.0622664112303,106.5313575839758,100.48988631273265,-110.86193994761393,144.59724321309812,185.8265968238994,0.7226133468551655,1.4941948611801454,31.480256866924357,36.980133469904786,-3.7105739411271452,1.7006183438986358,-12.502554557705789
166.2757654217891,-0.3671989186364726,Truck,75.2188913218786,-0.5529997762550602,-115.71733096146292,0.6948812291037781,93.66890236101769,Not Sold,-46.02051237666702,-25.04072741545586,26.958225878503328,-92.48268059210788,-56.92092257417512,-15.501447673655807,0.554294586152992,-0.29276483193228625,9.026836463309627,-38.82202608728783,26.50162223647416,0.7743842608665088,180.92428266441814
-33.041038148427035,1.5383771497635923,Sedan,-5.818534759086116,2.5359331623957213,85.7387657629292,-0.38624387156624684,133.40978706788553,Sold,106.09002407670609,-114.30421954917097,-38.494205045625854,-215.49208742502367,-130.12874199004818,19.08677858029121,0.5838402962961694,0.48638859740615215,100.67715569114262,90.63551159503945,-127.86573057903101,0.8558347942085125,51.822455738682685
-236.10051090049447,0.84061475490812,Sedan,89.26496162574328,0.17744319567746517,148.18981659086072,-0.34290412873478077,-59.38434691211586,Not Sold,-69.14063783730766,106.55578663120286,75.37895537137248,11.747672759235837,-42.86082668959632,71.69891174767533,0.9724143633697812,-0.4747423092648356,78.21871223934811,-46.68082918915596,-46.139965716007524,-1.026992103099985,269.24886002353946
102.27942361509253,-1.002135254690048,Sedan,24.710662728945444,0.9506425454840427,190.80887340925634,0.3279262149372499,-94.73308647058695,Not Sold,-158.90133795091725,17.520536919367537,44.67523018501176,112.54919893238717,-1.925844243920289,-42.44294333776283,-0.8374352858312726,-0.9910058317829784,31.211667812572024,82.11864832394997,-99.69857547332295,-0.7365112939794881,81.59957551179656
37.82905260158449,0.4287265128841112,Sedan,-136.1737074057645,0.6804121279390566,9.212828516695664,-1.5630056767032883,-157.72132494646698,Not Sold,-44.54259511927631,-67.24331260198242,-125.15463566791907,-141.36690350403273,-179.4395069393368,-65.2871364292675,0.21771873477715073,-0.09497554120851344,-163.33220736068952,181.28161271476958,-98.44628620392135,0.6089443754498696,-56.29442512388435
-34.84036023137265,1.7955802774504084,SUV,-0.04683606352705827,2.033382712578481,-155.471845016383,0.4844700993609243,-62.583570725725835,Sold,34.910131213933596,156.07896106205504,107.33151059019295,-29.828529440996743,-87.60052368860347,68.35109147928901,0.4645279414586089,0.20455191708103493,-87.65060653066753,67.65244180779449,-131.51066827672605,2.233817918958999,-62.23373274285353
14.323789657134691,0.03393400844351313,SUV,89.36088541708749,1.030086990005905,-45.0858469706935,-0.18627067539581976,-91.36128673018014,Sold,149.45912311660115,-19.986213265339618,-70.84284071768353,58.282587970778636,-175.79177648313376,118.10007259421845,1.7112934462004075,-1.338497884828101,25.77063021419983,130.05727575384518,-144.3857786269796,-0.28341444585500764,123.69429188168579
138.19824100110395,1.0503361003645073,Sedan,3.5425939112722684,-0.6253878721259947,181.342578796333,0.1376385033356147,-69.04618721531676,Not Sold,-127.95672479116898,-22.870285229938244,115.69848274237708,11.157807902288498,14.785091443351744,-126.54898411110989,-1.55999147911885,0.09437371928086688,-8.788349987754755,92.53841787925279,14.617130522545088,-1.3152815224041328,88.87894413163718
-222.59220283529274,1.8322247710109072,Sedan,85.46625612131061,0.20995933694355284,-43.1884736466179,0.4595279565082201,-199.679831028436,Not Sold,-73.14527361024038,-192.83719001083773,94.97803509188915,-77.49879306966253,10.35175393968176,-138.8405511880485,0.13248279311568806,0.6769063545066147,130.52499816469614,-12.186885148450225,13.372852684810162,-0.296167308005313,121.26671272181643
17.721234677373243,0.8423038159718979,Sedan,53.99606628898705,0.34075901324715197,-25.394413904045322,1.0050977526016318,261.46595483157256,Not Sold,-34.194088484757835,-4.078800342326154,-5.597595680433267,-116.9533730392474,13.67803248353712,133.20340750179378,0.8732125337945258,0.2556746604273501,154.69171711344916,-107.46267827753118,128.02146165850903,-1.2646068011665577,-22.720395436314494
-60.339310896167255,1.3183482094298928,SUV,-102.81079827282808,0.24224063497663628,-40.151232740668725,1.7880018472726156,108.73847358271836,Sold,-122.19158759208504,210.9991137060931,-63.14014268401188,1.8635219026308196,-113.19577520955345,-109.74487420354752,-1.0697412294131519,-0.16345043560802908,-175.65280353855653,32.037289726931064,29.35112647892497,0.3265733694425741,58.36849980024938
7.113989834511529,0.5138735685465278,Sedan,-152.9012164309866,-0.5119230579924017,-12.849799894605942,0.3809128177625701,-93.8025336392394,Sold,104.79041072359539,33.3035037086185,22.88067595621575,39.5712880791492,-41.21283388978867,-31.18946786942955,1.5307581668062953,-0.6789047684271148,-64.56554262322763,-159.88158560013767,-98.08376366395815,1.2028278669865275,-127.98131328695888
-26.54396207043136,-0.002139039196227155,Truck,19.635764732046066,0.2939215338528248,80.6073660996637,0.21229341900171844,31.25250986802719,Sold,111.42559230581199,-91.23104977363792,33.204884085756646,-42.371154953040104,73.1955840047293,-28.769412767265763,0.41086935958084353,1.788250680364368,106.88656625794107,-64.91469364626687,-87.37841227814785,0.5265409513369318,-208.6138659382788
-66.58674442844877,0.11260640235937935,Truck,61.411056850116864,1.4143350920930058,87.97795656199834,-0.643282555646048,22.735806146065748,Sold,-69.95754085398727,-56.33450040411084,195.50942920106053,0.9040221742328683,-83.39886568165174,-117.60285065673206,2.1552358007498507,0.25715685382252945,-26.912080405754025,130.7041961326893,119.13348159749401,-0.25996144377461894,-220.30207478509055
