Car_Model_5,engine_size,mileage,Sale Status,length,fuel_efficiency,warranty_miles,city_mpg,fuel_capacity,highway_mpg,insurance_cost,depreciation,warranty_years,curb_weight,price,maintenance_cost,width,horsepower,age,height,weight,wheel_base
SUV,-34.24274171311774,-240.44305332818254,Sold,-0.22347490747125298,-0.22375021944291074,49.58908505872323,30.242424353387605,-103.00933909446759,25.16362244343846,49.54809379679725,154.00286324937633,9.604565295636215,-51.19560640395879,8.871404325335524,1.029466865992426,54.85702390509655,1.2432367651427891,-0.5198030921343699,85.00548533953261,-24.304127829298462,1.2644548183968314
Sedan,-221.10398871121103,-120.36648290634973,Not Sold,0.17375976769335794,2.1439711908041774,-92.78539598438302,48.6438583179486,-182.5437240334375,100.41516202262007,229.19399459870942,23.539651484123663,118.7590763712949,89.04667073061631,100.25826126242494,1.8571610175899647,11.91982273696777,0.25387106603539344,2.3347733344942827,2.9209890031997934,-67.82972254563218,-0.23753979476109482
Sedan,-45.427975357094944,-127.49891178775164,Not Sold,-0.254840223356464,0.7295110549349014,-204.0286433747023,127.69890484495548,94.33822001022466,179.79437365940632,102.73022903102299,39.85604684099897,-157.67264016481133,15.745314007608144,-64.17571558730366,0.7521313853969072,33.936814254567324,0.05239637593640492,1.2306271179194714,-53.88528926929369,99.50366991404599,0.7824880586666193
Truck,2.015571422388134,48.27621286689178,Sold,0.7668740116292064,1.5854405733382728,-32.93114004929807,-20.760772484186642,-33.0760738914133,-34.79692088257554,72.4625593809813,-261.76975899432347,98.74060115342989,-57.47443706799524,-117.24308052020554,2.0521790816970507,55.745108385177275,0.47021552839071185,-0.313872704962597,-129.389348623972,61.82794492267421,-0.4567333295439786
Sedan,141.74990495803928,-12.77548966416268,Sold,-1.7101040059971546,1.0609699736933003,64.7671150385686,9.72049394360166,134.19482283265572,-114.94988452994666,44.44179461969317,-205.61645785664956,-48.70234305550799,-84.50805712420376,-242.06075693042496,0.42491471465251374,-59.810020104177276,0.7889795487823317,1.7715908509901401,-71.5336575089213,5.073203961082121,0.38817415894551716
Sedan,-90.27810569489037,-121.02283104402645,Not Sold,-1.1580517286569938,-0.07776719607973615,-110.99802003915578,-40.27755286779572,34.51277785462693,-121.46182040296006,-89.00097887505488,21.98079563868355,-65.85721448559951,-98.63690537547257,-191.2923484550528,-1.1241512887011227,-48.644349088210085,-0.27542719546256966,-1.253218944484268,128.4488702125625,-16.928715663446113,-0.4793118092535214
Sedan,0.7893505787279785,140.27160144463087,Sold,-0.40825233423593277,2.1646388229978877,3.5293754377894864,-59.48657565892751,44.21255062788595,-68.0103244740437,214.9467210025284,14.125645497055014,192.8173291385457,59.9206506715976,140.1382884563375,0.4892707226976552,-142.1553022396624,2.2394126918453567,-0.6084477281989005,110.34678562212,-37.303239552392384,0.7254470162944406
Truck,-71.96526117000434,-126.23882423956847,Sold,1.4619768421676835,1.0192300662550453,127.01238401441857,31.80118760961046,161.8020764812254,-34.48680787849718,89.33928020442006,34.54952721810232,-9.235351626343968,62.414694226306935,207.9519235954916,0.4727767391021236,93.24777469452215,-0.9359739850163293,1.5763330307368408,-186.8439448256877,-21.062369061177673,0.976815613023376
SUV,6.523439642265115,-5.039031568694351,Sold,-0.3324758764312349,-0.44652411473775544,2.44947690049738,225.71150200236124,96.92510201508526,-5.823434573840246,-283.1058745513288,59.64800310347492,225.446647173966,-121.27746549821734,-210.24398271803358,1.0377168027993318,32.36984536349431,-0.25216083530595246,0.025604332499238658,-172.85421903999642,-50.41822669666548,0.146503441891618
Sedan,108.43143603745145,150.07972743566012,Not Sold,-0.1287872941564015,0.6842942580488287,26.793908374312863,71.19333327367153,-41.464606736816954,-83.0037461826908,-25.00598545287298,150.69882246367067,61.49524098426252,-7.733875076771211,15.31500083989249,-0.7033203885681782,-9.35745890239947,-1.0323372317864974,-0.8255382607725346,-144.5349419820517,35.41968298575947,-1.7392908757608507
Sedan,20.916343990509304,196.7035964963497,Sold,0.5023201845734515,-0.952439040156341,167.60523781967473,-5.223212883729743,-21.52324780650014,57.42812808296153,89.14839175811484,-30.420931970737534,-42.59564261426462,-92.83275110404635,130.4727854079052,-1.7157612977380268,-9.25503956589581,0.9187352491836491,0.23683457087004206,143.17321810584136,60.009798860585875,-0.669184931388467
Truck,22.92315587517883,122.86050751006832,Not Sold,-1.1418895151402044,-0.5075483788507034,-34.5304398138679,-107.05778684710639,166.22002781703657,19.589965287830676,90.17026185527514,22.72202857589934,-56.316018815130185,-10.68125578042193,25.2006667206473,-1.5292387547075121,-206.69531462772034,0.480951086166641,0.0803521845975536,-121.92288421205039,-37.579082657322765,0.17196032322993127
Sedan,-19.06797129810981,40.0095087381396,Sold,0.05840387287953197,2.3373668935327574,-14.555748231558733,45.50871433397297,146.50619032336155,-155.22201524768982,-85.98534520068982,-52.197075403401115,67.76381339768973,-207.60370051742782,152.03088652697858,-1.1113183597287286,-0.5063775519413144,0.6058682517055017,2.613750366925159,10.324188636359851,78.14825117100314,1.1921269912019603
SUV,4.485901915764353,83.56265110090455,Sold,1.1624793062296288,-0.20994257790267334,-169.5503450510592,-20.148931633189836,-235.2106759573606,-59.01261575450229,-68.40226639904105,-5.811721754529139,-44.00399813394803,113.74996703686658,126.15677348720664,0.12936483391457965,-6.996001332873663,-0.22666909110231803,-1.3093249352637042,73.0650986432902,16.89001440389106,1.179223816580293
SUV,47.49955964232451,-143.16452030589318,Not Sold,-0.1552930664191928,0.4440062099657417,35.69469917663211,57.728862085228315,49.05022884268141,-42.98832867648295,-76.79929704328198,,-25.474580815895976,-48.217535067423405,-29.263035617584045,-1.1438352067569437,76.14173210221567,-2.5604215130450023,0.851179634896144,86.75181913866481,-68.03208061315819,1.4150864994869343
Truck,-70.16090185059821,91.38220909421175,Not Sold,0.17134152720709428,-0.6654211512498058,15.85059563538849,-28.708597118980876,-27.351686598931398,-66.9075113109617,187.8371247291017,-35.73952058099513,29.434561657316422,-105.48457804987403,70.0556035357047,0.25494596216509186,147.85245384189534,0.05484298357622748,0.940830306780346,-71.93520875778982,-24.997694275717492,0.6520863640317922
Truck,26.616142302224823,-23.054065547181068,Not Sold,0.6013765752556004,2.093453993662306,-44.71614878711554,31.593568100626513,-100.58655848852958,83.37035336638831,144.80777767869816,-61.3187901120273,110.06007171719455,102.26830682128372,-136.64620019530875,-1.2693410748060425,-118.12452201453512,0.7902535589798101,1.0952837034043972,47.16636333853532,-63.29165731628371,-1.1519163968892403
Sedan,181.84239475540062,102.95324026278672,Sold,1.8100972655398113,1.1980721536974852,20.25759931465204,-13.552558192041007,-89.72942018447128,152.5268631964281,-69.28593403885316,-57.539112841387954,-76.41210609710961,-4.369388161591893,-125.80091590663662,0.37563691881921313,-157.93309087279297,0.6963676412461935,0.37723679108722086,-25.24493618085777,-206.0503170581314,0.9616740092815059
Truck,114.29871113642479,-108.17204181595001,Sold,1.399314105908052,-2.782901999005795,73.20059762624346,-23.120840917696988,-4.1585924805817385,34.338478713018525,175.41365600325466,-148.2285583291793,-85.80582056452066,-112.0328022258312,-108.92004177005845,1.4174362953591506,-94.02366100848954,-0.08872953600418276,0.14901436584534022,-42.75285930860912,167.57639426041166,1.769677993055436
SUV,23.88813880102844,-21.740603809671775,Not Sold,0.3848782532507626,0.4337882036034662,-33.522640954653916,-108.39233590145622,-186.45807695438,-114.91701040646703,31.585339426435137,-86.30374702501177,156.5954085094097,12.86570946946674,-243.19344866325707,1.5084501687091287,-27.59882642738071,0.6019876805680164,-0.11965384024997182,-38.84060623150858,23.503458772182338,0.6612261855977308
