city_mpg,warranty_years,length,width,depreciation,insurance_cost,maintenance_cost,height,mileage,fuel_capacity,engine_size,curb_weight,price,age,fuel_efficiency,highway_mpg,Car_Model_48,warranty_miles,wheel_base,Sale Status,weight,horsepower
162.81548545916564,0.37690181741728745,-82.04475896735339,-80.66131587607876,132.0419939930723,1.5278012382075503,34.831009323629814,-5.649016421129457,0.13546146181759844,96.31650567888705,-1.07550550962997,12.42559150106798,1.3830284452066066,-96.55838656950196,72.12824555355851,-2.440263924041449,SUV,-120.21324921113343,73.82529265262043,Sold,-136.19990826197278,0.367238110894785
-111.65097260325531,1.48491115691932,-35.8430701937875,-170.1488296233179,-44.61650350587926,0.2717100707187276,-21.348557898456814,26.361761859700668,0.9716966170646282,-56.96402057839275,-0.054454044406373976,153.36413910615653,0.5143457817669799,-206.02782498528646,-54.076530178516215,25.938929007555966,SUV,-193.18598106731662,190.5610554326262,Not Sold,131.30220034058897,1.7875311559648899
-237.55168385923358,-1.4005658028391366,-48.394707016693225,154.84010121820998,-8.529520212013345,1.7683660081329275,26.679496950930968,-142.71873281840084,-0.47827924947243755,-169.92910822104062,0.6150469987709396,-109.98970536812118,-1.5937784885031585,3.0575921243890094,32.47803211869093,-91.43878349416931,SUV,58.652266785795014,-180.51376623470537,Not Sold,-76.9924743301141,-1.8364454410751252
-29.253730341711215,0.07675429054570121,19.826334284150448,-96.34777523960452,73.5301401836219,0.8705644743912808,-160.5210946033218,5.743427809803884,1.40091336172279,-77.3718229819414,-0.030830211308702116,36.77935735755927,1.7572529167090065,76.31386903191377,-39.17988141514657,76.59823999046782,SUV,54.279337006246806,71.3098456563008,Sold,54.87107099839027,0.1846629805484623
15.688901242128212,-0.2866881781487136,114.8392252099714,-17.009518720875732,-118.27711579704436,-0.7890873279227846,-10.102710114045726,-146.36211671279213,-1.4634146812755382,28.21321251716159,-0.2362921650953108,77.73711950518292,-1.043858171824955,50.50086320137971,7.317551246494665,271.9440881443677,SUV,77.50552217286418,-152.73814922937615,Sold,26.52851936054767,1.4694392638475662
-126.13328959999342,-0.5838465148328984,-13.920125230018185,62.47564599432381,20.381240628065054,2.0027130602926437,67.19536892376298,-138.3979318559307,0.19011617466604985,-47.250392339153684,0.894757199574101,-56.18870645134801,-1.0198243448075694,64.00311038062078,22.96620069903957,-93.55690305835019,Sedan,-53.41787664082359,-62.53131692705238,Not Sold,129.45806402630362,-0.29654881590777155
53.20203687541946,0.29433286773800726,65.69165481483104,-23.45362504652548,-69.61685275464522,-0.25088731600308045,36.17885851570964,-230.3098156336561,1.1573429649027105,77.80021641470664,0.27508017700210224,-160.45719034892883,-0.5277622747038302,168.7855459636703,69.2183805759163,13.05773098854103,SUV,140.63530910215874,-37.54456428221498,Sold,91.67911681020716,0.6197510034162667
-13.636554309913812,-0.20264834214686864,105.78996338654369,152.7305756825773,-62.86005022497642,2.3198207508753743,122.92186146958267,-25.945570133331096,-1.2995431527126091,-134.84996954893361,0.2891756708181071,108.65296297105265,2.063581427898331,51.616862283867746,-133.77765625101864,44.907202741216274,SUV,-55.189370321869305,95.58033271823966,Not Sold,-139.85839353593065,0.46687586575544937
63.5584815232039,-0.6281848530439444,248.85294795690234,-40.64995702073717,-31.85996966141423,-0.34591463970116226,44.83923917576958,-66.77011234471291,0.3032150067509641,-26.689625145497597,-0.30594439430897374,-51.044752102941125,1.6285809746158981,-14.130233123160215,97.22796728750977,-2.0283034204591734,Sedan,157.9850923005508,83.26374999544164,Not Sold,-27.042063991645236,0.44026717887066746
89.41209145021412,0.4501474296312268,12.376932932118535,0.984433189142373,-22.458815444947675,1.729710522558023,29.25538195734601,-181.91952485086728,0.47390506244343067,12.030817134431809,0.8965520851052684,-111.68966801081122,2.067969679151583,-25.87514395470562,111.53673228619378,-218.75124061232705,Truck,10.539037070453276,-47.494438035293996,Sold,145.5800841794526,-0.651068211141131
