age,engine_size,warranty_miles,price,fuel_efficiency,mileage,depreciation,length,Car_Model_37,highway_mpg,warranty_years,wheel_base,horsepower,insurance_cost,curb_weight,height,city_mpg,weight,maintenance_cost,fuel_capacity,Sale Status,width
-153.81208769655362,-4.234811295939235,122.92061736668028,-44.742497116030044,0.7158925613292613,-139.31555883967326,107.5245670432463,63.2199960674447,SUV,-1.031829242355025,-0.08225385126542077,13.326709763181515,7.079801825182151,-34.51531672486435,-0.9881491979344107,-1.525675893150205,-73.70782958417792,142.9288520739822,-76.82009313980764,1.36035189505294,Not Sold,95.64621281882609
-124.3485994996045,59.02474753865533,201.46752135744478,-136.5337325297938,-1.1554186057925178,34.894628629497184,21.329340256793945,-58.261787057250956,SUV,0.367298087549768,-1.0486622435370199,11.26854334634429,-142.5717094890637,-75.35493361915032,-0.653373598129314,0.49062026874195763,-57.467075398804866,52.92285485613695,-11.432560724178614,0.5067201366817271,Not Sold,-22.078810287294186
215.97488007304113,-64.90690384905797,91.58931852028377,67.03245108872163,0.26803422462856885,219.2691110559129,1.9368218213744035,-36.56439538386274,SUV,-0.7480453766031872,-0.704361150753436,18.495475210820825,-44.43619637065122,-42.857195747184015,0.6657039043557158,0.7875722648828678,33.33139702660225,-122.40459880773493,-43.91794433586812,0.692054647890513,Sold,22.149562746912924
48.56053038882261,-243.32846175175615,110.13313610983411,-105.73491880184164,0.8651028342397283,-176.7421289135998,-77.2008633665003,-61.97334668408222,Sedan,0.08294835323620653,1.310709899230362,-40.692506949539705,89.52703805726271,79.02055503218986,0.765379957747922,1.2605714045525849,1.766209810627335,-52.62892728059153,-134.55749196992565,1.1960851067303588,Sold,-30.784224676182692
43.2256168173772,-52.86039343335081,-164.84393651629145,98.92509726053467,-0.6939508469146876,-95.69716400449771,-13.674716759138821,-73.69631561121656,Truck,1.0809741960460073,1.2005647446786831,244.15977350106485,-108.80673017170639,-69.59387447183474,1.7010887976120594,1.7433896077658302,-226.6893940186852,53.376019661511855,-81.84052374824503,-0.5371433226133981,Sold,-217.784657642792
45.20754313309839,-143.0456566084757,36.0219994453231,-22.55749289213938,-0.20757392877372724,-86.68647072198323,-35.02891557200048,-69.79748162487472,SUV,-0.47073180086742455,0.8664829686888715,-161.10316639577601,270.37602847923785,114.57319389313862,-0.5136491117063595,0.29763374738751713,-47.020856660927414,-180.6998167323384,-91.31758170650211,2.095630615775516,Not Sold,-126.90862269499645
-143.53822243195626,7.24830816447202,-39.88077654161026,-23.175519832949785,0.7710009781016469,-126.12572380972789,63.299428035496476,-95.26602810829607,SUV,1.348194120151876,-1.4962693154804343,-115.80403380584856,219.39950762705664,196.84349856910174,2.097165625510139,1.2859892706582827,-211.25648047520178,-125.62776218571261,-39.301611329447624,-0.517585096073437,Sold,182.10732386578428
-74.30036462402023,45.18716513034132,-46.16180790995904,49.96422784937401,0.6484457105110433,-65.98311113238242,3.89160673519975,-89.0596549914213,Truck,-0.47531105963291675,-0.7688948573735647,-158.82839946397917,-21.020909617771313,-10.849115518352788,0.34527512788496406,0.0005227850131718448,-126.78991622694518,119.46278276287585,148.9468591048754,-1.6800856156839794,Not Sold,-8.86998472658906
-55.39375760110916,96.18040577921273,84.57355825263495,-128.31500089955176,0.41785360362264873,-75.46906868835622,-98.89607731599504,-59.14187988116863,Truck,-2.0740617987658236,-1.205691507916056,3.941146957275652,-72.87618769008061,-118.19959070489612,1.12877400515751,1.9256520923896336,8.15410665126057,-10.576645253621026,-62.29545158179929,1.7481297695929991,Not Sold,-12.953244041449095
-20.837215849998167,-139.97233347880754,-106.43972430804716,-21.67659294330179,0.5103762823919354,-74.33103582332832,-87.31757726281111,172.0210558425365,Sedan,-1.2041421101501657,-0.12521470885974276,-1.931934720517255,-31.73853804436031,-75.30677825739774,0.25280034885548247,-0.35641016680167403,-35.036873334722024,19.297478929351296,52.33952963687363,1.0092815062522198,Not Sold,34.227039397628914
