horsepower,warranty_years,curb_weight,city_mpg,price,Car_Model_56,depreciation,warranty_miles,fuel_capacity,weight,mileage,age,Sale Status,fuel_efficiency,insurance_cost,highway_mpg,wheel_base,width,engine_size,length,height,maintenance_cost
85.61575764757292,0.08132385498941369,1.8967141441232596,-66.80011096737144,35.37104404142519,Sedan,-5.396185909384822,-71.26377397083886,152.16603443936918,0.016684226371568706,-1.0670074701410293,-1.523234503341142,Not Sold,10.30052325769387,179.71107455631804,-0.00840608040375991,275.8219383401402,54.40172416336435,-28.90477922873025,1.2874579733374243,-12.865176840063489,-73.45541193135224
100.07832053848776,-0.7936225263587144,-0.7329843395180162,,145.67007675282264,Truck,-140.03078987139793,-244.632472500159,85.94463376242999,0.39844649965117523,2.6536822922361316,0.8898098382994913,Sold,93.64147388604894,149.42883654826912,1.0277718137896488,-76.91980126360816,13.717715870050867,7.948294478298385,107.22839166032456,60.69121013819962,-73.23606930026767
95.58301089354883,0.0791013180380625,-0.7142989058125109,-31.20294711207146,-37.22000154324736,Sedan,161.45723392323364,44.15288787877552,48.13616243969185,-2.3090939931383594,1.6829564589387491,-1.2310830519523348,Not Sold,-40.03135672315834,101.80060240174578,1.373336682353277,-124.87659705710526,153.1658109321398,-76.03622871514374,-12.039015161170866,-33.69739022244242,-225.73177870870444
143.9148227762758,0.15183389279721687,0.9981896572934239,-273.7873996689911,94.30473567203155,Sedan,-61.72429677767383,-132.7437590023087,-55.59169785494128,1.3795417126730714,1.6771194640220046,-0.19595399933995128,Sold,-46.02504937443277,85.82056420148999,-0.6738571790214369,-88.64043894960457,96.34659322630732,-95.32366633082292,118.1366480332521,146.1223822585092,-21.826244979904295
-5.134565396164595,-1.149640995496616,0.031116724707714483,26.41083137428773,-90.64309237538811,Sedan,213.97207487285823,2.2829212224494,190.56313898618174,2.384120744172588,2.2207710664498506,-0.18495581697619878,Sold,86.36127223073734,125.13305778393757,-0.21892192704508562,-20.010227478722065,-33.93475155596381,24.63331243232448,-5.949127216218631,-25.978754288109307,15.825565873009772
139.31192131748358,-0.26144512776332707,0.33622110065997085,25.621678785917247,-29.55900653085532,Truck,51.111148811177934,-95.67272915128771,102.1948686389719,-0.33400276995567146,0.3716535139074173,-1.2427384695665449,Not Sold,-38.46307263274092,10.589885594716279,-2.2930015333773173,-68.33850524871279,-92.97880040419545,-20.56583656985542,47.15638890869431,-164.9212023417339,-12.834742911142257
-37.90949722231531,1.4212445625940051,-0.6526338160681824,142.9468680555607,-185.8118862182607,SUV,44.466741826066084,30.578930978291623,-66.81079671058731,-0.8045619260448013,-0.8447532412741836,-0.5944967716306286,Not Sold,-67.0483065021544,6.073581336592437,-0.4932264116955092,68.90388738933355,63.731338633866876,12.66372947410799,-24.140639902575714,19.72604407963117,17.002593779507592
12.87660263162484,-0.8745036380578648,0.7989371091969526,27.89437009817114,-22.15109034889322,Sedan,-5.481089168963421,17.54673571398444,17.579547786766625,-1.830504546840273,1.24387371202463,-0.6837014018834859,Sold,-107.5926130842256,78.50563116249485,-0.7409863097996778,-61.83604159874435,-17.989468347840518,-236.2551182702625,126.0426916891445,141.45666112426974,-32.028464264624965
-71.59156515869545,0.4663123750213218,0.6553375364788857,18.277548556079985,-88.1651088528783,Truck,-27.908460417217086,-105.93054205774763,214.51618166828328,0.7493469974911934,-0.1708219010392068,0.6592577114683559,Sold,218.08035895431473,-16.55931908240422,0.3355607273254921,144.77769822865335,-157.18824646138515,-96.50403722902652,-40.55963332801387,-35.16783028978108,44.664271953535305
95.84787221432343,-0.6315624680297445,-1.125200218674666,12.325092593291126,-79.15070091801928,Sedan,-73.06904062030638,-110.59962106376582,94.83243063628143,-0.2672566932844118,-1.8970000600211954,-0.417896172720858,Not Sold,-66.93922603737286,-10.480195195566298,0.5043450230278744,-51.59337412518252,63.87877318220746,7.121332241892077,-53.12846728025787,55.04819116576003,-53.80074684399908
