curb_weight,age,city_mpg,length,height,fuel_efficiency,engine_size,Car_Model_17,insurance_cost,wheel_base,price,horsepower,weight,fuel_capacity,warranty_years,highway_mpg,depreciation,Sale Status,warranty_miles,width,maintenance_cost,mileage
2.3505309563184795,1.7373055907136767,-151.3864390784335,253.5777611949222,-26.450525945185365,30.342356592003995,-106.10451331990079,SUV,-106.41129128640634,111.29762272220927,-122.50415856764285,12.47315283598859,51.69446373390784,-1.7499513253134555,-74.97702024859211,-27.671244898183623,126.24198251506438,Sold,0.6443622027016033,-36.84339541223506,0.7789871871756682,0.11071565590655075
1.3123049003496885,1.06838205689193,171.78409699060788,16.298739136043096,-8.407812666715731,-0.2860907654016759,122.84602047067675,Sedan,-29.05041050390939,-49.31527177397442,-241.54485051590578,-29.915621619274997,-20.6159155399359,-0.3406400897655175,-84.63033373683025,-12.405488289371869,-349.0668689249108,Sold,-0.09183228697034518,-169.49385230377223,-0.6037189080906142,-1.5689212864441902
-0.5076676460922245,-0.46852383129981784,99.19308904414498,74.09980393510229,41.62415901845382,124.06738246988289,-163.3218258209884,Sedan,-19.504252428263765,-68.48794720444559,56.81847163489233,46.38804996230838,-136.6042966477972,-0.27440010849706237,-0.45267830866632636,14.883439716041941,106.73177646192187,Not Sold,-1.0482386708627294,112.04285753861569,0.4477901708420704,-0.33373526605151327
0.9980523146655662,-1.084674453513671,-71.29134189902953,-168.49743890933175,35.50438871869008,35.31130088234741,28.44989954103825,Truck,51.68680988909673,-153.4236846652475,-31.976537677973294,157.286390442962,32.06330555301662,-0.026045970757055465,145.8637001665764,29.170292089414573,0.10527080445421538,Not Sold,0.5070457905185195,17.349800431492984,-1.061193187060579,0.5989747356082269
2.1934356002930535,-1.0077430329760957,63.015165161716844,123.00028602288646,58.47131589495477,186.75047552381466,172.73361143904987,Sedan,23.73941313727706,134.86324915826714,30.141501830903106,106.02598806340558,-156.55138327624033,0.2261142866774497,223.80815798216057,122.33434036993293,-112.54857469087018,Sold,-0.5700027744980052,-92.69055501547282,0.7722595791345941,0.0349174500981172
0.5232462089932164,0.4544693494385547,-61.63589100535389,17.167152243958178,-136.4203461549916,-134.69193373873557,15.505065415821226,Sedan,54.599132955320016,7.758525173821729,-84.42405608401266,-292.7748484843845,-72.6800294564695,-1.1277528934671388,83.20739528602903,136.48909865868902,-0.7068619271225534,Not Sold,0.7445652631538139,-148.18258855183396,0.9780532524909135,-0.21584903929290736
-0.38365566042389665,0.31103142319139626,75.45946803349418,5.004065745266413,149.97488593006423,-150.03465701358863,57.13086489705734,Sedan,68.07643384706199,-25.07440088421602,61.47058203740936,-18.250379208790395,154.43746272301178,0.9167328372378237,-42.7845377542544,-23.13254682226947,-1.2773088558193437,Not Sold,1.5767782569637596,82.7522019569024,0.5274273054652043,-0.09245848213193159
-0.10635193891045075,0.2584191106885904,45.383786054549155,-20.451243181364976,22.31444306954764,-100.21933820988001,-86.84467400677481,SUV,34.469850863507325,-221.11966261650076,-57.33080817326383,107.83154762636696,-195.37649376185664,0.020519641033981337,116.28913277589608,-83.51931606665234,-29.818881503174687,Not Sold,-1.231589021018696,18.640168055347953,1.5178758322470076,1.1571079403605535
-1.6935945751021257,1.4267222819438135,-46.80982954936462,131.981522720198,-17.576764605455118,10.684964012060773,-24.10771434448232,Truck,-29.488191631308254,2.1796403805079843,-12.550347844398315,59.696358781126946,28.0517964270943,-1.2925164732275274,-46.09998933667487,148.673914429145,26.691721123522555,Not Sold,-0.04377571089355802,-101.06606979976524,-0.19583773541405208,0.896914157976327
0.3964883986799115,0.13136548556164251,68.08916630137624,-35.46537484529267,112.6018408096481,62.925905372784676,42.7796578718727,SUV,-127.28858099900565,10.411104229373693,72.894757785751,78.41162383916306,16.52542390173749,-0.03767325624561535,140.10207868866905,65.90145492803029,83.0323859854043,Sold,0.5733542788396466,5.906049383778034,1.480336806621165,0.9472340351057726
0.17357343968958874,-0.991862264914509,102.27076026011719,-34.49595668968712,54.8690085981852,-92.66762385310103,-160.65266202644506,Truck,-44.87356797846578,123.02513698321272,-26.36407499432323,-87.34556788948646,-156.1438545519193,1.5723968509468211,69.17147714005935,18.2826718712492,-102.88012270843016,Not Sold,0.2643529953776427,-146.00353964639808,-1.4298455152798717,1.3597421602218742
-1.053219311262326,0.3573111549280916,149.34630181251595,8.856044343904317,-28.97020744817702,-56.97548376933776,-77.79865459200414,SUV,-26.726928408100015,-81.32919411247777,27.050795788900768,77.80063683024966,68.58468111700627,-0.17982258385116726,-110.38422968881541,91.88761425558279,51.818884867757895,Not Sold,-1.0849978636302875,-123.30312517739112,0.7103812818794429,-0.4314611626447615
0.030554767608855782,0.37447464283652443,7.551404411464949,-91.39679055261259,151.99121880778466,70.44841855486581,-88.11951859069495,Sedan,-13.215727741775298,17.77899501004819,114.29740585112627,164.8285587613669,73.055370060353,1.430753299697483,-92.37896819934524,183.7661697926918,-84.2895063158124,Sold,0.5056741527159494,18.090477816587043,3.5201967414615734,0.046423951623149495
