Sale Status,price,highway_mpg,warranty_years,curb_weight,fuel_efficiency,wheel_base,width,height,weight,horsepower,warranty_miles,city_mpg,Car_Model_4,depreciation,mileage,length,insurance_cost,maintenance_cost,engine_size,age,fuel_capacity
Sold,125.49994042386538,-84.07446366440246,0.6637179456598468,0.2844157754294857,-127.15477914395056,2.4073464758027288,-37.7259273057026,33.45729814805743,17.578450108705827,0.02297496292223028,75.7855390783673,38.32390651103712,Truck,1.0879824341389943,-39.08718875406454,10.049609666106466,0.005640751811036293,89.99672165204538,-75.40288156891242,17.47401334704876,71.28289356335983
Not Sold,-58.98303959740006,0.3624071456600922,-0.009337462039114378,-0.4820173149201268,102.21215332229352,1.2305383039629425,20.488970818154687,105.59061440462843,-37.35888911112479,0.9852823813364923,97.3569483290661,50.90667548511081,SUV,1.2033509758110998,-72.6352313343003,-106.26619149934338,1.5627842327995187,-26.093227005172174,-42.128229388276765,-58.84862843118229,60.77247598979819
Not Sold,115.60441632434402,217.05393308286438,0.6891906389758677,0.3848544484419747,66.00013846885933,-0.7475881705860807,140.18021709022375,-158.22352179331858,-119.05947469710982,0.07496872178721983,106.84106893539516,-8.38384843242665,SUV,-1.9262631294823804,-120.93809084582891,-47.91391408491365,-1.6817414904841033,-30.838473836023557,39.482763078330294,-17.709617831538466,227.49899431290314
Not Sold,72.19891839402594,163.4926029979309,-0.8320308761184624,-0.016692852841833153,39.12039665886554,-0.5368962809068212,-158.63381099735486,8.549240652620977,-76.62907354072631,1.9474076645566496,27.034906903268276,-40.956735534680725,Truck,-1.6672605898492827,147.02255836657181,-135.130755858625,0.38939097749159013,82.58946046676006,-161.30709456124256,148.18918012000563,-94.23724706827107
Sold,52.500129138003985,5.080843765887373,0.025906636792269344,-0.6076303302964017,101.68757524814112,1.5876310114454442,-95.1496189593039,176.83350478063738,28.22711478437448,-2.297776103890752,-72.60945982347518,-104.87333873291588,SUV,-0.054401471447528604,-74.5682838449202,-19.783886117328425,1.6892215842393,51.242805644532496,121.05846994244527,-152.58219582330258,153.38443281541697
Sold,65.38968902547296,-35.464653738644685,-0.6268715084276577,0.1332838570102563,-139.1029041476946,0.4615886318366315,-31.55753894935333,0.8747277023313831,106.05590149323389,0.36790657349806655,176.76391156467128,-134.63163342001775,SUV,0.8288828999520967,11.155765619761016,-50.74025109501731,1.5445108676368096,-246.66537723293266,-144.12731750821246,-40.19221460788563,132.2443610379324
Sold,44.778613840667916,72.3978172599984,0.7328521252220718,0.44769627099629017,118.64210667558066,0.7476116605050789,11.438088058045121,116.06148173031694,-217.01820696854543,1.2837998456796695,13.241187108393259,93.24588925710047,Truck,1.358559309546095,8.81186021907117,-23.10855269401706,-0.5617673185424739,122.15318038189818,4.9542712993176075,-193.9277655694761,87.79894541175301
Not Sold,1.0545794999885767,34.133772146847,0.8468241941326166,-1.1935861445478542,-126.26103889164281,-0.28671640335538223,46.107380154602,108.39149298157702,-210.63002241371066,0.3151872910949136,112.78017258042796,20.281639803842754,SUV,-0.19224603953462857,-163.68961640652887,66.19490275256061,-0.16037708160271977,31.514227267763996,-146.74102491920948,-54.76376898284582,-48.45729468011777
Sold,-127.84605353411062,-200.4540587646969,1.0316601982121192,0.20396296219688337,-84.66080232031187,1.8640764779357086,105.28966111969726,8.98375894789596,0.2894137929150928,0.6864150350842058,-196.1181641094392,46.32285340740569,SUV,-1.1482545755917302,16.210631666948835,-41.926062910312865,1.1556737358543168,66.64183441687595,15.840607907645,131.37123982863656,32.16625146524122
Not Sold,132.65250978262551,138.06860897938768,-0.3079106593206346,1.6201055859846276,-105.68448922860405,-0.153804360614205,218.0018160628512,-38.60726422368775,162.59628800487326,0.11392877915828298,118.49054278209832,-14.74677522552828,SUV,-0.9732797827918174,5.644152422746194,99.37269943044456,0.29955192643074113,-115.8603681466848,-7.923216196211509,79.5162674437508,2.249067828912851
Sold,-57.25333819748643,3.859718709683789,1.6223818989372123,-0.2072325298667247,-49.4924332413334,0.42998208289069556,-124.96255337014016,105.86511747527902,36.05312743349629,0.4198363967432425,115.40247036172428,90.65238387311831,Truck,0.2430480134857823,149.73308620152713,43.42108686307772,1.4281412655139327,-23.96147342451805,151.90414440689358,95.35461446623405,-101.44881268261481
Sold,-26.028421605369285,-49.99961922741374,-0.34777629775565555,-0.0019708498419666043,-221.82782046012082,1.445107943933408,32.6098028226241,32.25445022193987,15.487884931314397,-0.13715750101121504,-31.03790807348424,-101.62779542228122,Truck,-0.006544597809520991,-105.42776237537332,-148.4019991523491,1.6800637922566068,90.79762235107577,-26.316129273194832,44.677026755800405,64.93727162788424
Sold,-89.66930939517403,16.58016173949501,-0.48622743883133457,1.1160442746217472,87.41530020756389,0.568571611248406,25.55081091347696,-122.8520258097138,-369.97479071996844,0.24251259618836746,51.0920276189225,7.906697622344293,Truck,0.680363677907335,-12.699985753060043,-34.241484753132774,0.467481819666793,-66.4195250397066,23.309814891664463,-49.14562252173795,-94.67105525076168
Not Sold,-19.690051057773513,-102.87896111167237,-0.21869051055479116,-1.3182756541950849,-56.48803883311659,0.4585500466756343,21.560003131666587,-38.90257370338915,147.07619237002913,1.4604385768232182,-66.02872937055638,-98.67726454169491,Sedan,-0.6717070679457404,188.90027964264883,-151.42399628162417,0.20958223871759124,-212.41440473330266,-79.97557540043992,-154.32909481041733,60.910006595943955
