length,age,mileage,maintenance_cost,depreciation,warranty_miles,height,Sale Status,fuel_capacity,horsepower,highway_mpg,insurance_cost,engine_size,fuel_efficiency,city_mpg,weight,width,wheel_base,curb_weight,Car_Model_15,price,warranty_years
-41.06712800488051,-0.8160630401377886,1.80546607604936,66.42492819426813,-29.295856861013526,-0.3348120535859075,-98.29106308024235,Sold,0.9897103205463852,371.3663086608058,-24.554221783530142,-141.41454450230887,124.92420506184618,-102.79575650335646,-18.403466821420082,-106.51085733541296,1.2838384979655737,-0.24358686846779165,-90.64486815394571,SUV,-69.18336724031792,-0.8117288777111928
123.15837369984062,0.03908812219876036,79.31704539499374,-124.61815018689524,-135.74348848989627,-1.1189983604908083,-68.89840371779391,Not Sold,-0.908389813804421,44.897480804106564,-82.1805044927505,56.05415991566688,85.24367228032025,42.05385106019411,-200.7661432183721,92.74282577776903,-1.1547064699158247,-0.6130246332753552,35.68935346983418,Truck,34.89166707638832,-2.196275847548257
-251.00776867586364,0.07814243868773628,68.88269371112615,50.45811474983747,-227.92937843837387,0.1210347448447092,-128.40635957081216,Not Sold,0.4321138910041125,16.99115681987093,157.65057853253862,-71.1905386796549,30.22217368349125,99.09614993711764,-129.97470116678474,119.149729996801,-0.47750987454598376,0.20129184370541373,8.455257498401718,SUV,-135.84848206150977,0.7081797656208848
4.760357031159399,1.9701027012318915,-47.99923690665915,-104.94112029864391,-105.21637370661792,0.15991899605026189,-234.89150789359732,Sold,1.0695858494432224,0.7773326699532305,91.77166985955402,-3.0536083401046032,-51.256578609071354,-138.9367265977012,-56.69880865012432,-12.20716272836977,-0.05238021683442129,-1.131576989221657,178.91669338938448,SUV,-183.295898198908,1.111979351471518
-185.35349146006104,0.8465888074584643,-198.7036586291304,32.93413246802031,-5.462135177279954,0.2760673242256583,-63.39618400636764,Not Sold,-0.08583145135046026,171.4740532908103,-79.55949553948689,-48.25802034647855,-42.24236661535903,79.95753799588141,20.7654677248165,2.4735874759816356,0.7030833383873671,-0.3773980961136113,-165.0679571619686,Truck,-69.33729650540465,0.3570613920540977
66.57435443571704,-2.1552759953437706,9.387391434282923,-124.99212348498871,28.43985355535914,-0.6710026264152065,18.05626008517962,Not Sold,-1.736229461517192,-61.293584645808444,106.79365354486121,80.05581445454052,-20.51695284807799,124.74621321779955,-91.04988314053773,21.798645361859236,1.283545341163343,0.010469481537446465,-22.9345175124588,Truck,70.7974446888574,-0.45093652066971224
-113.6180126822861,0.7628799845011323,23.65733318202177,68.1530360076981,0.3531252077000177,2.6911907838372,181.55841128400658,Sold,-1.8822772871528133,-67.14251370694622,-160.05774694849856,-61.278922941699,24.839122136530143,188.75367535366564,86.31507369956944,106.33215182860691,1.1044593499248865,1.3798480113465335,123.56665367946628,Sedan,141.84887196641697,1.2693252512967603
119.31579918435091,0.62136992972433,3.2871955072378376,87.04520112997442,154.92596065120114,2.2296638887981173,-109.69601357501664,Not Sold,-0.9511521681981455,-140.99903644473812,-77.9568900087038,-13.980240997864612,242.58381634698495,72.31581272711978,-89.27940268475476,47.574764851956516,-0.19009684004919938,-0.28678284968989787,20.931113172651216,Truck,153.65679137069878,0.13750214906347233
12.776917076253099,-0.49495444083288087,161.57467477034243,-51.56792224900533,41.35334177287506,-1.1415500679313486,-147.21964137404834,Sold,1.3725649473302461,-117.65195632453838,124.40793873883923,40.044895712143855,121.25524609227756,135.35508448181255,-30.20551222900273,-65.33699857174301,1.0016477517310638,0.2019950754331244,61.90003872665878,Sedan,83.9025990750224,0.8413577455013995
200.79298065195636,0.15404831830230298,-73.24479558890889,198.1030989326095,50.166654612954375,0.830310036935681,12.273031647347475,Not Sold,-1.5750945700205137,116.57740115712838,42.80713150089506,-15.368525122337386,197.57640511697727,30.22891042766987,13.061957677679755,-202.9798655018792,-0.4428695742093142,-2.026170461383328,36.88098044343169,Sedan,1.0464376633778456,0.44178132772752493
20.64828666101964,0.19712167138746817,128.0190024222997,-162.85841717694606,-87.52441434314856,-0.6602978583932819,117.10056354808722,Sold,0.0860071947337569,-17.032538308700353,-60.896447550056884,-217.16879131891105,132.70368622537558,27.13978964519732,67.28179731934942,123.1418206933982,-0.026314194202008423,1.290478032927811,239.18829409670727,Truck,-22.469918097249995,0.9760096931475952
17.54926949593401,0.00812167586562024,-113.23633270415353,80.99860446423334,-45.33447241625967,-0.17351592363595203,35.81139498595663,Not Sold,0.666905829694927,-14.326240616351582,-95.10982453066707,88.18275169278276,73.12340758796424,138.58032800319089,62.95887972974498,73.72541651700588,-2.4011966422477595,-0.38101873614824144,32.19582671148159,Sedan,-98.38507513336975,-0.09962802087517601
149.3666787809611,-1.0185860038623915,21.61403112438772,179.25289249744964,-2.778645519797718,-0.9754270739308657,-39.752929455763535,Sold,0.6636688394439956,39.567577182165145,-67.14825223153632,187.97887181281354,118.01083779814545,-87.54194617209673,46.93869960521361,120.98748253771767,0.3820644394783124,1.1471525276435965,204.71386738497876,Sedan,-111.23695908901068,0.6345285632922211
-98.54990317867038,-2.0818002068101387,16.709740579220707,157.19253081372685,-3.700670861743574,-0.4291834984505637,-89.69069733778574,Not Sold,0.5648549561457153,-79.49525767902944,-235.4234090207124,125.9701672466079,25.051475174168647,-135.18962586209014,-44.61057886276103,39.86845960508991,-2.2028188691913724,0.29800283189875315,93.56482404073428,Truck,152.32923280005534,0.8315360677530349
-18.008575359184334,-0.538419491300647,86.29084030065545,-72.8768862793231,-18.57104647611411,-0.011340592197773058,139.54159805812114,Sold,1.3428590499545199,-45.329304817338084,-65.5781050129809,10.201442573687423,-25.796949520585432,-41.688491616024784,-104.4157108082292,-11.2780980922778,1.8429509641408994,-0.6065396162982937,-205.82489890752882,SUV,231.9298839848185,2.686449040416079
-138.2896757680599,0.2037704319924281,14.338420660012622,68.58499117370596,-16.987627026774803,-0.26133496918062554,79.57645815962582,Not Sold,-0.9923221375447465,175.73531988452297,23.054831343256712,70.03113650087549,-15.2225419903449,-237.87637721145663,109.85288147983667,-19.402082666440386,-0.15386497950153716,0.5513139987451584,-16.144554130381067,SUV,72.1113825385168,1.067478580269403
-2.0079331564792353,0.5720741789209448,47.64548315303166,-69.40862817920123,69.33656641362411,0.12702298792674943,71.90069798781718,Sold,1.2792231602923505,-211.59852330160209,-105.91280316947886,-29.994108931406178,-103.42543936686224,19.597032981666224,37.22121387277137,-162.83317276056283,-0.9492805530180846,-0.48188471365716445,-295.3891211506141,SUV,36.64536125974657,0.5318780654127543
-61.347074586066675,-0.1446743041780464,-25.612769470154888,-26.810654829409003,112.8364013446183,0.39206793363087633,118.7907295999227,Sold,0.24588907502833235,188.79914864365384,12.880683711389263,-123.47478033415571,41.76523826402984,15.62949044804042,-4.445591480230904,-144.74394555516687,1.3132041765036628,-0.3877156007285988,45.656734196481594,SUV,-7.60487586540248,1.2589773831154707
-262.01734208834284,-0.7129905344903454,-63.23183925694674,-33.798197827721296,-50.183466577357336,0.5229016469201888,-115.58107235637465,Not Sold,-0.41191761206284755,-132.6213000636716,-103.75819859432592,-157.92255869838561,79.95478084033925,43.44199594393672,-18.961229874272217,-11.897737861171075,0.2656217031735207,0.3275942035618488,120.88062213955608,Truck,-17.464394927652183,1.3020365886651049
63.5603193184899,0.360702175568877,-95.33938657303935,177.42451623567297,-44.784262263445974,0.8886760895832124,102.60333112080684,Sold,0.6665905076003278,-131.56637754192812,-94.69147036073095,64.1110239081522,95.56843496267923,-127.23743765062116,-39.33434799196,-142.4537893987374,0.709879520354463,0.5367527413487396,229.62118907317807,Truck,-188.34064723823013,0.9643370878532636
-143.26922349359214,-1.583200805815973,-22.584117992787096,28.9867051410084,-5.07898368679508,1.3424199966739199,28.863491133595552,Not Sold,1.2172809870146373,168.1579721650444,62.21655727771599,-96.49710535883939,-84.58722240410034,46.41169765773183,-109.40807072521783,60.268749149895264,1.7487460936006396,-1.9300972291760643,-58.71395003379581,Truck,-133.51546238536676,-0.03216674302226269
67.04929454966515,0.7864665550932561,49.2517039020985,-62.35945504087705,-127.75231021729496,0.9672772263627677,218.57508427904762,Not Sold,1.487932807492469,-93.19221190608181,50.58692895787398,-86.91673275971465,83.77914931744466,215.21640062086615,54.75928548544546,-125.63239565298603,-0.23018149769229643,0.14912039650868725,107.5216171952667,SUV,26.492937862769523,0.2858407776689119
