maintenance_cost,warranty_miles,age,width,Sale Status,curb_weight,horsepower,warranty_years,wheel_base,Car_Model_39,length,weight,fuel_capacity,depreciation,price,insurance_cost,height,highway_mpg,fuel_efficiency,city_mpg,mileage,engine_size
1.3415469357907126,-150.7865726800366,-24.855185016485954,2.1208015833442735,Sold,126.44962252674136,11.084499376457718,1.3220325222426936,75.55190882562304,Sedan,-0.6008184895409832,86.7570939368627,190.02891955943696,14.750206739797523,10.696808485119695,1.483107762455623,-39.37437330133539,-199.77249533554578,-41.15421630543705,-18.216439166181292,-0.4940697575258878,32.59214996912427
-2.0677595506375432,-25.514777677391887,57.07965237075649,0.6109283399319917,Not Sold,-172.60443646661471,-31.926467317548894,-0.5342606815020801,-53.05567887402303,SUV,0.030500240046569538,68.89619843087907,42.47093540399546,-4.661438832303807,-44.87093147633586,-0.41806543526205353,-44.33281621594857,-3.8985470598738012,78.72446184382818,-20.309306942071323,0.24543269934296916,62.13830133708136
0.877798854856076,-86.16229684343251,-23.210727214679874,1.5313684675639838,Sold,69.03682209510465,-142.52713704894776,-0.07300069128291053,32.46501496442593,Truck,1.3939574627727025,79.88582757001471,232.2465510436988,-59.3110862311666,-11.845812800571498,1.922497355959512,-62.49415279215296,-66.3614740196424,52.35375619056866,17.474372422428978,-0.6924170958551656,145.30303650324868
-0.29349494471553894,123.17674277409185,-78.43573790401811,1.1035489010985053,Sold,-1.6722010808222123,-8.106450616011813,1.1490056569344864,-218.55637303989073,SUV,0.11060061034730079,190.94113479486984,-87.74914199001873,-60.3716734357735,-47.14523802331152,-0.09614402458931592,-62.77474869321519,101.94007366465053,-35.15402973239672,-15.141106363597101,0.8069707669452423,32.38234068224137
-1.3278298896504808,389.08519428224105,-106.24807414991544,0.5365189563362955,Sold,121.22413631587786,-43.81835737973015,-1.2814732761538448,-123.98227008947144,Sedan,-0.24471032466770992,83.6873018378405,68.18730168687075,41.78641557226347,-149.01491186764605,0.09806609068904282,-43.39637715862954,190.85674287893755,-11.807573536374637,123.384992417921,0.8194569914541062,23.79002062452491
-0.9504876323942901,109.94464574060167,-21.79962913830633,-0.5302753958214418,Not Sold,-131.33318603972867,-25.63682541006051,-0.2761992617530536,134.39262302633523,Truck,0.2347900544899883,-30.664180905049655,-68.9748397734912,-29.5962067159102,-50.882392052165095,0.7371862021025251,-131.51551659183687,75.73629008549176,-212.12130367875508,53.97853498383915,-0.1552343881795307,120.36120022192618
-0.4893475780581499,-37.489677124720544,-5.042395165481642,-0.1384124513475753,Sold,172.67600635246598,23.838079765650352,2.271545841140484,-9.097932632666133,Sedan,1.2158162043357692,20.493215287455428,-2.9128206347503554,-242.10565365942998,-13.623169684130279,1.8903905999795851,76.15428997455412,-10.812316712443693,207.8376781081466,85.94771740640783,1.104559196620149,106.73510746246092
1.1215607057100603,91.062543058373,19.609431117211223,-0.7011631377973688,Sold,59.64822989571847,-63.26146119927382,1.0852422137675732,-82.399245911238,SUV,-0.6907101155430713,79.05327235902445,-195.45207534807616,13.868685542804146,-30.393500488892506,1.4762539803017214,-51.728330161160294,-7.7206011272845485,-71.88165160841973,50.801874055972654,3.157675499024614,-18.172574534657276
0.9436783886683527,-93.74672652793944,-24.269257229604555,1.283402738450751,Sold,36.73912892498181,-65.69304643801952,0.9078681873924141,-95.6489603699437,Sedan,0.8890730700659444,-60.05775540790575,16.98092471028268,9.8777666655064,-133.26757474846244,0.028369332868492303,-133.915138896138,-72.56260053838525,-112.87502254002524,-64.8353768576643,1.0026687483065966,-1.4193380969260203
-1.494297028602158,-34.55728301290449,130.0722147045194,-0.21954365946011942,Not Sold,173.5643868334804,-90.12612695780504,0.7797517057310883,-103.06544073267165,Sedan,-2.6047639067896378,-38.84765736536991,-91.67218045362809,-175.45017468896685,-128.9986802345854,-0.9008219142428786,-35.31091683970655,-64.60310409190554,-83.2208427969219,-11.3819950773312,0.8431506326900747,42.223738342181846
