Sale Status,weight,wheel_base,horsepower,width,warranty_miles,maintenance_cost,fuel_efficiency,highway_mpg,city_mpg,mileage,insurance_cost,Car_Model_53,length,price,depreciation,curb_weight,height,fuel_capacity,age,engine_size,warranty_years
Not Sold,28.962758038880576,-1.6772344074034804,-0.3922718249590136,-0.3663581749136722,4.5313211136337745,-0.3541575304175668,-84.9174655941087,96.96928987783599,140.8206307679964,-2.1234769465414236,-237.28825324526687,SUV,-0.4115878710490503,49.57241713700044,141.5887559241525,1.3740996419824365,20.36816137485749,,122.01922702771068,221.24815266355827,-102.09911006754515
Not Sold,-37.21149252929907,0.206092771376188,2.0110541041496575,0.06121097424679662,-37.99314881744966,-7.821093545717299,-63.18074349090617,-122.2640476098162,-3.8995283305919703,-0.02246290814157909,-28.75347904902135,Sedan,-0.031070046974631976,35.58408538431828,-54.23992614301058,-0.6300226453193734,61.448278856486695,79.06072803606195,-39.26280043932864,55.68733223006542,3.0676120356510506
Not Sold,-249.7122549000427,-2.675332858639821,0.415368372636461,-0.6424216859079328,16.202678286565522,198.26607425876622,-54.67876271839822,,44.9157267122661,0.9943082973314578,-178.11887449826273,Sedan,-2.4222779775910523,-87.85117785943294,15.935291267636991,0.6228666688253898,42.995673404141996,-62.84446829095026,137.17667590052199,103.64834678188835,65.62011692937207
Not Sold,246.49349906873485,1.5082172251054728,-1.3496448838167403,0.25045878891997886,-77.81735015895748,41.29157480201793,-8.189271402452878,70.16308230343591,-69.4480547032242,0.08469309605809519,118.3407862017117,Sedan,-1.7887379853793157,-39.49022052508398,-40.0343750050644,0.4944040039177301,111.72487809041701,188.9213550029292,113.55672537614933,156.28312039911145,-25.887263266611583
Not Sold,-52.66603653639594,0.31676467793121504,-0.17267272512416854,-0.4088243263046269,79.48673994839082,43.02061933864634,-61.72420083601931,93.20492924786146,25.82431280396132,0.8056599964234428,-132.34280100228125,Sedan,-1.3336074138327374,103.09725708860122,56.128835357711246,-0.6123417858124646,53.9034975447236,-238.82166716774097,31.99026477293761,50.94836744954574,83.19017047797325
Sold,55.42497638303937,0.9271440512339324,3.143976277168536,1.2170896340685768,7.574743681411306,7.743859467407785,31.157040359109423,121.35100035319772,85.38231218920173,1.4709758809127869,126.29752281323599,SUV,1.2595693760906281,85.96808925180952,80.99305136438196,1.6950849715001557,36.62140199488802,-117.54644360318083,120.02316757007227,20.75545127496289,-125.34290982284162
Sold,12.152213627722642,1.9600651449512103,1.2005733255644866,1.4219042211241089,0.3948180605600667,-151.79037625912696,-93.01668205302029,18.753847626438553,59.43548693693705,-0.7386121680563666,158.15199328311277,Truck,-0.3517188819474192,-20.213608380398195,8.759521916496066,-0.5044206591625131,-146.88761540853756,108.5879284205802,-66.20631497303621,50.70668903880282,121.31139274293352
Sold,-209.88562812992112,1.366733933997041,1.664357099260088,2.668043233885556,-79.10079919495693,-70.63243634974806,137.49654276042548,-65.02984576793793,36.504115007925826,-0.3292493268973631,181.22451623750305,Truck,0.09840125212099443,-79.85175069185095,-57.042941481705775,-0.20204771009541966,-42.99501149446276,-38.375610714794455,-311.58560889436745,177.09306606292142,-141.06611339702408
Sold,-85.98674145761515,0.5006869825292046,0.9942480429789873,-0.3966412158596482,19.415250430931245,-98.04337657216797,74.49247792953994,113.89930836094815,-162.66747810282456,0.658904163033055,76.1500701515233,Truck,0.9157178968936164,-110.21210882660827,12.644102139309412,1.0049134429659685,-2.8000706967350126,-150.5338788279148,180.18905994119615,-135.55675824770339,22.256082228046346
Not Sold,-89.58614644811654,-0.49385742416270634,1.3300510161375951,-0.44250947081813086,123.79337415559944,-35.16906889372346,87.41842608156696,61.96803455460916,-131.5625872126763,-0.8821234625761106,126.02653945177269,SUV,-1.837250405558263,83.67260795524683,41.295902604198055,0.807706376524075,-67.1911034950908,32.88347495187555,-76.13817365428433,-52.13991083798803,33.4459357843003
Sold,43.61977062409836,0.5584475442685809,0.27759499474243876,-0.41394621064445614,-210.96975735982943,-112.73320197998721,-12.510381112819765,-47.042180196470675,93.756778322585,2.1906255246497084,-123.05464018584107,SUV,-1.7721086492168703,-35.46125171483463,12.420702258772144,0.8876261957386224,-17.349268516803832,3.093002579383718,-62.87825510078224,-19.69625564478076,110.19344225508831
Not Sold,-22.121367510549845,0.9601573097978265,-1.572272894835192,0.36774004855785775,112.77376176382991,59.32707572224181,-17.693401726478037,-11.545355184119714,-47.70680568438376,1.018080606020039,-118.70408550410284,Truck,0.6520262474823769,52.298269509479155,-77.45131421428287,1.181235126007687,-211.21707542125588,282.36128389511885,87.85072501438876,-119.40354493594036,21.81173411918142
Not Sold,7.550520276288922,1.2777520320860845,0.6881355193474638,-0.33770855770262614,147.35072268050124,19.08625287190028,77.23573066131625,-19.506382646206294,-66.05124148431321,0.7860840554843024,-89.52454392646031,Truck,0.3741762969137838,-37.84150588790969,166.8249016246164,-0.041591693157139675,-26.610051562011982,51.992439107344715,60.54094057820119,47.200003323731366,-33.678063283167994
Sold,-80.80175780098479,0.049293751740687564,2.6009103298783445,1.785275598243426,-99.94893059933965,55.710576677769964,-82.27933209201956,-13.724661546819966,70.22905403754197,0.9762132496995348,38.468411268422024,Truck,0.4085933240639268,-76.144261473877,-26.547128481518197,1.2715278755915036,-55.90113752334187,-58.96993740298232,-145.64366241603503,97.68444016061066,-54.07626287659107
Not Sold,-38.7691429506714,-0.29452779418289876,-0.5552297521032877,1.3831822210412053,171.4773112369678,-43.59009288829786,40.63978013522462,5.1543288502950615,-27.268137799782682,-1.9756644167729314,-88.44718337739823,Sedan,1.107766771005148,-144.06892951780662,-52.570611815279186,1.7092079256431465,-110.36699734926066,-30.404659562301283,-53.556402131618384,-78.66038090698409,-22.393516208381705
Not Sold,-171.87248893050295,-1.356667692169222,-0.8635701365706366,0.5018310369051852,-29.070979284570825,-126.02308246566125,-127.68266147660412,214.28244908583824,-78.3211345784574,-0.2280139522724817,3.0627561431289556,Truck,0.31538598921525385,224.39959734379156,61.56173086777931,-3.006776310353631,-52.08073947520758,-118.19223103198723,18.665416457932057,118.11137530375923,78.38005197502167
Not Sold,-140.39106148632732,1.543806857732949,-0.05040530080654516,-1.1762493889422472,22.415793027304954,77.68835614377107,-5.462417702253372,19.040897842979334,-0.38883675115180366,0.46443015144181393,-107.81498431430767,Sedan,-0.7933349899494312,-115.85534917563854,75.44109897333642,-1.302150946168044,102.88127482366698,128.1899861507931,-141.3459901342166,-24.368335957286575,-118.29615544999432
Not Sold,38.94906126010595,-0.662767191647932,-0.2065278125375378,0.17188764111540522,260.0429317554477,-161.50355723068617,168.87319463515567,231.87778889316687,-18.387004879720315,0.9646717461594954,135.63070082088842,SUV,-2.3294537897865437,-37.65723608732553,-76.3440321129932,0.1421214841139023,-35.970763569482415,-129.92396710038764,-91.3559291127155,157.47439782298687,-58.5033237119024
Sold,26.31619189138271,1.1506061889529962,0.3921214684915035,-1.205798862432383,65.30860002795325,-31.89860064660037,174.47160889382843,-66.84073463783753,61.18306828933954,-1.3784645274505007,-62.26492401334529,Truck,1.3222125487283465,16.446046091777955,151.5761939880779,-0.5513705891372194,-20.96905793636186,183.48988944973817,-47.79917406930332,203.9483373645228,-69.67018911621705
Not Sold,173.46883103742525,-0.33980292826893965,-1.4522546887527672,3.292431995509621,6.93074348138137,26.083407593739842,85.26814482448297,229.11884773721422,-192.92522477505432,2.006257547787878,87.32532951427689,Sedan,-1.6470006784666644,74.08403024843366,-48.72233941364242,-1.2324322994010084,41.16287430853624,38.80297170201025,166.53800732757855,10.165619388901934,123.66229491594515
Not Sold,4.986293071794034,-0.6170807969815736,-0.46895067446448735,-1.2053796631879907,214.8350167983872,-53.66854403457041,10.355683299640676,-26.894555216635773,-104.72541064190908,-1.5992978858923939,-35.43520711443711,Sedan,-0.2870714550361623,-151.18355644728086,93.17797574498948,-0.3594169289112324,-99.81593854598752,104.93062176245851,-104.58597547231673,32.176298223278415,-100.73689352949702
Not Sold,-11.315222880300025,0.7690515821791122,1.3468940839617651,0.24182278151543443,-219.5025625297202,7.966194372194598,-4.289096415665517,26.030827588687917,-144.56970224765033,1.5687529420048616,-75.93715335400204,SUV,0.4472809740372032,-55.88372412127812,-64.2586820157211,0.27320444417130746,-152.132636191731,-5.8209440672347785,-58.350932291350624,11.859362377908472,107.37354990409371
Not Sold,46.45021102600316,1.169131496057962,-0.10023108941683274,-0.014466587439374071,6.7528860716835615,-93.2075866687245,84.23236666130296,-173.68027289562832,-145.32110147642211,0.4759034710729208,49.84263156191679,Truck,0.06695744691609021,-167.557316873714,-37.74356464263146,-1.465482977712854,-39.73596040405765,-101.92569635224172,-115.08543373521105,-83.70952851993408,138.1410983669821
Sold,-97.3902471897505,0.12212473065990331,0.5044220324541568,0.025132840467167072,68.29018277928986,-34.78046542455329,-70.49484104617488,128.94114644457565,-68.53859025929853,-0.6870196849808881,55.1053001082863,Truck,1.073116694765945,245.18001221359015,-149.34361552119452,0.19129955462818576,-4.456619095054012,-89.89569017958458,-136.12960678944242,180.01220188820633,-40.980237990022566
