age,weight,city_mpg,length,fuel_efficiency,maintenance_cost,fuel_capacity,height,highway_mpg,warranty_miles,width,Car_Model_40,curb_weight,insurance_cost,wheel_base,Sale Status,depreciation,horsepower,warranty_years,price,mileage,engine_size
1.4631923169928045,247.15690887348444,-41.421089338791326,-27.392538442232446,-0.7109807866213743,-134.5341368583195,111.04817467702406,35.6234704582226,0.11348193072042334,-204.71615082859546,229.01163228198507,SUV,-114.53877963385763,-0.6211503659987485,64.77843287317422,Not Sold,-77.34132543315428,116.3880597274178,1.2899493520588194,-35.148626425080785,1.8587732001735298,-85.17462079536982
1.6047764105311897,173.65517761379135,-115.50446974081427,-45.86134234911394,-1.116093554899181,78.55275926006264,83.07491106051981,-83.26858135693953,0.19025136025955883,54.57675845193515,206.25407519456434,Truck,124.10050936043777,-1.0199732839537123,97.128337142925,Not Sold,82.58517426615063,-2.514382670212651,-0.6465301530942127,232.64007014325622,-1.2322307920516473,-176.85506706760808
0.9160560128447779,-51.59912231432268,109.35577407073258,118.89428258330419,0.670709223541965,-170.69357101766582,8.738791716319673,-130.3803897199449,-1.680470549076602,-116.51916710396803,-183.5101899886554,SUV,-79.33759478138558,0.36528786164380034,131.71653320586267,Not Sold,-192.44541695952665,38.26659696528228,-0.011047511253178028,-121.76066197325623,1.725322763282795,-24.826573153120357
3.1905412479588238,-24.61757791564427,-100.66342888808822,19.570559724726138,-0.5437632643862251,168.02233416448414,86.44374608892578,-164.13871827820788,0.27976937538032615,92.47029463977353,31.580174103976887,Sedan,61.16844799720823,-0.21879930612111076,-248.81321807076992,Not Sold,66.62880244314094,87.6533188989801,0.22559395229611154,151.7347285202389,-0.07541798515696739,27.477213156305442
-0.019240909423085095,101.88415893963307,83.33005128568607,-67.56044956524678,-0.5891025200803097,-31.466292355063153,69.87323279404933,-5.279821097739426,1.8443472683677475,-105.9662381809922,-149.91028432449738,Sedan,32.67952868132459,2.1213730434575835,97.40189205755692,Sold,44.606840169137996,-25.320220381947117,0.6567422247148854,13.9080963728479,1.1404878158027696,-28.39386476238485
1.001728761147333,72.68736681970253,43.156565424772054,27.059135301563302,-1.1794141935837124,13.370399923453652,-134.20779917923,108.51501276969778,1.7135270492265957,-96.9410778641313,76.79577280827779,Truck,133.15420404578603,-1.40216439002515,-83.20272712243946,Not Sold,0.34373026166511356,28.724924111104006,-0.5161316851217175,82.26552114444439,-0.4309175921016019,-5.106722041764996
-0.9106531056369007,-29.267351915937173,-19.211359569445744,45.210926650408396,2.684060086098579,-10.977051361377239,-91.41199643047324,44.921168971140794,0.39057093795351966,49.4114432898899,44.783109805723505,Truck,67.30440678415435,0.13767741237500336,56.76529096882103,Sold,-39.780500339564526,118.06687036387218,0.5034936894085746,-118.65047090898739,0.3220667778667721,-15.246410810926061
,-173.20073034272693,334.26820794765706,64.1328474587514,-1.93079945230773,-104.20219235505088,61.123388601501816,-206.18471207796253,-0.2542809618478089,-12.217459885007768,159.783276257685,SUV,91.63210549633912,0.7367868798505237,-99.79518643477118,Not Sold,7.418827621085184,-20.31808483103196,0.7825358271922433,21.856487833906545,0.6298442227657509,-29.476199179935357
-0.15958525794856337,-4.0898598995480295,34.87603519349834,-64.05791042150261,-0.4532289093555768,1.7622502255795789,279.63326915668466,-35.58474182585356,-1.218044960258853,-10.199816369427735,-32.51987587015384,SUV,-202.27092075537234,-0.3307681668769331,50.85062022057423,Sold,2.027643283643641,102.12440567145302,0.9447963979382579,-35.778711381353574,0.11121111605457862,-154.18412845885197
0.5828381954799133,-142.85596986107205,-72.05569339604094,-107.48686141890231,0.8884696429632313,15.533741866169976,38.705876419508165,-108.83746220843324,0.9815263098669561,20.65403304690703,-28.448165585676776,SUV,58.59925564693674,1.2536962497136455,18.129438274283586,Sold,-132.74510966525682,96.96283686152375,1.0576457854966197,-99.1822982840898,1.5063614702706785,-42.59257271777284
