length,city_mpg,Car_Model_23,age,curb_weight,highway_mpg,mileage,wheel_base,width,fuel_efficiency,price,engine_size,fuel_capacity,warranty_miles,depreciation,maintenance_cost,horsepower,warranty_years,weight,Sale Status,insurance_cost,height
-105.53529376919477,128.62255670380364,SUV,-62.29275850528837,-1.3157034240974324,0.25240440954907856,-201.21445503280225,-76.70954850740142,-0.43492759697956673,-0.7323782348796843,10.696829293446543,184.79288146917256,-51.177990237985284,145.51395722966296,89.16917025259569,-53.41475318149199,-0.3895912671169534,74.88995958717587,-3.0199653389616308,Not Sold,1.083358024842548,-103.65312588516879
29.08063666496954,-87.08267056307673,SUV,-25.036685663502116,0.3454371499401918,-0.8179230856333919,-30.853298158419996,59.86150507235492,-0.2384913069609222,-0.2377850205556663,-25.448476417560673,60.13618754434978,-109.74049464033544,-104.14965082633417,-49.403551312874754,-93.67948755534064,-1.4620343079921003,-20.402787963243192,-92.95991542695376,Not Sold,-0.9136646297358726,22.83500063589308
-149.13417225819026,53.27403107097199,Truck,-75.92741460182108,-0.01431198656293953,0.8928546358923453,49.0094675955225,-39.15001106206262,-0.18715611596756404,0.8949522968975899,-9.178267815985214,-123.66456168593712,112.59341724818334,196.58564973775643,-12.959430105712972,-15.534120835746407,-0.31723255873833367,88.0258520859315,-121.72995658695318,Not Sold,-0.6241346998562997,-124.02037491811055
33.735610601185606,3.9566198446523253,Truck,46.42679181450099,0.2414066944133898,-0.7259343482020905,-178.0145272468288,-15.789616420898797,-0.2875685457223104,-2.2130608092467283,-91.24439859719537,29.65209331654281,19.69424475597933,-7.001665717023686,-21.48090314078683,-93.1862155958527,1.226484953557321,60.04655289191865,-97.30042372814206,Not Sold,1.0821221311097702,54.904412349724716
132.34870802644605,-125.59729477051043,SUV,-90.57631229071363,1.4984727883326823,0.8282414532823199,49.5803518128122,133.4639435980224,0.06261672664841927,1.0265674486289724,14.868285666561695,-123.7919080034631,57.88886991540656,95.23368923905105,-127.90082912551806,61.985479479100434,-0.6032224553093046,-199.26660623956897,-35.21541230175915,Sold,0.10706985895388638,58.37254805174526
-67.49313059432919,-46.37202810130839,Sedan,110.41190608787855,-1.5828063390031812,0.023123038803891976,-36.319659731621975,-28.719981632660474,-0.5514970623145911,0.3258307962626357,13.968481289411953,-96.42405852938649,135.97912340881413,-183.94769170248435,-70.82475734893201,-54.27111637643641,1.8795625232888884,107.39314746661141,42.38802638695901,Not Sold,-0.07438802969662298,-20.124149097929543
31.98161774569031,144.30715110827072,Truck,-224.97384220063017,-1.2291235499320181,-0.6284846228802919,-62.626542807188834,63.83041780472557,-0.7770712535711939,-0.9285822971935401,-25.60216755496659,-195.18123157334614,-85.24033070797444,-168.42016421440894,-60.84905149897437,319.8641309912497,1.7242034660223986,-54.77530884116795,-58.790721228166475,Not Sold,-0.3013975196696023,-80.99573400818664
-161.0062914584382,-109.94586127372725,SUV,-4.066909943515066,-0.9999471186900368,2.414441323436444,18.73465271556923,201.56731612088632,-0.6977458961606819,1.120180700097378,41.66555275174533,-85.22599524056318,129.32135777647596,-43.80174205071191,40.830140098356274,-7.8283455441369165,0.5392834435649128,54.439345757606596,-318.2641907585261,Sold,-0.7862552439198822,38.49152528324314
53.186226558992644,-201.88022069145086,Truck,106.28957133321721,-0.2867073739470072,1.3035723175445963,-4.788738322240634,39.99965847273296,2.2870878926189704,-0.6998295075938787,103.5160185169736,99.76084347491661,70.36254391693113,-127.51821403714257,90.18698512926528,96.33222339784297,1.517713407476831,-71.37843683130217,15.39114576815422,Sold,-0.2745366750008912,43.20313228847482
-110.83285512003356,-97.79417685516003,SUV,3.9960413245414625,-0.31448799948248485,0.23414192259778732,157.60510484876016,-91.60165179435712,-0.17523623484167794,0.8544728617042233,70.20157468630336,-53.713782250829055,95.43219279938798,143.92307233743992,-2.4683196134205234,70.01011410746536,0.5895621335145985,198.53330554938242,177.81751032833265,Not Sold,-1.4056442929628559,-145.80098161984074
