insurance_cost,width,horsepower,warranty_miles,Car_Model_18,weight,depreciation,Sale Status,fuel_capacity,maintenance_cost,age,curb_weight,mileage,fuel_efficiency,highway_mpg,length,city_mpg,price,engine_size,height,warranty_years,wheel_base
-21.926909097624176,-5.862698232246788,-0.21183086479693625,-110.05073183120354,Truck,1.3883860120751157,40.29447054055578,Sold,70.09087365327389,-0.02164546044895732,138.1580274116026,-136.19439239750878,0.012876752066494024,-175.34583687716574,57.49127101781999,-1.810899157628898,-99.59047288302084,1.7524824946069986,-73.32972524233801,11.387877536619655,-37.32359338192466,55.483840209461675
-236.3552824348321,-21.075008712973087,-0.07180990792662134,182.5532590506755,Truck,0.23602611992155637,-44.06106463311144,Sold,88.82598268019781,2.542173792122987,163.3184801029192,145.96628923599943,1.0162335478598319,187.88768093624776,-47.404248861903106,1.1216090325518788,-3.323177494970169,0.6437517729563199,-65.52454028566282,66.91550383330322,-34.891734439876586,3.706902700595475
-143.41696073340938,-61.3779866160847,-1.0577918148260992,54.43306338900919,Truck,0.12271683052483148,65.90063526888818,Not Sold,-127.62943334491517,0.3179593867707595,69.93954756226596,-59.88254779287322,-1.0568387411286972,10.478204265869035,92.60227158842046,0.08074078993621663,-2.354505177831005,-0.2486016771228889,-131.53313828607224,-13.86273318186941,16.161234665095478,-85.0205764964739
-80.98817950654659,-1.2542328924401012,0.914706533308583,32.04111484341029,SUV,1.0909206124891648,57.96220227023444,Sold,146.60275263383906,0.30814696416005455,98.63668393661179,-65.73518761973385,1.1126814192245251,100.24337133069434,-2.080092871908189,0.5279882415838814,-154.80781244460468,0.09083916984759499,32.14954000407051,97.44493883783417,-0.12588253345333375,-47.93946409551184
-82.45699383107998,30.34836727042932,-0.8427406447311737,-20.56919064643334,Truck,-1.5179936068566944,-21.27600359001268,Not Sold,-42.37107454886178,-0.5090664185704828,-52.92651785784513,-26.088557734960492,1.0509320089401593,-46.6076659321542,-83.10485782393806,0.8091265971383733,-21.00524506229792,-2.059239876666006,9.786749396693509,-5.150369040338051,-3.075276641967145,-12.29748240972631
40.55647518047413,-54.59971393786607,0.8656718944021593,55.384122410016204,SUV,0.9065638844915385,58.44706454700255,Sold,-73.0103788697389,0.013399521295975436,-112.82605028730781,42.372083350918444,0.4208290951418975,88.63121450957021,12.158279512431982,-0.12123913689434651,-35.158244533187585,-0.32627228396673635,-119.17665234713506,136.130705494958,-32.99986278241225,-57.48993013743041
68.14298917864689,125.4543996788204,-1.1223727977317222,44.24480886572748,SUV,0.8237794980590943,-140.2918975492253,Not Sold,-18.216786537822436,-1.3255665166916037,73.5142044671468,54.525723562017845,1.0663573677971543,36.059029634004176,168.6473169862086,1.530675240116075,-68.01089761417508,-0.555617132554027,-68.03168969860361,24.51654852494301,-105.65974934196531,95.38241677673952
-85.50192593738554,-61.343763779648064,0.6051762968472649,-108.24517048344484,Truck,0.035151399547875994,-100.23210319372411,Sold,22.232574728263458,-0.12536458273775908,147.27669610039047,202.35021922223825,0.15065021292071923,150.08165637595067,57.085590687455934,2.0403769214129923,198.10364848563555,0.5685113157844217,40.83104055098184,-17.94534069108674,27.25716524707544,-84.12774725529208
-12.619388126392383,174.3778759176754,0.569795276816747,151.4570202148346,Sedan,-0.11576375583311271,110.54695185914328,Not Sold,23.464813711853534,-0.7392387233757632,-26.381633967710748,98.48801981644016,-0.6603222554222172,52.33694200195706,55.232352146720295,1.3412841218028764,48.265853680851514,-0.020437599646886854,-34.72550756243211,48.36632678229758,26.569077740085557,10.780787147067342
15.854708852149981,195.0343923358824,0.8113544697449404,94.01361544182939,Truck,1.1312427122641344,-127.63567845001714,Not Sold,-38.47988441214077,-0.7588289218978542,47.188947384445115,112.88246603319465,-0.4298614467876174,177.58220589211268,133.1999058089587,-1.6680573194597326,-10.199488391819996,2.8063214142673725,-62.34481356553863,228.8234994170796,48.1905270444673,93.1542248864684
