depreciation,height,engine_size,warranty_years,highway_mpg,city_mpg,maintenance_cost,Car_Model_43,fuel_capacity,horsepower,price,warranty_miles,width,age,Sale Status,fuel_efficiency,mileage,insurance_cost,length,wheel_base,curb_weight,weight
250.1467711492265,38.31347833420506,139.8363049723654,0.6180923908743148,0.08450461891746419,1.9418425319283823,-61.84168455968001,Truck,-98.71481400657983,-168.06849644115903,-118.74425798329709,-27.495149746894086,2.1994518364775075,20.858851389390452,Sold,25.039269370382183,0.30455461281166246,90.92163612331868,176.3829781371606,-125.11296065590516,1.6963182578418483,169.2225977514904
-8.877951762709134,95.06769284544028,-164.75317042693504,0.7388694258195768,2.9788315059127948,-1.0594178940463421,137.99751074300858,Sedan,99.28179026889711,12.132852544054487,-32.45958983213043,-49.70078498024435,-1.3008641362097026,15.902207019320166,Sold,-54.55458734437075,1.0478181357926575,-184.4758921445297,-192.53476342093728,-96.55372003904627,0.675209003908095,18.44036571853853
-0.6489278675943584,-60.37621214225083,-90.43824007963136,0.04274188455821615,-0.1086620681669076,0.3062821043805062,14.249135399092982,Sedan,115.3748679013454,17.77830922389871,84.76201083869196,134.7904063634032,-0.5093052789427541,50.80622438644138,Sold,-13.385703823277556,2.8812377115463295,-102.51245793536452,19.704450625699195,-50.745608411744605,1.2543201950605471,-28.538381481743325
-152.45767980469466,61.90360523802053,102.2658495360674,1.0508586215237994,-0.41514691742385496,1.5409226278869432,73.37459427567279,Sedan,48.444112923730586,-193.77301291806998,-49.641231381482406,-31.01438108578144,1.4482056385337883,108.1685093375257,Not Sold,-7.253928039378654,1.026893294015677,-51.416527210430765,-25.757090756410182,73.09777818714488,1.0242235815802563,-21.202340977690522
41.8366747674943,103.66977136074844,15.982877132910733,2.1169191503829046,-1.3040214663565441,0.056028232196108696,86.69719991667867,SUV,134.31956171116724,138.831533865961,14.724883248020845,87.25048758645534,1.3610413568214428,89.80210113417766,Sold,22.522365334398938,1.7497454228679763,-204.45637881639286,-3.2093899958097105,-21.598792154662764,0.9994910653079963,-207.37678402314637
102.57933190750373,-88.36358647799034,-65.1792253610792,-0.767373503560643,1.7604529247340006,1.5182495984846631,-63.82407832920881,SUV,113.87872678410392,-117.69778157053032,-140.08990680928602,27.028318174857397,-1.3552786837873092,-9.626866280024013,Not Sold,-37.920633222664925,0.06425495953483056,-121.89547428483714,-162.04477975625886,136.6241691997326,1.598944347657369,92.6102751665197
258.6088862094788,-103.21123630160965,-33.21255664664961,-0.7225352913106855,3.034060308986625,-0.44050693343659586,71.28845934029047,SUV,-25.349276259351996,5.308288301341263,75.9846038779427,84.03064994663471,0.6116993322074588,-74.5257533231816,Sold,76.66413292900297,-0.8605127049315631,-96.9599736391728,30.32948403454632,74.60491104205624,0.08149257534821952,-99.63060710108648
90.11523444259305,-88.40261673359386,-24.721218223633134,0.5350145372821059,0.044086713150486456,1.3112354646854643,83.93652015053323,SUV,112.60699579290157,-27.44463977754571,-60.42677087374597,-93.82771881345712,2.116818003926693,7.458291054925819,Sold,-216.24527916152624,0.8892582115319663,-127.82108224730797,32.34251592589587,40.64469687812543,0.4822420391067368,-98.39040360023581
24.865659980218926,26.318514880595234,15.461601168738461,-1.1995052860413855,-0.8656184913644381,0.26757307670196634,-19.582607960410197,Sedan,-67.2663627400451,155.59886229401707,-11.417263265809764,-28.41441543444356,0.6037498909417763,-36.81100898197775,Not Sold,44.819883116965336,-1.2665866763472051,-106.29345346043092,99.40073157586659,-21.736860468597953,0.90356573974933,46.022391631685814
-159.5453162211912,213.73023079859595,-105.66027331110759,1.498453779464188,2.198278546366253,1.949187595067897,-32.319237214626625,SUV,-66.2440604031998,-68.69523375712623,-174.60199606616408,-8.02851662780395,0.513068329714505,130.04301355165745,Sold,-73.1840790982016,-0.8251597242806403,-150.91578525176092,-110.20867869497721,-79.58178253241495,1.1962140988162706,68.22985388487952
