height,weight,highway_mpg,mileage,length,horsepower,price,Sale Status,warranty_miles,depreciation,age,wheel_base,warranty_years,city_mpg,fuel_capacity,width,Car_Model_32,insurance_cost,fuel_efficiency,engine_size,curb_weight,maintenance_cost
-0.9451722313676745,-19.21556858548156,0.3414097051414532,-131.10983528691983,98.48458489788564,0.41327122865123506,49.199557782378086,Sold,-0.6914791349466329,-27.174254273703546,1.187659545090583,108.9029344729035,-59.38308261716288,0.2987565827351091,-248.8718964269334,-70.95990873561676,Sedan,-216.0362361766335,-146.6912770018965,83.65267169237774,-17.235173752176685,21.280172057923945
0.22686836595909082,-77.4757748541956,1.8650059970757977,-41.04287938564292,-54.41549245414401,1.5754655802958166,-96.02278210389954,Sold,2.9217102889651256,61.289457581584685,-0.5082942455211974,-116.50767883764945,-41.540983176757265,0.10498531710513365,91.3369855016547,-123.83301614124377,Sedan,-59.519363208324904,-102.31261769289605,-25.023149594438966,-28.746166535369934,-34.87808917300612
0.11475437436190278,80.12321155747397,-0.7902328242963257,69.46961956000867,17.807256255922603,-0.34419818916614636,-17.19887813687937,Not Sold,0.42091801851215266,-48.45202037732575,0.5521714774811796,26.981011352910645,-129.44676297121188,-0.5525078376386838,-13.089616248283646,-49.56567698632849,Sedan,-61.20000462476116,128.25404000850762,65.1112338043443,220.45070758805792,32.59734795294407
-0.9448065529274632,12.22854109996937,-0.4812661525460542,14.933274903729748,157.0045330386531,0.1238688856159188,64.44866219552262,Sold,-0.12826214532759472,-56.355710375613775,2.5662255527838678,17.966080690993042,136.19941465884105,-0.3220446030164702,-21.32456117329536,-69.26277572326941,Sedan,9.633082974300274,-5.763387124726765,-12.71099724087295,-108.767567855691,129.28321292580904
-0.6988845964502819,-86.63139786860995,-0.09723727587581613,-95.91230358574866,0.02466766118351025,-1.2177850677011512,203.2589690259802,Not Sold,0.4926351928615299,69.36550420451549,0.052742258297148056,-19.879800823693273,-156.9398166500572,-0.5539540964089028,98.06732722600916,-107.23111759550139,SUV,97.1278481393011,-119.21804441895468,38.14633707528906,-148.7253460070988,76.05767099852294
-0.17847496910264093,-68.64349036841564,1.1130708011453057,65.36025569049761,163.94010975148154,-0.28817114318251635,263.1535281652293,Sold,-0.465635214863482,27.9200655129283,1.2574310068839152,120.71598685123605,3.9345456447343357,0.012218977158305,-149.7856974888027,-0.38052228513675435,SUV,149.3965986799673,11.947999906018811,-20.646110542036357,-187.89821345214645,133.62898395128127
2.5756405715149717,132.33605072829647,-0.24467238272841996,-131.52691050266475,31.79801447743592,0.46194866931594264,123.06152070234593,Sold,-0.9515715769917652,76.94789663231816,0.9102804712053979,-90.27264446111958,-57.48596319788653,1.475387225962491,-48.41696198245779,38.76266132604513,Sedan,-183.81666176107413,41.17199284036385,108.77363321032689,-16.710153665215792,91.99231292681837
-0.5038270329301817,-176.08012348256295,-0.3726581415662288,60.273589051576316,-102.24290261031027,0.6853433570389826,53.835546617785305,Sold,1.3099850476251618,48.77517527976264,1.3802199361388487,42.786121764850485,42.66227994150038,-0.8684193492923342,-37.88170135654049,81.56266378550953,Truck,-19.224567981294786,19.098503752241328,122.02392790480619,-115.5243446152093,-56.16315848228447
0.9035266037143286,-162.46983047873488,0.9674373029803862,24.727293479559343,173.3916468059703,1.1527282592925416,45.02038919211271,Sold,1.5453307601305877,11.889269217324257,-0.034727708337432106,136.13013840785132,-97.28500165129317,0.0953413293437742,-22.20900659702903,-80.23614675298928,Truck,-172.13016203001564,-136.59981861368914,-118.84629876291453,35.65240690341974,142.03514473888765
0.3160477907370532,-6.511880798800599,1.771429122113237,-31.825389925031228,-40.71677156235477,0.605221271679485,61.62614455060399,Not Sold,0.6245868218745131,57.87245075905272,0.4304495028696637,34.0751057494576,49.97020343091177,-0.7406323359465815,37.182008176408054,-45.40595110206308,SUV,46.00387010092341,-79.5988634017969,-78.80280096464794,47.724897712230934,17.697137986166233
