age,fuel_efficiency,curb_weight,city_mpg,weight,mileage,length,warranty_miles,insurance_cost,highway_mpg,Sale Status,height,wheel_base,fuel_capacity,maintenance_cost,warranty_years,depreciation,Car_Model_11,horsepower,engine_size,width,price
-54.18100386668492,8.056346894344857,0.9582549760275355,42.73765420567489,186.29563358865283,-68.96480114518772,0.8774837349639922,-0.6068322853816516,-0.219679529816979,2.4121614888157743,Not Sold,-28.08955805518054,10.113659377777225,-2.015454946083104,65.86499248210193,-106.09765573222174,0.20762772315761124,Sedan,30.94442366332742,-80.11213823528502,-49.87168841020495,-145.27598723220459
159.12192360049394,25.346041772134768,1.3513126487337217,87.0570932812356,-37.02954404346334,254.89744621040796,2.3090650023691706,-0.44833619098729244,,127.18242595604575,Not Sold,122.68436171575003,68.54906227115235,0.5893125064464012,26.83803757156732,-26.992092002793278,0.26191758280333943,Truck,35.70756082106165,22.80382673149389,149.17516191330125,-21.542852820480878
-17.40290393417481,-235.2352440952191,1.5870585447611107,-142.56291130552543,71.06214003052939,145.54061180297487,1.075398267899729,-0.6348244349302135,-0.1693533544938508,-104.31585349878509,Sold,-118.78160802583137,32.329235730419036,-1.5815413154846079,-44.337830830098895,75.06396778584352,-0.31641892317730136,Truck,13.527203677411533,-37.43960043097066,-158.96699083916462,63.2506400435277
-2.784088791261371,57.58568324914781,0.605867102985239,-183.14440203935771,169.33804580855744,-135.72014686112516,-1.5089362800412849,1.666453584830912,2.520002863383761,-104.88165900499618,Not Sold,181.8805324953054,-20.033061006384624,0.664066289600928,-75.41148763637833,-39.73806275533293,-1.4257425529707195,Sedan,35.1831882998848,64.17938718421856,56.01267731703158,-68.17609242622954
-176.04343134841994,-59.077762599499096,1.150182030085489,-3.8105115011131616,126.20956013406253,46.71687891961018,-0.14929203843691702,0.7624007613747977,-0.1749388214871517,-7.021957069589679,Not Sold,-163.73061098945755,87.09282879075622,-0.09176870111706016,-48.02781151756969,-264.38531156437784,1.3998110399067751,Truck,4.8737511668849685,148.66521856803817,-100.5523107521219,125.40927958288275
-303.5670973662867,59.28568310196914,0.15538412147737157,-112.80955515889283,15.515211638833426,-88.63401192720296,0.21081798611208807,0.5278685562000545,1.0382999083815392,28.561719704921302,Sold,-286.6572363110942,-96.00229689163075,0.036464219469342085,8.207547026930593,-3.4739316895819226,1.0178809885751177,Sedan,26.258636286651125,21.864098755994277,-115.08626176173283,-215.7556019107221
-109.51044609429925,78.65665867164164,0.34709334122020913,-8.803813790968414,57.322065396161236,-252.6850997123719,1.258859476296874,-0.8748173430189286,-0.41649572756434783,54.65793543544256,Not Sold,-172.09427375201903,9.991994239728113,0.09522786649348162,62.762389643501336,-52.82400453636662,-0.13850805114297535,Truck,14.918269154743443,-37.024918963893285,89.90685976201857,-42.87505903393794
-107.73392315609533,-135.1297634171085,0.7651067174907596,-57.252612206893915,33.973796942835676,-61.59673040506936,1.702747734189537,0.7000785166313733,0.9564722952442973,-53.93286771418523,Sold,125.29471430852388,-11.641932919084336,1.2216922273481705,-148.7819705311847,41.705989598585695,1.8603319378521521,SUV,23.01338328388509,104.56089740056389,31.516167218746126,23.980906317801953
69.56451645765523,-29.643924520955363,0.23465859316642484,95.70104967874464,-24.083552297518686,-46.087716688399674,-0.13630272586747105,1.9869164263453196,-1.1011317927338224,0.7049943279274988,Sold,70.92525726323214,55.92532770905614,0.6268076692410902,95.60027806176927,6.652174691789862,0.16371675141708497,Truck,29.221136127908547,48.671333825638676,-338.13174368441145,-21.122563261591214
62.004811849219124,-169.21195866805704,0.2931530764307134,-30.806660328784623,-173.13509228292992,47.198159134863026,-0.36465466850934697,-0.19468164523880593,-0.10032977662275304,-139.85704273561305,Not Sold,-5.415140725306538,11.27423579046799,0.5514686352155455,-183.74804393560467,-91.14525844052856,-1.0506659671795213,SUV,-53.057344707301944,-171.49950411177312,15.19410840062061,-66.30694707658861
4.5566978453143765,-39.29527995068111,0.011825369268937796,93.56058292443143,-34.913014063888966,22.5223886937976,0.1383568926643816,-0.3473155510986793,-0.6859989493519951,-100.03356723646391,Not Sold,136.20122273503193,-29.772359960931794,0.0550330502940682,-66.22940312169982,26.001874061402518,-0.4718594814321409,Truck,-8.110592492188278,47.47666750872623,90.39350148757325,45.695243480895435
-45.882723436671746,-143.77077984574544,0.7188452464706035,-142.84802433522998,-186.5824675027587,109.61215163694997,0.10375940235284017,-0.22103346294208961,-0.45773166371816526,-80.90502722793997,Not Sold,-10.293346793966105,-76.5831561675362,-1.0333304130423846,109.38249752236133,19.77227436046735,0.941923544204508,SUV,131.23333370721596,-102.65202950245298,149.76128282736968,-66.26606876917889
-21.122492766402175,84.48084758016415,0.27962798735837163,-63.10139201449956,-3.107683171002248,-18.117335536462488,0.525699542147215,-1.1510062733883828,-1.7525125884002697,4.599882449292181,Not Sold,-39.03255067138202,226.3244963278759,-2.6929467788255894,13.218228489614372,88.99849906185754,-1.4249780630204272,Truck,-46.55719499574771,-53.851576307863304,25.72636285324777,-63.63448142216406
-118.03338868864381,94.55945826963143,0.5518020500562505,95.74934705603825,-146.41144607125847,89.05555510173527,0.21366627055508833,-0.4627562363495184,-1.9169773681401756,173.6976838880041,Not Sold,120.7681036298887,-119.50833097144404,0.7999440123565852,75.64139388089737,-144.3346798145312,0.4050724571034536,Truck,-51.435384389670155,-138.03591621647072,-192.56223061205006,-27.258315996458794
-156.50742365165408,56.96598544429761,1.0560876645873294,-72.76795698810045,180.18444880384425,-1.031780905660265,-0.7082783243312962,0.27304017813611614,1.8571994976712876,76.49975986055489,Sold,-13.539812347864224,-47.358703530522455,0.06201752509721059,233.4996081967804,-66.75047647939087,0.8050502905343286,Sedan,5.82826539113709,132.19672163207375,-32.038294795189444,-128.51281495819805
127.10200788864353,-114.31487589311746,0.668995897531346,-97.50861071956373,19.93152810057948,5.175288861957637,-0.9987423259487083,0.63551548696604,-0.19921311827431365,19.788943933383614,Sold,128.96597849156979,68.25257524202098,-1.0235491200336329,-154.6528673467498,26.251505611918624,0.303785357144449,Sedan,-133.85440260267345,13.525525692766587,55.86778142607917,148.15893732910016
62.90234685321688,-4.949607230209432,0.16893795904404907,-32.70232788122255,-88.81907530874425,-104.40713895243587,0.9154151528199241,1.0330339738437693,0.5633711657604404,-335.2668441790104,Not Sold,11.53263918983265,41.29613311838677,0.2997790578558924,96.78989563343134,19.288831836264873,-0.9129349533218538,SUV,74.88510138864125,44.24653152328672,-62.81111722127003,-14.667483757965948
154.62185108849738,6.996899214753884,0.17793304866727763,40.851668811383675,-162.84380904328646,66.03360319748856,0.8343258955830201,0.11747415658355032,0.052745862526498336,50.55164510515403,Not Sold,-110.14740735797194,62.2610948269917,0.3805020316405567,-31.793609496981208,215.17265897036978,-0.6569046725685578,Sedan,-66.91260886073302,-9.563173436607823,-47.19145438736456,102.96665585303353
81.87616060337771,90.00516466689075,-0.13107352542658335,15.237284820113537,49.21898007763759,42.385969976972646,0.6599839680391446,0.34699526219559185,-1.779596453450833,-214.56132514541406,Sold,-129.9717796051502,153.02242796765609,0.06936964084127017,-71.89324576775307,64.77152624616164,-0.3875214624326747,Sedan,-113.29965172372131,-18.400756891264628,32.458895754185356,32.38812861885723
-41.83931992734426,218.15590901960772,0.4142051236521501,-120.09613373178851,64.85687264678161,155.4513849224582,2.3699147347151017,2.99779175825058,2.269404481499601,-149.09175317301865,Sold,97.6562480630563,22.44321928845491,2.4056579482701403,283.4681373204499,27.896779805902245,-0.268939812504438,Truck,-37.85531936939167,-36.51232069803135,-7.765636703339676,80.20290897471725
216.18981202983986,-0.9654651705242892,0.7165305988446639,136.8422717000423,36.46739507241518,79.43645360087908,-0.8051437767688332,1.1378339296229454,1.1019038645351964,-81.44498861128228,Sold,116.49784093585916,-118.90132463726424,-1.6055181202038855,76.3895456268753,165.62951036863055,-0.4576584619368602,Sedan,19.697489681595428,-100.51775710095792,216.2060300848396,-68.77777185669554
84.64207847680929,-12.640915869375982,0.05842136474702034,-11.905097483765362,45.68112650174839,-172.10669866929948,0.3477264916596207,0.566520316149778,1.013527604494404,63.44199778254838,Not Sold,-52.5313506881483,-51.674238178108055,-1.102680698237187,-1.046750740380319,-9.345846356972997,1.4227137755477086,Sedan,66.98520059930009,-73.1997266119736,14.91085239856039,-86.83749630160031
-130.4411963459842,-57.06381254440747,-0.16956526960303087,-97.61663527848935,-47.3583795031554,76.79872114405853,0.5658448878721672,-0.5565433100318041,0.026265815868616302,144.56606753095355,Not Sold,-89.21722288494462,104.48089980115279,0.5770377374995023,136.21105887209544,-8.961023573039888,0.060228739368336344,Sedan,3.111196561679569,-6.678532809311856,-99.41154495292534,67.15341580877741
-93.60960303718379,-17.926191777123755,1.393856243343242,191.82120057560545,-143.90643784306818,12.374042592643493,0.39433794631148034,-0.4570035805927105,0.4230526260169098,-2.3450506342271957,Sold,-82.59468468395096,10.444994296710401,0.7421424430884161,7.596425614561088,-8.885996140196449,1.8084826859504526,Sedan,273.5087375619442,-116.7675961437149,69.3524631426881,-197.52573096971122
102.76842766558072,2.495792815422933,-0.09745519708524708,0.21572063049525933,138.79009291993418,-21.513185603129674,1.2496529471038391,2.357723798650822,3.1218380062836024,-5.887797251608353,Sold,-20.471255932359675,-27.656086022598387,1.418977267484665,104.945092828692,141.5528583871279,0.5702631462360039,SUV,-27.900532908608305,-128.69505641136044,135.37348515990413,13.214475627868532
18.56961283017061,-101.7867516710069,-0.025390855348482184,-0.520783997481085,78.71106681960778,120.56777142578869,-0.3549425739783805,-0.6947878462455158,-0.13988922478321703,-12.084972615234616,Not Sold,-109.19501319509644,-52.290014123246245,0.37620350478466436,-103.3697906119961,113.49383643192152,-2.3548378514365527,,-52.66950817093281,43.76371285107687,-101.63320605187099,-95.2464939519941
24.449744408617235,-155.65908456232648,0.41834374290707815,25.258171307069627,63.89150175343795,-53.4239393467009,-0.42678673058062355,0.6838558927925846,-1.7564490078858221,132.0271650923562,Sold,121.12193806278493,-184.5536514543173,1.4250600980424555,18.794455625778596,6.175982585345726,-0.1420964367153138,SUV,37.0390406407403,-76.12775996190484,42.26536267034144,-26.092668777446004
