horsepower,fuel_capacity,wheel_base,warranty_miles,depreciation,price,Car_Model_24,length,weight,height,city_mpg,width,mileage,age,insurance_cost,engine_size,fuel_efficiency,warranty_years,curb_weight,Sale Status,maintenance_cost,highway_mpg
59.02422184195392,-140.50097862735748,0.2832385372960138,-55.35690003649327,-0.5738311444737345,0.4238279660028248,Truck,-1.203900708161,29.871271880949053,13.637518864394698,-14.140337030999724,225.73764655852852,93.83259584078606,-0.5338403497493631,-101.8464303753361,1.0635335228585872,-44.36999724394399,139.94354883762426,-34.03930313377679,Not Sold,-116.03159910269815,19.038528053912625
81.08146809625516,-129.27002310289203,2.391433799998643,-21.42378556230619,-0.16623292396255585,-0.8537073890021709,Sedan,0.9092122731527559,-75.88808242163874,-65.25371721836564,-239.19597824883866,-174.22774225317465,-18.9957698117375,1.1386418861347392,139.70222562473236,1.9296716918536292,-258.993048924733,-57.746906544516264,87.25139467340558,Sold,12.369419437161962,176.86973223873756
86.75247769439758,-125.31985396366264,0.9527140005432331,-2.8483865375051316,-0.19559870852182448,-1.0312025792505743,SUV,-0.4121788920053664,29.616589288760043,-155.9553245447876,84.53585772116674,-2.53468248318524,-13.921740785957828,0.5641380058340424,-141.03469486737959,-0.17821778402158295,-48.78578842441475,-94.27517336658978,-73.97654943878416,Sold,129.5509952044832,17.850943713958564
-22.897074640983377,-9.187724880104101,0.14251879146897092,101.54203018328903,1.2935553336840722,0.32005658966217443,Truck,1.0117622122429888,4.501134182182501,7.778639344656368,-56.078889812612054,-57.21734560046471,139.73056988813917,0.39358728750396915,-9.557530167129343,-0.3721255033741663,-116.70310439961827,-32.88604319799768,80.71192869943519,Not Sold,55.24399059698786,87.66477440662688
-67.5206088766758,-90.73784394088189,2.5472558230071134,14.733587708794543,-1.4904668062785418,-1.2269634925487067,SUV,0.1411971909034998,119.19285277381546,29.455463122447835,-24.838506607678102,-68.16347503017936,186.42289748707714,2.9335201623794216,52.57202190354575,-0.47169368549023594,162.44285708268563,62.305409018682504,14.18830154762335,Sold,-139.44129890953138,-31.63197442624649
156.46846568893096,-56.74210766941595,-0.6812085896924641,-63.796918693400414,0.19158082831587075,-0.437127712766732,Sedan,-1.3571518565527263,-60.648678933869235,61.66541656163401,69.67387202441829,-42.61634781300346,-62.083993474836305,-1.9375202736220647,16.278419579940028,-1.922982793798965,-79.01542459851089,16.58510850511665,-75.66263084704678,Not Sold,-106.32803656208895,-27.692580596786016
40.87249393111463,-86.66818259251839,0.3745912577422794,-6.352885922695078,-0.3491231759311223,-0.3838911192813935,Sedan,0.829083081867138,16.891420152766955,-18.57071816522654,214.0715590106987,52.37035565748377,190.8243224238152,1.6885423649592268,87.10247964461516,1.1021959405418018,-41.74240296175366,64.12252195075087,199.13393407512555,Sold,112.78652413359605,106.64493956966024
71.91898727381876,-72.34091890740387,0.0722187268199651,136.09672342147437,0.15372336414077903,1.760881563849005,Truck,-0.19507799150983796,-13.480206586629132,73.3915194008878,5.140301637996711,-192.92517641585633,-87.66833422487433,1.372170007149491,-71.50584916031863,0.5640404647330098,-230.13727267826724,32.28620888760249,-80.93731133829316,Sold,71.25201269777018,-47.38680215632354
-151.79423902731628,-112.32464245398783,0.3734206035934979,-50.12958207792762,-0.35146521170537115,0.36980501853596603,Truck,-0.36790118829853696,-93.91605822757691,-110.21675752248277,1.0078700926613253,66.69641330355117,-67.53673161467432,-0.6571465895197472,224.11464132128978,0.1513520844814742,205.57609823464495,11.026926719272995,126.04188994182157,Not Sold,58.789624835898444,35.818576880089324
9.829503681927736,-0.3610420527727538,0.10561853241425545,121.64590321122175,2.0075460789459427,1.0265633235870686,Truck,0.11024611217219271,-270.9925606399441,59.39257960425801,161.5815690208595,-11.936497880767995,118.16264587684327,-1.8714606936178861,95.96819765489703,1.5221126467935673,2.8259047718401686,-96.13980994434615,-38.82156306027741,Sold,-31.946103736744657,19.96303633246468
