fuel_capacity,depreciation,maintenance_cost,warranty_years,wheel_base,age,Sale Status,fuel_efficiency,price,city_mpg,horsepower,Car_Model_12,highway_mpg,mileage,weight,engine_size,curb_weight,length,insurance_cost,warranty_miles,width,height
151.3476186344023,-95.65399808441364,-84.8847594225515,61.05740557109218,-24.013781131707816,-1.0489492107709741,Not Sold,57.853978089523906,-93.39333414765815,-68.68994967307871,174.35722215057467,Sedan,-0.9394373467877692,-207.60476752833358,0.20406048705880261,-16.084325803148527,93.22232249414739,-8.6654320130861,0.4632489039105102,0.5916035332653323,-8.648303112557928,-0.47329478913381917
-200.84969763922808,-211.78354721743133,249.89598284955358,-222.2464457211108,2.226478790149967,0.728565577798399,Sold,71.29699471826947,71.65299390039971,-187.21936934217314,33.80657705389817,SUV,1.5409633791014625,15.04633714013807,-0.671390128043758,57.656442840069545,-47.10458714325397,73.80488999671512,0.9830958765833778,-0.3140149178886906,-181.26873186974586,-0.48539625646240303
104.36747584145441,36.698219415813924,313.54372272253903,-79.36734572949477,135.81354585136896,1.1554207386033633,Sold,28.735272929330165,50.30866125085568,-101.89407927289753,-2.9468269839776955,SUV,-0.42350760695325285,-14.234942248061309,1.27851122023939,150.07699245425286,-79.25032810512332,89.55890359565105,0.23008915578433392,1.7606842027182963,131.55857883892753,0.10098418205115606
-74.33040930724358,-121.6977509701491,14.384417456036974,19.256510706643127,127.21494613681207,-0.45531460489370057,Not Sold,91.40734372943706,-140.15823539837706,87.73833386297262,3.4072473556411222,Truck,0.5637923964470646,11.531026813024399,-0.675774073059483,-131.54393264663184,40.135264125273004,84.09063772639685,-0.6520371083356671,0.2678674071854445,-58.665417764805106,1.2005034773976253
132.43022320285536,-144.11385416648722,51.79101296048041,38.42110321943025,-6.888079781986131,0.15993539097970946,Not Sold,29.14690480474629,126.00544089458279,91.6747046755108,45.50377051426515,Sedan,0.49181127081865356,91.51320176819279,0.9164426076377827,50.35441589690925,211.77473029532302,-121.67144326796652,0.626112662204193,1.9699400423968314,-100.6255071454305,0.46511529690400916
-171.30319512145047,87.11888734218427,39.89793119183685,-108.03276354584656,106.79361251135563,0.47762385417054704,Sold,17.92731813410273,-103.90423288069553,51.258394972459485,-53.673782120614014,Sedan,0.23786746298256473,68.17888885878928,0.7456857341535567,15.84878045435377,194.9581916898526,-64.82011035437469,-0.7066354266075994,0.5407799486107772,-154.39245348736168,2.624927354068056
-41.64934338587492,87.14412061184373,-80.53954750575274,-9.293168702738026,-110.13351598215667,1.4123186570458426,Sold,25.950170047019416,19.980052797388474,-198.58826729561682,-49.32790525342784,Truck,1.961005073490561,158.24632223515468,0.6814604568170105,-37.935779829115965,64.9076360278702,-135.28890432400468,2.7174297999502155,0.09587230576813088,22.650105206022793,0.6685318350310637
-81.94684867150103,235.3599970224346,18.92823712861383,142.10582395953077,154.59368894747362,1.186412641648138,Sold,-133.8145273015228,143.81417178735754,-81.87996909666668,-150.32215135254256,SUV,1.6063021486835674,140.11563356623918,0.4897411510444141,91.94487439941894,-100.54102080466305,-94.32999193659498,-0.5956640329482725,1.0791171644205741,13.756370478998583,-0.24838250229230618
181.47156542524624,-140.57125489844927,110.47909897117432,-8.314296836338087,105.45437246038436,0.9112413931048081,Not Sold,-92.65058759721657,-18.598514512714573,32.43134899839059,66.83690461515552,Truck,-0.6340780835413937,114.36093529181115,-0.7008454564082531,97.97225853969546,-53.459020119844816,-46.92757262159503,0.017285995023706556,1.1361316616950135,-41.20810990511101,-0.882204493261938
140.23586491980282,3.099662807438648,214.71333802953168,-21.085248946415987,-28.518151429415095,-1.1439169881229636,Not Sold,3.9670968459635967,-5.939355359302224,67.86305446388035,94.71709889273761,SUV,-0.10343552100142608,119.03620709511067,-1.4832120535270803,16.259043758259644,-89.05455274155229,-99.29532657166521,0.49891784085761426,-0.17690905004680912,-80.00707150278288,0.44928393774021463
