access_to_resources,family_support,study_group,participation,textbook_quality,study_hours,homework_completion,attendance,tutoring,extracurricular_activities,Performance,health_status,prior_knowledge,Subject_18,online_resources
0.0508533103692716,-2.221042909624751,3.0399332253329097,0.8698992485308259,-0.22002190685028006,0.8830912628628413,-2.219866436405972,-0.9178064406975615,-0.021537652938797846,0.7684211873342114,Pass,1.1609565438528098,-0.2653230778479186,Science,-0.015809782833619
0.03617587747088119,2.0572294507703455,2.0824237976421895,1.0142575259735631,0.7558409847329092,-1.179858365284252,-1.0659995002842033,1.5820844820042899,-0.7919957744117933,-0.311451904782855,Fail,0.43869259618670103,-0.2217890869173511,Math,1.7046407222107227
-0.08962036867762925,-0.6048709073043509,0.8351007028417405,-0.34876725474149345,1.6282645471424655,0.4149640000076438,1.4492662394690197,0.6576448754000905,-0.17361382188208435,0.2167984098409647,Pass,-0.4750636905954137,-0.1991079464372182,English,0.1847481779979332
0.08230645504174133,1.963339107675203,-0.530274637073567,0.8977767963366008,1.2585547974137878,0.024111360651855807,-1.9318774649428665,2.9958183907757374,1.3978350093243503,0.0779405385148396,Fail,-3.3461603151181816,0.37096308181258114,Math,-1.010624969566511
-0.1329985764556402,0.019627370787698918,0.47827737169366535,0.5471441993181793,0.4456556358160152,1.7751397042995336,0.6383847003033642,1.280351017893583,-1.5432724854790458,-0.09837653759240586,Pass,0.8446331986325356,1.66703196306405,Science,1.3887043393817073
-0.6269597603093511,-0.8558030384803483,0.5263058190925072,-0.21373691851336202,2.12647812670971,1.5298494790632768,1.6840439667255223,-0.6556478666356871,0.8732570476675557,0.06894696545435933,Fail,0.7569735250084489,0.7518328689022842,Math,0.017585662671928473
0.2726554161257639,0.44973438081611805,0.5590754762118099,1.042468838394522,-0.874406720874772,-0.7576849813060991,-1.6026077322624697,-0.11323223629199804,0.990671029613656,0.45115441894057073,Pass,-2.3699809882466623,-1.4230641757110747,Science,1.2411857842221754
-0.2172016389883215,2.073800320950869,0.6295647433479179,-1.5223454695590892,1.2267148621646615,1.0880263385940352,-0.4676630572524469,0.0033540339165134014,1.0366621221660435,-0.7144404353701422,Pass,0.37115248789688193,-0.5578128118565072,English,1.054744452388352
1.2014557099375434,0.43004943115992894,-0.8170867014134645,0.22233871121424842,1.446324382179935,0.9873443417308616,0.9122902975133383,-0.19983059193305658,1.7525517178240537,0.34815567191220176,Fail,-1.559184442907035,0.496445182546499,Science,-1.3770540543062728
-0.14036653101201224,0.46073573937774304,-0.144673352433336,0.889977733604477,0.505854879595832,0.7554181485960862,-0.28853670856480973,-1.3167997065103072,0.13479271908466914,0.5246137170976107,Pass,0.503934863301083,-0.7659202468777785,Math,0.8538015117421869
0.07819917445745864,-0.869974275122555,0.7171677551754079,-0.26925083585156456,-0.015093653364837787,-0.28657657770000033,-0.14491805562675775,0.6113976347675145,0.7322903838315968,0.6816764397081426,Pass,-1.7504459611010963,-1.6903969757348187,English,0.9743808042467922
-1.8337322178494369,0.14393487786535855,-0.41647889087236895,0.8536396367144858,-0.5010506631397352,0.8142071169624524,-0.3661395271021707,-1.8245928727945673,-1.318214809464429,-1.1630318287241272,Fail,-0.7246947425794684,0.41425233791832217,Math,0.02194371542591125
0.08206785545967689,0.7520273792808634,-0.43671582621245136,-0.45978742445962734,-0.4549814375520689,-0.2634716715246677,-0.1435979358037102,0.6190852948197325,-0.6853997803641312,-0.37060825915075946,Fail,1.8162248442281257,1.7406388575418228,English,-0.4033912907118234
