tutoring,homework_completion,textbook_quality,attendance,prior_knowledge,online_resources,study_hours,family_support,health_status,access_to_resources,study_group,extracurricular_activities,Subject_2,participation,Performance
0.3904735577666763,-0.11200614704680734,0.20585446578820002,0.7898927202902268,1.3674059148805093,-2.267484028830189,-1.9649890335174207,-0.7829371090777861,0.5243368212197259,0.5983076409575003,0.5903919997805357,0.8397136151665687,English,0.5079320890999702,Fail
0.39246960990033597,1.0278175718726155,0.626806226751267,-0.7961450737843125,0.4473950179447626,-1.397387272655719,-0.9096907603898438,-0.08652488635080414,0.21925804205712884,1.0996720528907373,0.6943516016088304,0.47020902574457385,Science,1.5741341627451908,Pass
0.7169891835559278,0.2137424016217088,-0.1617459649455429,-0.20834070298864377,0.7175651129249085,1.5623730521153287,-1.8003837511324872,0.30001972602236526,0.13263714797803206,-0.05496411302479318,1.118937727843066,-0.06416746940663187,English,2.1254284475257994,Pass
0.03854119192518765,-0.34300661563626955,0.3539248745232777,-0.21546592983297547,-1.0732252993559297,-0.6995548691383954,1.0270789360015729,0.39966335402032005,0.33964972813256,-1.054636630915865,-0.47455819779679353,-0.5413082901012539,Science,0.9423212371671419,Fail
-0.24205284894552154,-1.412679539865031,1.5793831433847085,0.0898673364353174,-2.719602792661619,-1.0435354780491426,0.022749832465576856,-0.4981694003766191,-0.8569205633905195,1.794012909650286,-1.681993136022555,0.4200400965792881,Science,0.634848943118571,Fail
-1.4741528848092351,-0.09603565765565977,1.2290250616151976,-0.04668055597552818,-0.4965090117852583,0.9250591665408513,0.25726077204347525,-0.5249604055923686,-0.1594780629221343,1.83032520491594,1.8228957661314578,-0.5474183497815858,Science,0.9807777143744865,Pass
-0.43569682254578224,0.9428563275016721,-0.41439956926837196,-0.041087665520361055,-0.655646678676791,0.12958951200298183,-0.07031538397877304,0.4875869511641658,0.2759956126565114,-0.07612475447447327,-0.27549483389641355,-2.130211833439135,Math,2.0341500400880097,Pass
-0.6561679537140712,-1.2985387949936111,0.18905020591440283,-0.06420412065481525,-1.018650271196122,-1.1908353083897387,-1.223671769775576,0.12050145875940224,-0.9674828631663781,0.3313504608537755,-2.4525314529588536,0.06550150925423301,Math,-1.1574932938006188,Pass
1.8950973229321668,0.9092499772974977,0.18776844255149017,-0.9874456246150874,0.45177255953026013,0.31441819181360403,-0.08640638834738688,0.32230438303763903,0.9816628124184121,-1.0861587708802465,0.11689051002099349,-0.10349007316158278,Math,2.5719724153923096,Pass
0.9383939100428965,-1.5040300285311623,0.7219060433123371,-0.7599746806247111,0.5849983903981798,1.3343704019450702,0.25191769809407044,0.41814917276895625,0.4089445709386963,-1.1215806463810407,1.3176366820741376,-0.005037217154684386,Science,0.3890451028946015,Pass
1.050013730719075,-0.02415083749924848,0.5347430605317839,-0.7777004979619957,-1.2051317547978673,0.8287423350053345,-1.5189813532481036,-0.5881011739455011,2.034350782685496,1.4754671223135485,-1.717289498331737,1.4321782059767085,Math,-0.08753163538695041,Pass
-0.12244541802977427,2.1909792641760553,-0.4281490642957144,0.520316578112697,-0.18513049598513365,-1.1949880772372408,0.23291629466792255,-0.04600401523890404,-0.4190488104753134,0.6975817930445755,0.03662990314981185,0.18800713730464969,English,0.8151421860038837,Pass
-0.11612463782622567,-0.08141183664735574,-0.08457691434574857,0.4004614568997502,-0.352708877636821,0.6170229319893447,0.9487154789278606,0.4271333201102989,-0.836199369396106,-0.8066795539627741,1.3203334489786689,0.8143511624728204,English,-0.591366071830128,Fail
0.9498395603206854,0.31902604939650386,-0.4768800198174231,-0.4323156289319299,0.1467437043165291,,-0.41811200373614243,-0.18577256782631427,-1.3040938200613883,-0.21813081207137888,0.4718487237532483,-1.3294108651812977,English,-0.1964316773646177,Fail
1.0050486025139622,0.4493668769628044,-0.35870873314699353,-0.30793767883592854,-1.6469537874035667,-0.037162624478703755,1.0723699265280857,-0.5713633496540352,1.8517973951759263,-1.4889761555447112,0.2725778618607059,0.33816130913858805,English,-0.6644226361941756,Pass
0.7542778168197714,-0.12081492665944231,-0.971437381173765,-0.8701602610246864,-0.7865849365964335,0.5794357439632567,0.019676852508027864,-0.47973691788886674,1.1125629876437595,1.1751940207099723,0.602620194447936,0.5390804144957959,English,-1.0576699029476333,Pass
