health_status,participation,online_resources,extracurricular_activities,homework_completion,prior_knowledge,tutoring,study_hours,access_to_resources,family_support,textbook_quality,attendance,study_group,Performance,Subject_5
-0.6861227805593922,-0.6670370523009704,0.001134000441808823,1.076457622638889,0.3201554158673481,0.17782852814849506,1.4091554241136792,,0.9989662728727448,0.36074657741191474,1.552327619121826,-0.00011765257229161613,-0.9083382427731617,Fail,English
-0.43580027452669534,2.2732323621143093,0.13641903244640635,1.6993440367784014,1.658962577683445,-1.3612996695221373,-0.9594116031643344,0.26363892129674527,-0.9348907241763449,-1.295392554196731,1.076963120005991,1.4475595467315472,1.3075802873156013,Pass,English
0.11563479026432943,-0.36315324228883317,-0.195060560317171,0.10572901335112586,-0.5169287970179354,0.20866526814885003,0.5246057885277996,0.14086355358494018,1.1733904247737459,0.41851684222199814,-0.6005477331750961,-0.41496974756174565,-0.36313890911456864,Fail,Math
-0.03803279126243877,1.979185741824825,-0.9567144683415624,-0.13258092588228756,0.6736520352465708,-1.0859947522102287,0.101800359476956,-0.9288997382433395,-0.05249028394949653,0.03362604174949047,1.804962447763338,0.5394757496123427,-0.274636133497578,Fail,Science
-0.45870788026182746,0.20632063333376183,-0.6681855109805858,-0.7472288121244667,-0.6692734022540933,0.7381837257673045,-0.5262772528625473,0.9400740927611403,0.31506002727363236,0.7370724212117373,0.10763027953074307,-1.0825759931435477,0.16186255494911161,Fail,English
-0.7451470411218929,0.714182533294041,0.44254249647185717,1.1276344404639267,-0.049339830422259985,1.0798030020249403,-0.5031778414347307,1.1039183397459258,0.4845496564219584,0.755478169090413,0.1894546245294698,-0.681340167584461,0.6230683644150895,Pass,English
0.9194812272325787,-0.10467764718485732,-1.4991916008250703,-0.7706355949125419,-1.8142504626056526,1.560430485591464,-0.5871532330936873,-0.19906060969273195,-0.9098480419624627,0.012178574248387052,0.3632441364339446,-1.7647015058606874,-0.8850087945948754,Fail,English
0.015490636092043842,2.3813887564649026,-0.5430414326911756,0.19413130965847755,-0.6855310194605283,0.30263066272608286,0.7044803536003237,-0.31992137096009027,-1.4048609940078192,-1.365092704171815,0.5075703184508145,-0.3387944965800145,1.0815665950924636,Fail,Science
0.4609425067966179,0.6604599154915359,-0.7158467687202579,-1.1292585535346404,0.6883313560182297,0.45122622516727473,-0.565979934073017,1.0058007657669463,-1.1097435012587369,-1.9752707552393654,-0.40515320499450996,-1.678418484288182,0.5521957869471145,Fail,Math
0.2936100188864892,1.5141303441951595,0.3110342218120562,-0.39580495753982936,-1.1275573986917884,0.17960117669446043,0.46429081049523657,-0.06581462234850176,0.41917690999038165,-0.6605525834733593,0.3549818303011244,1.6770812206935388,-0.09390498724593704,Pass,English
-0.8298990882748598,-0.008970446354316049,-0.07671469244721142,0.5401723329711015,1.1039062108485673,0.6541232253176633,-1.1155316821284063,-1.518710753136153,1.978480401773938,-0.2592725364359673,0.8856855409491039,-0.8838423984502827,-0.40556174432374603,Fail,English
2.4105120739770087,0.9478935768276217,-2.1881303197236313,0.861257956304798,0.08691612255671069,-0.5789485184027592,-1.349768084383064,0.02807420781991168,0.9591788262192427,0.11037817900923044,0.3437505269892042,0.859112263294499,1.6537470314680773,Pass,Science
0.7303759068719735,2.184049182719728,-0.4056527896655055,0.3274133948932137,-0.7188633617395455,-0.4424205906890937,-1.295532936677996,0.2700206516247769,-1.0020708710122863,-0.7588624608583603,-0.2976812982286398,-0.14310110657986963,0.445870430662888,Fail,Math
0.4955916420105185,-0.6780240741099686,-0.16703610327044974,0.5339985803687582,0.25369176401577903,-0.18929417134025328,-1.0954303668273906,0.6592461299494097,-0.9011748961491081,-0.8401123391157485,0.09366851542617058,1.4827637385974524,-0.6766715391225314,Fail,Math
-0.08403299357737373,0.4258491110687377,1.2838564599015385,1.8895605052954485,0.21070477740692214,-1.6704258189128307,0.548833172569675,-0.24834095520652733,1.0195367383738807,0.6629029806422467,-0.6730528930240199,-3.4057989194908735,-0.26112721062531713,Pass,Math
