family_support,textbook_quality,tutoring,attendance,study_hours,Performance,access_to_resources,extracurricular_activities,study_group,participation,Subject_13,health_status,homework_completion,prior_knowledge,online_resources
-1.2199013759095712,-0.43158105552039844,-0.1649324678177958,0.04040490642415094,-0.16863789228121348,Fail,-0.9100987036865645,1.0051325321415534,1.1095547394942713,-0.382053219588208,Science,0.10484303972797074,-0.07927983732596308,2.471442846463865,-1.584260337867903
-0.7909376503075912,1.5747202970650152,-1.3231356123493996,0.743839442904535,0.6549070500413123,Fail,-0.7091465747869259,0.022378175039475638,0.23783928377644653,-0.012239373807998768,Science,0.26321275967745883,0.42151924159581516,-0.5986360588984758,-0.4256020175862334
0.6738338397417727,-1.6123071867239414,-0.4069561584110588,1.9976849609572385,0.9445663453683643,Fail,1.950204892610286,-1.3489514470776487,0.8806300707869464,-0.9853034557655321,Math,-0.07579543035978188,-0.6528624543943808,1.7031029537283568,0.6035626840914424
0.9597701641105089,0.9576075853892451,0.07651018626757641,0.16014994217336714,-0.1981347330156751,Pass,0.21056342174194057,-0.004999662703640406,-1.0599273224986832,-0.29115856143300056,English,-0.593013974040947,0.5294180478850765,-1.944371816281919,0.04603892939517873
-0.7200670596128552,-0.8831789027750424,0.9515203242542146,1.0200840626849579,-1.5616738655597076,Pass,0.8948766650474835,-0.11611486245791369,-0.84134520949502,0.007481179033235082,English,-1.8580260214752813,-0.1843852174306316,0.2858332113470172,0.879933600367106
1.5076647554470861,-3.0129703972033837,-0.0922438937142131,1.9457543114809681,0.6205774191129497,Pass,0.18672360688911238,1.2448766463949557,-0.34748695524189177,0.09386790618232684,English,1.455927786413687,-0.8350048866831897,0.41858489441051405,1.92712505223357
0.7572269151618564,0.9540477877857589,0.341572108847726,0.938325843484771,-0.07534147914879176,Pass,0.9317281393391162,-0.7468961240521298,-1.1604865044568111,-0.7793590429060554,Math,-0.6149749296100819,-0.7402074855819202,1.6911685515716557,0.19468657202955653
1.287971567704392,0.26272787274404463,1.55397452603458,-0.19266579867422007,-1.8595067057389916,Pass,0.7422781569215577,-1.3135838715410646,-0.40783600846708956,-1.534498781102254,English,-0.3243555188365673,0.21471962896867774,1.2214188308297511,-0.24052033600442257
0.6383486623891715,-0.891427990462357,0.2958228151134926,-0.1484646229206396,0.056039783687892974,Fail,0.449792120000413,-0.787094327684371,-0.4340615778459976,0.6998555063765295,Math,0.3241424946095505,-1.1262324371708765,0.5661541070428822,0.23859199386784574
-0.3558371090078393,1.8551768359857383,1.1327577140269507,-0.6150207101209895,0.8735978621515933,Fail,-0.2477300923611095,-1.236971319134331,1.308752112651024,0.30046216443310436,English,-0.6602516649494722,-0.6669643785861167,1.5611161950634338,-0.9211548780339389
0.47853322682221217,-0.4035967634808073,0.4515903879841436,0.9961889798507279,1.8324913878254698,Fail,-0.15657218132950423,1.8716995632550522,-0.3487578185094141,-0.4054064467611431,Math,-1.5888345906094439,-0.7711374795793622,-0.577939782907542,0.821079011794441
0.31275646621497627,-0.4311627719136803,1.7012975476364567,-0.6919652657202449,0.028850289270241053,Pass,2.3252883760571854,-0.7931377590253785,0.8355257678257624,-0.8565954184316533,Science,1.5314241768232375,-0.8922128017565721,-0.46684205657819183,-0.7378018291475499
0.13265554901147172,-0.2608539444728512,0.6596429587170104,-0.40092025786647384,0.9037932903782615,Fail,-0.8168775566311313,-0.9253342605004093,1.8169243964970192,-0.9811847547691986,Math,0.617947599790875,1.1600928477790444,0.2650003189521388,-0.17726085637272357
-0.9109837516886712,-0.8136104895178542,-0.515357312467087,0.49833120598841973,-1.3363497890811893,Pass,-0.34832323014970606,-0.044091646993252374,0.690212475717913,-0.19444632581672974,Science,-0.577861993793144,1.250707323683724,0.022314667880432324,-1.1563547930089138
-1.7881473511518398,0.8593162386209057,-1.0063294721108431,1.6314763920233546,1.010823895432204,Fail,-0.22652267084309105,-0.38746458920518473,-0.09065588688955072,-0.03414932429631943,English,0.14398635515050212,-0.2771196727495756,-1.0572699899188303,0.7216828198154206
2.007936711070918,0.5933452272045788,-1.1834513433459148,-0.17055281836165415,-0.6235438177540369,Pass,-1.164240645930683,-0.5235700488911581,0.9397914299196537,-0.736848897795249,Science,1.3251036059828867,0.1535541593576764,-0.7041699730590846,-0.4926112090790171
0.3025679348635101,-0.4886363294775147,0.5112333682151399,-0.7500584557025894,-0.23762513373332195,Fail,0.6127914433826753,0.6707526472622551,0.211988372377266,1.6844220970251598,Math,-0.41697911367994817,-0.30129742357551315,0.3459824456355065,1.595338052643141
0.8291192869439408,-1.0169164974791458,-1.3212110960740575,-1.672570918122298,2.1123038119717488,Fail,0.6882026539737222,-1.7647752868783575,-0.4096926723233777,-0.593612988737004,Science,-0.5432094888305412,-1.3790978195566423,-1.1189860119727804,0.5121470230304688
0.7000701778613656,-1.0570679178605504,1.0156695995608542,1.312285380879913,-0.9478223175524796,Pass,0.5344774097726585,-0.8425683896583251,1.7037376411961394,-1.8596534917171712,Science,1.068053799997546,0.5596733111610256,2.0533003708097466,-0.693886966032399
-1.3084507321029204,-0.18781174951440496,-1.5098704074655347,-0.16702600628211176,1.299611900504129,Fail,-0.25714807691816116,-0.5856743195029009,-0.1396835629975571,0.06182839351058219,English,1.1995764600752115,-0.33326313904666016,-0.97941479323123,-0.6799429796627215
0.6485165595719619,-0.1860042627951435,-0.2954019767061434,-0.7843679436760767,-0.1930873798000292,Pass,1.1642161029371416,0.9168214296980439,-0.0032775592360345155,-0.5041629636314446,Science,0.7183301874876588,-2.3605745765758352,-0.8983611634299395,1.1749238748748398
0.9383592835718094,-0.5978654845926444,0.1003345395436942,0.006542400779895674,0.3792967918823881,Fail,-1.195109089929927,-1.0525070077703844,0.43933735601146295,-0.4867589612323445,Math,-1.0568043903549162,0.3038402308400753,-2.0349395314863226,-0.507641072192928
1.1094465228215633,-0.14371091011962453,1.7519859684326908,1.766363263756821,-1.2974170172337443,Pass,0.25566471160054755,-0.14847957617209337,0.33573014097972964,0.29627524826601087,Science,-0.7910993273672675,-0.4223572122982278,-0.0057655351538681565,0.71922445064323
-0.31003282584265046,-0.45824098442491623,-0.8131272580106113,1.4476608832063929,0.06518773301718696,Pass,0.33423034477726854,0.05441967849094918,1.5718079479410958,-2.1267724288873375,English,1.4951924255272275,-1.4143573150847053,0.5901216898060938,0.18185510568468816
0.5258817360812242,1.107456414951771,-0.26634323960160816,0.3163585009742848,-1.1237965931441884,Fail,1.495361851018874,-0.04665549155118061,-0.22466091772975383,-0.035144313439632625,Math,-0.5227551411852291,-0.42972669140698977,-0.25002600362601596,1.070917565477709
1.8881271220790627,-1.793562393589887,-1.2676506477588696,-0.14200305655732068,-0.19259689534442545,Fail,-0.6208247807070345,0.11323313123602151,-1.765499785707287,-0.5906845207738172,Science,1.3872933094651287,-0.7762916366576829,0.8121288676660332,-0.5492070690786776
0.4504667920726962,1.496661570167333,-1.229966915621509,0.5865625444849282,1.4140234270889653,Pass,1.1399129373295804,0.45247384421229114,0.5717950820876986,0.22078291084866825,Science,-0.7200212672616348,-0.5840515328939959,-0.6504935011186967,-0.05503285038750938
0.9323526781751458,-1.2057649709043496,0.42135833754131335,-2.091710534483818,0.6289436795374852,Pass,-0.5475392679668721,-0.49829790280221586,0.022736461031408316,-0.9080410325362648,English,1.326269068637483,0.3550678117586245,0.8244622653629363,1.5665780869048973
