attendance,Subject_17,online_resources,participation,prior_knowledge,access_to_resources,health_status,textbook_quality,study_hours,study_group,homework_completion,family_support,Performance,extracurricular_activities,tutoring
-0.28268116234587837,English,0.7367949254577871,-0.9337674518312467,0.8805935964358991,1.6880478874249225,-0.2654813332363385,1.497802876545039,0.15506563447578756,1.7455054382311845,0.36236874319599854,-1.2623942401170358,Fail,1.5131299861166496,2.147839381467702
0.3033251602692526,English,0.4472544209947771,0.9485183785204792,-0.5784186258570139,-1.23103886329238,-1.0494815021962713,0.1972688894646897,-0.18763507622405956,2.105936973713627,0.8673999627263629,0.9025922891142226,Pass,2.1659005176336326,0.8078949236168717
-0.04153213729364101,Math,-0.022743108217872482,0.8156977358242185,0.5378134691977603,-0.6515232856048487,0.36277618350830276,0.7601577138732049,1.777955843732269,2.2704038513983162,0.3895592031963593,0.4854518044474285,Pass,-0.306907358318419,-0.8056528540129902
-0.5133869417792735,Math,0.662710480970079,-1.0105603212010463,0.0025836632387386204,2.231580099595646,0.572057429234105,0.047068084778579364,-1.3109144092782825,0.919022372366594,0.760817508855377,0.30488953070933583,Pass,0.2399134213434775,-1.3232524530509133
1.3484529483791523,Math,-1.51367155795676,-0.41479968677736884,0.4983911470210604,-0.09892448863300154,0.7991456918246691,-0.36045665395614895,0.37893896540458355,2.3633963031207514,-0.5472562622875643,-1.1893698692888623,Pass,-0.5152845354558946,0.43203342975224385
-1.5752835450437352,Math,0.03769243200043178,1.4623683148533417,-1.1792267870131252,-0.6096917508031849,0.10324271549554243,-0.9019887696704924,0.8653774871150285,-0.10334849917971867,1.1847424295585278,0.40716867031887516,Pass,0.23589380452407427,1.561804009704854
-0.6446215856521406,Math,0.30571622409195026,1.0844021712092031,0.25109643528197584,-0.12152347993579592,0.6027043819161388,-0.006540916556916348,-0.3982407693702706,-2.440390788626718,0.0917436368712935,-0.8713020779631688,Fail,-1.1328026570504846,-2.3170459623815765
-0.7748652622913172,English,0.65619232125447,0.2312479034047212,0.8817113836557348,1.1497475756770499,-1.162773001028104,-1.244139157046485,0.5340115397744333,0.5931627471461155,0.18812099757490452,0.15949321563770824,Fail,0.04174322391194266,0.677403857091024
1.828490917340063,Math,-0.30013598361434635,0.3366711888162189,0.43079432012016927,-0.31966958484124336,0.19707516272347925,1.1098383696037164,1.579599275159396,0.04797004404624644,-0.02277674214741865,0.005691819881495519,Pass,0.7616276936318298,-1.0439574156698253
0.8411438559861257,Science,-0.8367302676977324,0.768413903887546,0.12056532128491011,-0.5589967119805125,-0.8224885646037443,-0.1352864455224587,0.7081417966095946,0.41912650444862287,2.48523274645335,1.7034524563149755,Fail,0.7233951202155403,0.6223800730823791
