health_status,Subject_12,prior_knowledge,Performance,family_support,access_to_resources,attendance,participation,study_hours,extracurricular_activities,online_resources,tutoring,study_group,textbook_quality,homework_completion
0.9628796648419341,English,-0.164329991948651,Pass,1.178232565222001,-0.41585829930983115,-0.49430802289407827,-0.5149139725238927,-0.1372943511531639,-0.14337929820171702,0.22334807300766912,-0.9757853227420633,0.9990798017697506,-0.2589369471774294,0.7901609307950915
-1.5010122552257614,Science,-1.2444893223073576,Pass,0.591718757104438,-0.16797572353694054,0.5752816326750214,1.0349445556428527,1.6844707970443742,1.1760221879671717,0.28471507966577203,-0.2179665513221495,-0.5657815501492993,-1.2760559838578696,0.5360210105811205
-0.35771953245185795,Science,1.3872834226169206,Fail,-0.4268723122141436,-0.23035154998461685,1.0068073843022713,0.0397192964775012,0.331208058328633,-0.23404529825038378,1.4446571792990874,-0.5468012525137875,-0.08658377069471397,1.5473239412437214,0.9315075288796023
1.3473906061326775,Math,0.5957269749630363,Fail,-0.1389493988373417,-0.9962772903543553,1.1229373411374557,-1.2523982444196922,0.02727628472397393,-0.4448932244285208,0.5000396869865142,1.6753114553527988,-1.8041717046331778,-0.17256639902355886,0.13905940156827631
2.116354828893293,Science,-2.4104482133344076,Fail,-0.8447839376920905,-0.1281174035372449,-0.11021374420545098,-1.0358476691925576,-0.6442674671901812,0.7041707377689178,1.2297113920410712,-0.2521901431904514,-0.055439283088878064,-1.569750332515939,0.7670205594633359
-1.6228562610401127,Science,-0.5997940714802625,Fail,-0.5975824157199985,0.6623718834648182,1.4109297034961332,1.0309549406532204,0.009460411429847316,-0.3169720832422889,2.281566454177096,-1.8447807419972777,0.5300114986387106,1.1656327634078274,-1.8287664800831873
-0.751898062563321,Math,0.3528286240332757,Pass,-0.5531098421978486,0.9365984029247166,-1.570798079911415,-0.5386578244752059,2.9651060105762608,-0.8379830739101379,-1.4251242091875478,-0.684955309701043,0.09187020755524727,1.5732391969670785,0.015260590031564462
0.9298289181847103,English,-0.42357402018322005,Fail,1.9618740608510057,-0.19887085198104043,0.22837296524957423,0.38781136558513896,0.7829526431607864,-1.2701705039463231,0.06785893712906046,1.5933281742484506,0.8891876888618573,-1.2994531382987238,-0.20675185596619974
-0.3589590180326963,Math,-0.5024175819403524,Fail,-0.9276418402829099,-0.9089451491987787,0.5057024502166751,-0.07233577238632258,-0.7402567414308328,-0.8815959583497074,0.05184308673692005,1.1344613093352038,-0.015551928049018914,-0.10702226301756174,-2.241084363701934
1.3700973405401748,Science,0.9796502574631514,Fail,0.6423350097887193,-0.858724654400938,0.815561110485015,-0.1923573630988669,0.0016510948132903124,-2.3931591064837883,1.2126829631114915,0.22470286499691447,-0.5215260456010555,1.5868517327928655,0.5776802438193068
1.0878283215747966,English,-2.7193541572396045,Fail,0.5528676297365932,0.7001535303915082,1.7813608227909357,-1.1405322921491021,-1.6344019476144238,-0.3155634485519613,0.6649437686184081,0.6348805301499959,0.7621962692191162,-0.6882259494563802,-1.5394988561130418
-0.12424669149468161,Science,-1.0596591787543639,Fail,-1.6942698667817513,0.13873172373523313,0.4443600635622522,-0.3384099829095981,0.5259767679604134,1.2606758910017746,-0.6031604258319222,1.610849111932606,0.67808619153297,0.8205532718622067,1.5393256605808197
0.8414776237800279,Math,0.5256644735770256,Fail,0.9308173448565487,-1.0449514951932053,1.349028395318552,0.781494980584516,-1.7710588630020982,-0.48393311722042925,-1.188225510033465,-0.7410429599250656,1.0693072952106837,-0.9143278786029364,1.0878756402526206
1.1636921712967756,Math,0.5226081072862165,Pass,-1.0672642157256074,1.5420755721836306,1.8280031265639756,-0.44329002903001563,0.24603141825602265,0.673994796318461,1.531708911497783,-1.2924667913973824,-0.33193424907183144,-0.7954880077186031,0.2886149359608552
0.7361947029812909,Math,-0.3247607043537608,Fail,0.365485779172555,0.9758694703402606,1.1646966069701297,0.38107305067594754,-1.5771405804587646,-0.38936334573024756,-0.7607031818933799,1.6353209446325792,0.673374281314348,2.2279049705130456,0.5074382200498413
-0.6150414214638176,English,1.3260149329334594,Pass,1.4357806042049974,0.7028963661844464,-0.7649026692573934,-0.5102160688178564,-0.33702317491960565,0.8245987782609072,0.7527740539113748,-0.11010255382707985,0.2542981084366195,-1.506958276859919,-0.355280414657439
-0.3641029496096609,English,-0.14413261888957526,Pass,-0.085735343177146,0.36172284690753226,-0.9542228440239634,-0.6773855776118565,-1.6300682819090468,0.7535951333051699,-1.4650611428837028,0.037073546173192744,1.057698390682044,-0.46728773237983273,1.481254003543314
0.1223958172268718,Math,1.3331106607740635,Fail,-0.1309068123390608,0.08840074951645503,-0.6957555386639924,0.8138074874915103,0.6010234934616961,-1.043938376363405,-0.6996709978467067,0.0684031495360817,0.7339807904563703,0.022433646101547435,1.2570097525635675
1.260300450511091,Math,0.9497299650525388,Fail,2.0649520019343606,-1.2238327711393133,0.7874225524616987,0.7639747822753671,0.7905621486058203,0.6957056339795384,0.43175506845144707,-0.25287220343328926,-0.9395366501071165,-1.5192987997234408,-0.5442514901408652
0.19723602231860216,Science,1.530692227916476,Fail,1.2118957522065041,0.6916358369884794,0.29401648313403955,0.7976109158171797,-0.2990252627495491,0.9532807235411549,1.3467444520407736,-1.0089923054245318,1.3986692883042247,-1.057814284383268,0.21300631992443506
-0.3785250023112019,English,1.0180630628026024,Fail,0.40744216579617465,0.4362914564307675,1.0136140036614418,0.39675513944020296,0.1884883763980538,-1.7819793115355038,1.3268952464877322,-2.894584792593523,1.23862929154947,1.2541022639313295,-0.4431925244253566
