online_resources,attendance,access_to_resources,health_status,study_group,participation,tutoring,Subject_16,prior_knowledge,textbook_quality,study_hours,family_support,extracurricular_activities,Performance,homework_completion
-0.9864439433815612,0.06076401000466716,-1.3968635960163753,-0.7836465928247168,-0.1668990617076819,-0.10554071137738741,0.24306337682162754,Math,0.9808480121461554,-1.1504828648576655,0.16189953105447763,1.0742564244150494,1.5955865073666573,Fail,1.2601970028025755
0.16740203648791852,1.6034591851632116,1.1673316083076464,-0.5161552475415537,-0.3061472668810691,1.417240078868794,1.2930830101914927,Math,-0.7883679368548515,0.410832232595489,-0.0118803008652196,1.8553035524894188,-0.4912212141067455,Pass,-0.8381443284636453
0.9313124361739079,0.4338921375753675,0.27814250695303744,1.482055052030852,-0.43448830314507775,1.0963409189473738,-0.7522254247441111,Math,0.06340591574536349,0.8951301299407384,1.0085447498724067,0.7566690350666804,-0.18392533463208027,Pass,-0.345447865571187
-0.32398930565829215,0.41178453728838615,-0.16982359752660758,-0.28569510725667935,0.9155181504425335,-0.3746428056896931,-0.04078050274422451,Science,1.0782737028914744,1.6660348457871452,-0.056125388775175436,-0.14058319340054212,-0.2576532206838028,Pass,0.6422923588676418
-0.6684532182486148,-0.6547631727784337,0.8036630912254202,-0.9133854395705565,-1.442384593223272,-1.8320930188773827,0.45456155213759736,English,0.3234169708974955,-0.3885269897632035,-1.926915727845306,-0.2670326703438836,-0.4762677773227849,Fail,0.3551761418749474
1.1917305382126626,1.3627272635469747,1.2622340951816517,-0.15579578943488423,-0.2076307093278007,-0.6396311517409834,0.40083780148889797,Science,-0.9856560623399611,0.9124195024499473,-2.0474973021032947,-6.466212559861838e-05,-0.6858966202798955,Pass,-1.055257264501314
0.7135250243861958,-0.34517510946490837,2.0968174083983877,-1.4527973918076067,1.0355300233354272,1.6584335425032692,-0.4879044486415922,Science,-1.219611947348844,1.2382653468214815,1.0871986743736275,-0.07228450277667661,0.16928500830482276,Pass,1.4109377525706464
-0.03246832950591615,-0.6900532513763681,0.1726704956554742,-0.5422628861848052,1.5868282502644397,-0.3825644693478966,0.857381242206437,English,-1.367406344046864,1.5323697404424514,-0.19732456021461264,-0.5056364143660191,0.32053009084348183,Fail,-1.1524948837990365
0.35809983120107314,0.3235690432468839,0.7478323806765985,-0.36943625736025376,-0.22766804579216823,-1.0184372479412829,0.26150949973222104,Math,-1.146806609712756,-0.985772811705874,0.7897659090389465,0.6922414792863776,-0.6068932911916214,Fail,-0.9285079491427436
-0.24702050781287505,0.7655373815171801,-1.0638280104088338,1.7606884055787904,0.2518950575613845,0.7130364333809752,0.8592718597761227,Science,-0.7371294858161563,2.2136131147394935,0.6499039097622448,0.2917319065058841,0.48511180523710506,Fail,0.02090358685175513
-1.4151980682308014,-0.9950005886662573,-0.4689873422070292,-0.18338332574371724,0.9958572854414264,1.1746421475180593,-0.5016827056679793,Science,-0.14750637808664557,-0.4535396960217412,0.26004945139451335,-0.22462410320127782,-0.7681401763602053,Pass,0.022577094899229374
1.8201303672613915,-0.32737540951904937,-0.3067116255765229,-0.7379398417609848,-0.10448246628647795,0.812950961753834,-0.30478493799449563,Science,1.7341557377895893,-1.2285156729424975,0.3230501782168051,0.6715724740981481,-1.1876005413217914,Fail,0.37745803608716916
0.5747980581813372,-0.12714807441476833,0.6826516392059409,0.34900793657343404,1.1246348271101227,1.4136635752554578,-1.291330513456965,Math,-3.0448214270096225,-0.32157323458588605,0.5466161145637586,-0.6687465503038573,,Fail,-1.4346161052875017
-0.49853747368245244,0.3700098347233479,0.9839114134098985,0.6518525471046221,0.7173693058187334,-0.6847246876730326,-0.14810701356649258,English,-0.8402575900136514,0.44458895826060535,-1.5635293492161388,1.1964740678952208,-0.9878436813484004,Pass,-0.037024076371960354
-1.1617081916220986,0.4521639974743486,-0.08746956409059688,0.10298205402043298,0.9266993689181844,-0.18903691588940694,2.3423083251819756,Math,0.22157209000019717,0.29923926494943326,-0.9456368065581859,2.184611908967702,0.16598924391505734,Fail,-0.4514332825302525
0.30220616869234546,-1.2996461847368053,-0.2654736268237744,0.52356804854727,1.1280793818708876,-0.6376541493819309,-1.4165647393138319,Science,-1.189718829050172,-0.7304303437577473,-0.2528932318981042,0.2156092117425383,-0.11355248724591889,Fail,0.17729382384591008
0.7611608762196912,0.7829027973524909,-1.0381595203600613,-1.326006205606817,-0.4505611401768075,-0.6656149689765392,-0.09199663477184847,English,-1.11300835843973,1.053802799705128,-0.40140892628487035,0.05962190924088461,-1.0536243872088464,Fail,-0.2422174292853863
-0.45791741873906394,0.5705306946022397,-0.356024647873484,0.7316960550929338,-0.004311835700967706,0.7957002461390745,-1.329035910585362,Math,-0.18092137086592291,-1.664607959290257,-0.65372063672945,-1.3073374612914805,-0.4880862401043894,Fail,-0.8070356397545885
-0.704703406547197,0.9614202396735729,2.3367244947720307,0.027104806209938142,0.5930480058705886,-1.952760094918184,0.43576818422855046,Math,0.6313271246459583,-0.612591151914083,0.06436183559106884,-1.2580381427979113,0.4600789849494304,Pass,0.6597822055722085
-2.125889316244733,-2.948775929913898,-0.511716427238044,0.7256576542526568,0.29442013529326705,0.5362156995167179,1.0968827875329923,English,1.5679462187616129,2.3321721786344938,0.8164383630605634,-0.8042685722443007,-0.042000962721785336,Fail,1.0840778959751731
-0.9207955397050795,-0.8413018352517732,1.4593880812129174,1.4330888007225666,0.07668536938366213,-1.1737050918368113,-0.7234402187568512,Math,-0.8654112281371662,0.29024210991507504,0.5134808723553012,0.09204071788308821,-1.0292218924933645,Pass,-0.5247471387264939
0.11452643315507864,-0.34873277769470745,0.7024214607816504,0.6359609117304913,2.6286501898399908,-0.8817370220166758,1.6543717974179277,English,0.8505280961933096,0.5441580122377643,-0.8270206934969602,-2.9425990929142096,1.1687681747294623,Pass,-0.011318424005947644
0.6030080228026449,0.4689109708128442,-0.8231652326280362,1.299420029385322,1.041641305795938,0.12369173351314788,0.6836589440042932,Science,-1.64266390797773,-0.9838138387035952,-1.3076269170227677,-0.016450523741866598,0.012437922080129362,Fail,1.3585459871741747
-0.23468472603484902,0.7989184880266016,-0.1743984468660722,1.2883869539943336,1.0701827159764914,1.060650587551792,0.6245919634336224,English,-0.8509154803155249,-1.1340551815377051,1.5471384198445954,0.845214338004166,0.2934474178815581,Pass,-0.6176139592604721
0.04304328402338442,0.35368110792915497,0.4393015047214392,-0.2589699332306016,2.3473017239312286,1.4987461978132433,-0.06986565394557888,Science,-0.25803196404414747,-0.014987107938143623,-0.967196557876506,0.16587636724815302,-0.6154478291892406,Fail,-1.3631053422073036
0.04323719531849855,1.463979278273328,1.4523557831329166,-1.7552568920106122,0.12894565618324522,-0.5214586414646251,0.31670920838691596,Math,-1.5771503444160468,-0.4574083599759833,-0.08299059731806471,-0.7785050930363594,-0.5775447760084502,Fail,-0.4917675819823425
0.7146149108307089,-0.5694023727758989,0.7474025551464476,0.5706293840041741,1.2040385141397885,-1.9434828247220497,-0.8329577979381764,Math,-0.42586102580729757,0.33090185738491573,0.6067035081394301,0.982504911479586,-0.6346994617400091,Fail,-1.0280305861146843
