study_group,Subject_1,online_resources,access_to_resources,study_hours,extracurricular_activities,prior_knowledge,health_status,Performance,participation,textbook_quality,attendance,homework_completion,tutoring,family_support
-0.23774546976308047,English,-0.9771381107521122,0.6730623266275569,0.6204602724127778,-0.04852160275401751,0.7338833752080258,-1.7870314620496266,Pass,0.6174479205405069,-1.2752053135249404,0.6180883207621577,-0.4664696386633164,-0.7256183091433155,0.9897875354377997
1.2238141391553683,Math,0.35230951440723884,1.4865629810108059,-2.273258296191361,1.2881075566189337,0.3754261310624549,-0.6636611845788739,Pass,-0.09100038690744816,-0.15150698557646125,0.9542948768168912,2.2373765434116404,-1.0003841879345543,-0.3102269491238496
0.6001138909058219,English,-0.1369280318943316,0.06847537311986332,0.7029661590960873,-0.30195465160726676,4.020750239283721,-2.1379463977899866,Pass,0.10368714535317845,-1.059135458898729,-0.8341771181086126,-0.4115202361224611,0.009089390134328246,-0.2428290859003883
0.7518520174151461,English,-0.04107158963651043,0.8733078056956961,1.2139432690542198,-0.556518110236494,-0.02852414591853991,-0.8159867207431244,Pass,1.099860418571689,-0.904480497394559,0.27253836195682146,-0.5574758193189453,-0.8066761248812446,-0.8090799569712545
2.681072473674067,Math,-2.1043284303402925,-0.34526818826616873,1.1354250961756829,-0.7566898328484277,0.2365589003998284,1.700480894447123,Pass,0.09781215662702956,-1.5250777175561252,-0.16242406195251713,-1.8047102580898582,1.8159709456055575,0.22636906439145474
-0.5595826699367391,Science,0.4608003845320704,-0.3788323873512415,2.5165568463394323,-0.1877006207042915,1.8703576876299908,0.5655021722906272,Pass,-1.164865645972327,-1.5988374733830244,-1.8518635481472583,1.3176444871860775,-1.04404138416962,0.8604535972249345
0.6844437396077848,English,2.1160889156941547,1.678150793608234,0.9419087337495874,2.9032027604410255,-0.43115062569659357,-1.0220996424084523,Fail,1.4667074353139962,-0.9511887840541292,-1.4540426651120653,0.7339124256824,-0.22895251667461694,0.3705354317819491
0.3135395312623297,English,-0.4156594591000895,-1.0344491969858067,-0.970111581792226,-1.1397594573317478,-0.4313395708344905,-0.4856229983304867,Pass,0.17385376670836938,-0.47557426609790787,0.4104395088793781,1.312015191447116,-2.2610749724110693,1.6140803926750662
-0.33797557752025575,English,-0.009943043247490534,-1.043484114842363,-0.952949496878008,-1.1655827956435574,-0.07454673792294757,0.6563776755865982,Fail,-1.7200923137041833,0.31194851957321895,0.5698930245214233,-0.770846071561966,0.07790611312024914,0.7229995589543995
0.3005214922341064,Science,-0.6394705065989773,2.8730082358176436,-2.8270368605792653,-0.7665063498833885,-0.23143933612848153,1.204739115650063,Fail,-0.2930512962016747,-1.372282644551041,0.06779109265610629,0.3773927391441454,0.13670034686615118,
