textbook_quality,study_hours,online_resources,prior_knowledge,attendance,access_to_resources,extracurricular_activities,family_support,Subject_8,study_group,health_status,homework_completion,participation,tutoring,Performance
-0.38771934146133546,-0.6931980139615873,-0.7249300429549145,-0.22712822348112788,1.0477921001711836,-0.9914441401009538,0.6569965637756668,0.3036423830913333,Science,0.5678202537184914,0.4171316143747644,0.39144231361693105,-1.1457045286286036,-1.301967956825293,Pass
-0.2839029377225579,0.2087245871219986,0.3324783680872338,0.6179590852412415,-0.1494720360385255,0.38368040992212676,1.0709374584144093,1.3479821027685743,English,1.475000030908229,0.04826321601380658,0.1532354274558294,-0.2875424401875985,0.18420940874342523,Pass
1.8807875261446316,1.0965873134202762,-0.28978988760600655,-0.24051171286171402,0.735059121177286,0.8719150519775248,1.4899835766929836,-1.6330287223401316,Math,0.3166418298877897,0.47479847424014154,0.7101390004089512,0.2934695414305847,-0.024068660140705005,Fail
-0.7310077816603475,0.16967668072603095,0.7337636664575855,-1.4540808400774539,-0.12398024341613204,-0.2927519582507929,-0.4718910224236298,0.6880690706248882,English,0.8699580224989869,1.371522213858711,0.842646859063827,0.8142833856690691,0.13325084936452983,Pass
0.5474325739894624,-2.095363238946623,0.34228110655266314,0.3043002426791357,-0.6631516667966602,1.428861649301208,1.0637120350165405,0.21010035105953764,Math,0.8858748412999448,0.2012934792628636,-0.9105289179065845,-0.706108063599341,-0.48588749337998,Fail
0.7736434524493984,-1.3566020367838834,1.0883507741154501,1.2437765158510605,-0.7336305742269074,0.19569503434199104,-0.0246820021153563,0.5988743649998878,Science,-1.008616013337995,0.4883118957163262,-1.8789432484591795,-0.9800236990906216,0.15056923107599265,Fail
0.571100563523851,2.4184174103303615,-0.5698866213582922,-0.09356838751099007,-0.2585654683382393,0.37087254386732893,-1.1114025884265661,-0.5737359035399546,Math,-1.0225501999782403,0.6346516126532005,1.188690420651222,-1.4176421139084114,0.2734662827475404,Fail
0.3944358026337379,0.5769620069738909,0.10317085174011219,-0.333549183599184,0.5490094057562134,-0.4291538938636985,-0.42396892987443197,-0.994053615269214,Science,1.0774187600717167,-0.37345859607658655,-0.7907803284607785,-1.3136399278392052,-0.6980050105998401,Fail
1.329246755082025,0.14504076654792541,-0.44557602685262715,1.0042236934137938,-0.9675107499581129,-0.6369532453857202,-0.6042028158648738,1.3244215526538705,Science,0.3921456949030064,-0.05712439659816966,-1.3842629201229588,-2.9188358362356146,-1.0509609893922962,Fail
1.24305544436479,1.0224728150652413,0.2762208806931259,-0.14895489552885546,-0.19121033516751143,-0.03740800628352646,-0.006558299948140078,1.283399377937332,English,0.4270271123616055,1.801548736461321,-0.3122113460107321,-0.40394270586585884,-0.797926803817101,Fail
