study_hours,participation,textbook_quality,attendance,study_group,access_to_resources,homework_completion,health_status,prior_knowledge,family_support,tutoring,Performance,extracurricular_activities,Subject_20,online_resources
-0.22329372544837842,-1.6470277221677794,-1.1598889796939162,1.3482092432788542,0.5069701965704817,0.4012941900163737,-0.16812700468231404,-0.13175708392316252,0.546511298383548,-0.8055663898864406,1.2543654984644002,Fail,-0.516334823273204,Math,0.537037339824056
1.3103934633717547,-1.0323550961789814,-0.7656481742203962,-2.2188365958625633,-0.9675449928255762,0.5445044301284407,-0.43486670721039167,-0.48639782602268195,1.056730437307329,0.7984431007308779,0.848353024874936,Fail,-0.6019785220178151,Math,0.3088355950219411
-1.482538708281454,0.27414037104924777,-1.0291043489782008,-1.0534210843746221,-1.2468311822544285,0.6456754267802228,-1.1784425250581385,-0.3399237748481755,-1.0709921576214887,-0.24320348905083994,-3.2140323972289044,Fail,-0.020483200116041603,Math,0.985580597437678
0.012322623045437388,-0.3798474967074888,0.5996615195266236,-0.19470522296300327,0.4873858462356047,-0.024651537345312103,0.38053023448176493,0.9301510713792969,-0.31758883830423457,0.758726020506091,-0.21608269940233898,Pass,-1.663832984637977,Science,0.23918358086543248
0.03346856769040027,-0.21425485456557272,0.7269696430780735,-0.4816671628405746,-0.35833718506016643,2.6386835154466888,0.9776930254850161,0.3279709578429626,1.6283052726724014,-0.35864774659006865,-0.9537790902594653,Fail,-0.6391657506831216,Math,0.713728163250741
1.3235608545250106,-0.27308326586243975,0.23827093597326757,0.22185727391310767,-0.10662807190464034,-0.6586145480741585,-1.0321940345034786,0.19540113793186142,-0.03487104117574687,0.21347588739459236,-0.4328547125008845,Fail,-0.5201913048965463,Math,1.9632612690102444
3.3829799792718283,0.7747122045913424,0.10983199663950333,0.020254761996066253,-0.4059738527378767,1.2952927282313915,0.845681331407807,-0.6974842388015835,-0.2549412124192461,0.19583913770693753,0.02157170262983204,Fail,0.990702062135708,Math,0.31477766924795647
1.0182588028676178,1.0072437611194822,-0.11306807823372687,-0.029497796152671646,-2.3410566595620677,1.6518712275778689,0.9520982530819058,1.725835553977906,1.1656159099547625,1.337396839056354,1.6238492954768509,Fail,1.4034550448340049,Science,1.4835791965389227
-0.06462200769764576,-0.6580843920215602,1.7682603337130438,-0.1923953163674362,-0.10532356685323274,-0.07937016795047887,-1.8199759155188464,-0.17757064486210106,-0.5166195813363011,1.5937360155420426,-0.7515899669226818,Pass,1.0381632234352125,English,0.9812080247493635
1.104995819264414,-1.5835132069725395,-0.5709518956017715,-0.6617077587418914,1.300148377013255,-0.14356830434184142,1.7154437777943177,-0.26573281898350454,0.6006224175355989,-0.2762112707197152,-1.6579704708152845,Pass,-0.374394209112969,Math,-0.40252605635671557
-1.7101217626529768,-0.9785347211893421,-2.095130391482106,1.5224314260472274,0.2006250608193641,0.7750862433479065,0.7913894049669992,0.292401476960534,-0.9470730613880056,0.5676120896885113,-0.5250837442798215,Pass,0.40818272484518764,Math,-0.45308109751584713
-2.2825358271767087,0.0609898323429422,-1.203895771075437,1.1803593370737275,1.1822112013761927,0.6512172817329527,-2.6178951238064103,-1.2791166672767842,1.1157745235961338,-0.11194177071722443,-0.5201323581893205,Fail,-0.8454806895719946,Science,0.6050585675194438
-0.007184734771700263,0.4175856269988448,-1.2483491837704437,-1.4210768367189819,0.23287645179827748,-0.6029898315346724,1.0522433124514379,-0.0077872319810486645,-1.9382054818690209,-0.6146008814679054,1.5724548250162296,Pass,0.26008344145895157,Math,-0.281518180137575
0.404052036945036,-0.5385461918157909,2.8283087583976885,-1.21807956036628,0.3988796951436286,-2.0384148334077548,0.1673721858702252,1.150966060591867,-0.5684532391086408,0.12945399782303865,0.30069390718104266,Fail,-0.7277020871450657,Math,0.10926465497003848
-0.8853326790695227,-0.6423463904804259,1.4087758615241348,2.1441349042496802,-0.09607047587957562,-0.8682144384541242,-0.4756292666654248,0.11119175227104998,-1.0022686067066127,0.10326174761775832,-1.782742487851635,Fail,-1.2513581951769022,Science,0.8688885128775082
0.669804102948118,-0.26992475627882256,-1.777696066007995,-1.1260484418561374,-1.3532723322247593,2.0332129787581827,-0.2807053962687886,-0.4626845519838406,-0.2524912543750364,-0.8404791642058005,0.31539317807577844,Fail,-0.40623672131984295,Math,-1.1341004369659395
0.3085717780731341,1.1348842527547305,0.7557209711665016,-0.6568005101677744,-0.044296730813764784,0.08580077821019998,0.6803081266370767,-0.6761506335270071,-0.2570641777349855,0.4329626748392876,-0.08310648576693948,Fail,-2.504075029815554,Math,0.23381087667093484
1.1651387309096428,0.5822470953818694,-0.22488517277450892,0.1687124905551412,-1.5647361291528683,-0.3362354300660674,-1.6835113626629048,1.673242516334644,-0.8824060351917572,-1.1525726840272223,0.09798975694567667,Fail,1.3202759986847619,Science,1.3351000024505006
-0.0060425618383373155,0.8133645682424031,1.5583178918594771,0.6038457917237214,0.6474428880403967,-0.5456987494766162,-0.058295438896005546,1.6145303544081575,-2.360579451473904,-1.2357798229084003,-0.08162479762864333,Fail,0.36402580142324126,English,-0.4170896260042319
1.0159115192537795,-1.1088354565984346,1.2991104031953429,-1.3082842238681804,-0.6781567534671944,0.838318225800965,0.16438581522329695,0.3157982738660941,-0.6852606802524623,0.9858501282499957,1.1626990232784524,Fail,-0.257088056003752,Science,-0.4651622404250236
-1.5340962216795757,-1.608868614219669,-0.6486537579220376,-0.998786808143937,1.5708066814239419,-2.347909896241645,2.0883205486655365,-0.8973216974701089,-0.3504427199684668,1.3691018823119137,2.319270876661794,Pass,-0.1535175400419959,English,-1.0166170509444854
-3.0771789750623992,0.691224178449958,0.9593711531433772,-1.9694443912527886,1.9513941233358605,0.13016186587771836,0.9292652795345748,-2.3920125864486543,-0.3490206287566888,0.9169128437075216,-0.6704079997237814,Fail,-1.4418281640561963,English,-0.020526064583379564
0.16706952477843365,-1.0135522654753124,-1.6480820516527033,-1.332815514856129,1.002951703792101,-0.4519499114795184,0.5989503511075016,-0.5041739509945435,-0.954956489543042,-1.0687203034349448,-1.025990673106935,Pass,0.5315270810675071,Math,1.966730359509178
-0.21735964482960932,-0.9624033192715619,-0.5062503760979993,0.6882498102381504,0.5872688962668756,-0.04863702893236587,1.2503133145363932,0.10694810314596481,-0.9459937426747987,0.12156587224910875,-0.5193976878306666,Pass,-1.0897232184201082,English,1.8414398806581151
0.7869178370708442,-1.6493804963610668,0.5814272447779687,1.17004908462076,0.5433785882727312,0.9415229004319242,0.747728666052438,-0.27218031341218946,0.9129605199976509,0.43073610442605653,-0.6029460249581567,Pass,-0.11179053310368736,Science,-0.009709934774703055
0.09268413495400911,-0.6945815068890077,0.35020254823868235,0.12409334218178751,0.8854811528823551,0.011469016666546901,0.5179774697033268,-0.8634041474569513,0.22146833271110167,0.017689019521769146,0.6580143995379197,Fail,-0.22136240143278152,Math,-1.879724998839331
-2.2053685759760207,2.043519597174219,0.3832445328869702,-1.8663092939231705,0.035846741606116006,-0.7313780541954599,-0.897632985974979,0.14798149545118125,0.8704901113250555,-0.4341630907295934,0.8535313212947188,Fail,-0.6036503288795713,Math,0.31733109593637626
