family_support,tutoring,Performance,extracurricular_activities,participation,Subject_10,access_to_resources,online_resources,study_hours,health_status,study_group,attendance,homework_completion,textbook_quality,prior_knowledge
-0.977713974543983,0.576186849352159,Pass,0.28588549136665115,-0.045420064733300076,English,-1.418230552237034,-1.2626555162133524,-0.30578623124852794,-0.40548417341296655,0.37891224048814454,-0.05850796351194692,0.41787505078047565,-2.27728260977869,2.288364413405123
0.2286272761804585,0.2606411520550162,Fail,-0.7369179267123682,1.3037217260416831,Science,-1.5560326060545102,-0.4222948159874913,-0.6578623526504507,-0.5163716981802884,0.898416045486668,0.4627183678324147,-0.7515146101321121,0.18080690222579782,-0.4443413967718992
-1.454465724321507,0.5079128878822009,Pass,-0.535577964960866,-0.08182793772193336,English,0.47213933985159096,0.9802030583963037,-1.6562031822772383,1.7012655059690176,-0.6470068828640728,0.35930663573583543,0.1405832093278631,-0.4827566323311164,-0.4547660897748792
1.8878831495513433,1.8161820750603637,Fail,-1.8692941729494352,0.8009682424526244,English,-1.0984817410166312,1.9953411315207346,-0.20692947430946604,0.5151051236362896,-0.6866404915564996,0.6865084451327306,-0.29212527368278896,0.46902645378126506,-0.8072236867933201
1.0299534144764604,-1.3979101575752393,Pass,0.7094240320777491,0.46553231721025456,Science,0.5380254797767687,-0.19172855480481255,0.4739311547473823,0.7106308536831822,0.2783758215324262,0.13042520399392127,1.4589348137786085,0.7508012779465599,-0.06686081834131125
-0.3985051460211977,0.24614748422923743,Fail,-0.24239525907788245,1.3817744896827908,English,-0.6341393762118138,-1.0503045352177471,1.335582081892652,-0.6733178358211236,0.3571033007764867,-2.0721414856100497,-1.147183085716112,-0.6848508746493298,0.1761259604199867
-0.7482730440026916,1.559928417262112,Fail,0.7537975398810517,-0.08604946733723691,English,-0.27723976611049006,-0.3611492218832496,-0.7787630274629681,-0.43645306118214533,0.1110876492392487,1.2925647611587927,-1.0196466393819175,-0.5036342257002865,-2.1415926691582117
0.21273155047244668,-1.2209748823797613,Fail,-0.8119980949457181,-0.02805009427941735,Science,-0.5332205893581585,0.5457423849238071,-0.9518788253592763,0.11950836930585702,0.627826136721773,-0.22358916995988373,-0.9385151344817028,-1.1865308792606115,-1.7031874716958553
-0.6669686807872937,-0.24570564826824187,Pass,-1.5212630868291739,0.08998863919660324,Science,0.10428179814488248,1.5988571916389285,-0.45132350322677856,-1.2997480702970465,1.835073477622441,0.559807810290611,-1.4825895696786962,-0.6646249981133109,0.9359552850989757
0.3645809084987566,-1.7016063982565932,Fail,-0.26575889600369856,-0.6566915304255647,English,-1.1824041605687958,0.9531376532000153,1.8842307629962376,-0.5414952214191977,-0.9886882021112954,-0.15988220455484692,-0.1503109814590512,0.38189740865874516,-0.2981490940153408
1.150550948071931,-0.759192738928363,Pass,0.04205449930297432,0.2619829786404174,Science,1.9493913079497946,0.0109894911208957,-1.086893996649151,1.4550757216449088,-1.2615366113337834,-1.1393358960617312,0.09451156479749195,-0.7798534213945014,1.1930769832341153
0.3487615333930035,0.9106348766950296,Pass,0.12374778083690266,-1.3641758203251986,Science,0.41179755303215415,-0.04976901551673696,0.7826888145556805,-1.857306379169782,-0.4052484241431838,0.6945977774400314,1.2511025746794657,-0.1837581775666123,-1.8854440204547347
-0.39767823612748604,0.0600879524446724,Pass,1.0076462522523442,0.3986823659819247,Science,-1.3380055174728962,0.4338867112837742,0.5032748527312952,1.7066657697791245,0.8957852976679741,-0.42226149726723167,2.6964051738393304,0.40966194573779713,-0.5387925074251024
0.2744167818482828,0.8075721887134428,Fail,1.228074682713856,0.6534404945164713,English,-2.820683504320992,0.04972671448155858,-1.4374798701003302,-2.4765227148698075,0.26021150415708094,2.1865195857894144,-1.6790607123735812,0.6287912479720481,0.7172024093669847
0.2801098717135442,0.47184929211265964,Pass,1.360440697576918,1.38496175398474,English,-2.305878282375327,-1.8794010980747733,0.7492451699696691,-0.04337096097787942,-1.7739363149425773,-0.5366451463990338,0.32429636316755894,0.9848813660691902,-2.4904351959950795
