textbook_quality,tutoring,online_resources,study_hours,access_to_resources,prior_knowledge,study_group,attendance,family_support,extracurricular_activities,Performance,Subject_7,health_status,homework_completion,participation
-1.464973041699601,0.4073278275274162,-1.0324247281645094,2.7592703709908735,-0.20067788580492552,-2.1375737920495186,0.3137974228495371,-0.961645603024073,-1.128641338236948,-0.8214292711256274,Fail,English,1.0443770953603693,-0.6576653310168361,-1.0122631480689022
-0.12187815625269446,0.42555352514806927,0.8196348836439412,-0.3999519519648658,0.1478318167559145,0.4407038380077069,1.114374755698587,0.4950594542573489,-2.3702004300825874,0.2241410142140232,Fail,Math,-1.0937792481333344,-0.6629814908884629,-0.6907646272783596
-0.40438000876407965,0.5728952122443951,-0.2824138905950839,1.376010430027477,-1.2580891090072959,1.7757783912542116,0.5223440486181763,-0.6322052672387266,0.04046460843145485,0.06880864180024417,Fail,Math,0.9261433660534936,0.1707210598525988,0.2452351775885042
-1.0924976120657732,1.9799464170562813,-0.3863546727499314,0.6929587522521061,0.7656470005497011,-1.6297005957813258,0.025026936287724004,0.24739982788273113,0.9549775482937857,0.8804874754818354,Pass,English,-2.1814930801822445,0.29963374176230956,-0.21106599789635766
0.0960215086632805,-0.7318141294645313,-0.20766470065993411,1.8141127705484794,0.9491030147673188,0.19912773730524855,0.6623078944110506,-0.4018859862438052,0.3002310736345646,0.5675183315436428,Fail,English,-2.2507202952028367,1.1461526709920664,-0.9887225111347338
0.9107033977458511,-0.14577668404651709,0.32576794684307064,0.19213732790608293,-0.24498782451354487,1.7999727607567648,-1.7591035677936675,-1.196885806980013,-0.3703044288467002,-0.2668804139919731,Fail,English,0.8846043764155327,1.2016213837697878,1.67006494688057
0.21574377307273296,-0.13022386815803183,-0.5282336708289048,1.1313491362715666,0.7709340162928158,-0.5426382544393278,0.5312472973469223,-0.09494600871167061,0.4747376342926943,0.40842914244561906,Fail,English,-1.2439968355797206,1.0516998892619287,0.4640630111726895
0.9061527797077114,-1.173012005274852,-0.47923547508497794,0.756318523548316,1.9006802801648486,0.06745758592796126,-0.39851528513391726,0.7066428376901339,1.0150288082975492,-2.497059642610065,Fail,Science,-0.9538958522000026,1.0833051151929587,-0.4511746803607584
1.2539875845795434,-1.8926111944044732,0.4627889881762854,0.04465668907371155,-1.1441395512188126,-1.111860226052778,-0.4385217504486207,0.836780422617038,0.595594184808741,1.84058030820805,Fail,Science,-0.5430759989045936,0.22787632469181576,-1.6216601368609944
0.2992864507360013,-1.061621663554605,1.3477360888558267,-0.2686638705887811,0.15926181195987577,1.2382019719968218,0.39616288618169215,0.07943387214184502,-0.12278863312576975,0.37430298098497666,Fail,Math,0.48493490997987876,0.048197271883030725,1.534997953828283
