attendance,homework_completion,access_to_resources,study_group,textbook_quality,online_resources,tutoring,prior_knowledge,study_hours,Performance,extracurricular_activities,participation,Subject_4,family_support,health_status
0.31982231177252557,0.996231645094039,0.7386341254260427,1.2378016057728471,0.10980894597871578,1.4260892377873755,1.5938585079782486,0.4709073712592309,0.9054747072699455,Fail,1.1252481906915033,-0.85120776608602,English,1.939568022462031,0.11355988055084673
-0.8851562094425012,0.1260421047591856,-0.6468597377463892,-0.47064453002682327,0.6739203691400757,-0.8697467173504653,-0.4966842575980356,-0.6299949797808562,1.333978788339938,Fail,1.000584180476114,-0.0877071153855497,Science,0.1547602323122819,-1.4523393054725744
-1.209781685190706,-1.3170666447912147,0.7646935974053245,0.35963141231934775,0.26879004187016087,-1.900326263971687,0.6752672147947252,-0.8476790783379983,0.6322132853875166,Pass,0.032116653917784455,-0.35274311882897114,Math,1.3200301222750632,2.181698548550907
-1.2881141888855592,-0.6462113100785414,1.6865933565668063,0.5899629593248128,0.1587701557094239,0.06835987731233854,-1.730640198702868,-1.473153226734829,-1.028455876625601,Fail,1.1352470410873043,-0.6552941279537038,Math,-0.7270793717361227,1.5290097986269398
0.2524843037477114,1.348945158458291,-0.6077263077432272,-0.24088484585389275,0.8181472607974675,-0.7877681665308737,0.3197520432617946,-0.5128858778888719,1.4236679781692039,Fail,1.946527775437871,-1.2252576600369665,Math,-0.8660292343269901,-0.8526076420417786
-0.8771705142147133,-2.1157895452008226,-0.2662308874690478,-1.0338867673693677,1.4450244356025146,-0.9423305646083254,0.8428126090176843,-0.09065245389064827,1.0482216573150671,Fail,-1.3668264920204263,0.7698079094757145,Math,0.8183253339489496,-1.0547221041975026
0.14131838013537446,0.03712211205586459,0.490134143790781,-0.0017774929777446442,0.3831829554101969,0.33127566054335267,-1.3890495561027199,-1.5754366045110664,-0.7294106922933494,Fail,2.256920882780195,-0.8219092256629554,Math,0.4249293775681836,0.2022797904353894
-0.5622347239745188,1.1515798747043666,2.558985747614927,0.8233830305030324,0.7886189492585701,-0.6879762195280521,0.8001981264736607,0.43493198545441936,1.4699645954037357,Fail,0.9187781047411567,-0.23445964826868756,Math,-0.3057578273237483,-0.15604454631714842
-0.5006146722983735,-0.4856013550918742,-0.4721450455391369,-1.6087138808930956,0.890435552932874,1.201046219908521,0.5784291466853092,0.5608059957142324,-0.3092785386762569,Pass,-0.26191111720523885,-0.19729042595360438,Math,0.5003464656057944,0.14902068244921585
0.6612398159395623,1.1956150425483683,0.24459907863190894,-0.38788958951623775,1.5487722066557827,0.12896002172148296,0.2545476616847794,0.28372628288241825,0.583879193375641,Pass,0.8319538873440139,0.4774337731598925,Science,0.004963387579809037,-0.10974346043321048
-0.1625215603634053,0.24502538052440204,-0.4119051487754492,0.8326350249829658,-0.45613035331141427,0.6986245908356198,-0.9902271939756729,-1.4026472331204403,-0.9008490461757905,Pass,0.8484096889314731,2.014530943890417,Math,0.634730033324999,1.7011100974569866
0.37247427067238714,0.8405135084322894,0.7606564254727793,-0.6271597796423697,0.32196884210386184,1.4626452513470325,0.8008301643203335,1.316714333235152,1.5103080732776837,Fail,1.0097853143543947,-0.38996258019084484,English,-1.823098382202903,0.41479644801512605
-1.2156458376104753,-0.3403868230096154,0.5628038622695963,0.13925970977144247,-1.1002290376518282,-0.5781946120982875,0.7147905028900268,0.5005153416765071,0.8494139841985694,Fail,1.1405237202519578,0.6693161812259184,Math,-0.3609417972577416,-0.6514491915454426
0.6661092614902262,0.7887138672082085,-0.6127606652232188,0.6092711328064466,0.4531509111275468,-0.014159114717448235,-0.07027203971853353,0.5891586444575896,-1.8131354762551233,Fail,1.765036281949991,-0.6604404276245714,Science,0.17578044397265027,1.7456708152607634
-0.5250630136271198,-1.5498183808598514,0.01589098283829256,-0.5073454731317045,-0.13419916236072127,1.4949027311866918,0.12671052170264013,1.2986522419268283,-0.7924229280254571,Fail,-1.0873884093607695,-0.15750920363256665,Science,-1.6443852062328463,-1.1494496709468107
-1.0477410448349713,-1.1740150181507594,-0.4923019239054666,0.2853632376609577,-0.13974229332445526,-0.17637271050335904,-0.7588560711824834,-0.4010443910311775,1.6129228762530912,Fail,2.1733883910116494,0.2928615147418164,Science,-0.44420878412904335,0.43797096476121294
-2.1399562906318703,0.6510041403937804,0.8345558721319237,-0.7259290353386757,-1.3898931621987007,-0.37630859045771764,0.38878356504942263,0.39543671673721886,0.46644996114740045,Pass,-1.0332913001389856,1.3110825483726547,Science,0.06264048113502393,0.8665420719056982
-0.25136510152419944,1.2729876893021002,-1.3597464067946816,2.6172136373947152,-1.8591391933881545,0.10109523171757571,-0.5234512229624407,0.45820141562329103,1.186867766639399,Fail,0.7474536721836371,-0.80126776869905,English,0.00019039560788118573,-0.3697366948686229
-1.7150092145527265,0.7308299596656935,0.4406567759879528,1.310060334139647,-0.8683041094839881,-0.4891347979750407,-0.503196831392397,0.3154074588059236,-0.6281271476096661,Pass,-0.6214331023682278,0.6144278379714846,Science,-0.3507146311598408,-0.30936752010876367
0.6023004523430169,0.5840242060602875,1.8249464853352326,-1.9197265334462839,-1.1356510129298836,1.6093733006260136,-1.1124486712415027,0.31293324787875665,-0.45090322334050836,Fail,-1.6969544706266289,0.5438606272248097,English,-1.2937585755393068,0.22377078787529692
-0.26700360999787315,-0.914804863054828,-0.3534266007749966,1.3471749965527329,0.0333073177048257,0.5521570093191622,-0.6664745398799793,-0.336521026104039,0.009549241903018136,Fail,0.44097120607333945,-0.008824301249280147,Math,0.41754296777444533,-0.01072615835485328
1.3093021515023078,-0.03808889893363418,1.1580296962161112,0.18138126476618358,-0.9691313646061837,0.42582776073691847,0.38215077071406295,1.1665181346640847,-1.7625444423273313,Fail,0.866195632835755,1.86862025942523,Math,-0.33362062922841773,-0.8492819777761663
-0.6636456825585499,-0.3889228841491002,-1.2997374370356167,0.019633922716799528,-0.4093633582590609,1.954973424186537,0.73097869673913,1.222855787929618,-1.6372543134467732,Fail,-0.2652390920950622,0.14416333385121466,Science,-0.20639244641197188,1.0289437002445607
-1.6945783647914674,0.05809550355626288,1.700828298720697,1.2324633299647456,1.7566029986307796,1.7782361487252412,0.766106811578608,-2.375767263056802,-1.324995112478449,Fail,0.270593945304398,-1.660068270384413,Math,0.5533900876987641,0.7920077685688577
0.1378425681565833,-0.7899799445078768,0.5856084494888911,0.03140939167524153,-1.0370462928043538,0.12937742172361982,1.498476874626521,0.041842927739473824,-1.052901494859293,Fail,1.4437340368125449,2.0773813299915025,Math,0.6212758325701666,0.0319899953306082
-1.4908417501703028,-0.2928989030192928,0.6964834761407412,-0.08867208913856997,-1.0583930575144809,-0.7161085349603405,1.029578361343885,-1.2531655114736204,-0.5738089304479658,Fail,0.8230198359032411,-1.4320435228473596,English,-0.3117487763768598,1.837213661397329
1.8280514238567966,0.1463692241197133,-0.4435765956093364,-0.7313034026350947,0.6888524367020245,1.9240621755191263,0.8177024095944291,-0.4503637526008995,1.1864210955456915,Pass,-0.5157434310255163,0.757758885314206,English,-0.1366964389624916,0.017984791045884074
-2.3889436626026566,0.8155733865368996,-0.35648678853272747,1.3400635523960802,0.08942565990812845,-1.11457786664522,-0.6362443727977397,-0.7181504258300621,-0.6322365346284573,Fail,1.5571773183826576,0.34838476327989426,Math,-0.2185535166967287,1.22517716688875
1.3931049434899145,0.13085107443684127,0.920357115838515,-0.13255314202441174,-0.5812924130626265,2.8153710699291588,-1.67698760715457,-0.9660768997926411,1.229355308805186,Fail,-1.932866668250397,0.3664019815095397,Math,-1.1137267166586806,0.2647732964784269
1.347305328260848,-0.270827281108773,-1.2045442935746709,-0.15804393534058112,0.8655454478500817,-0.3248288296480202,-0.11774815796177336,1.8278219105742946,1.4826939554989083,Pass,1.5156822238561893,-0.7693029242412248,English,0.5758104057918807,-1.2416879218411356
1.4654866520301293,0.2806765398059128,-0.5768490287635155,1.1902840846834684,0.7133697733971605,0.8718978602630014,-2.0635022407819803,1.509585701900822,-1.4383415433552047,Pass,0.42931487721619366,0.4202587582777842,Science,1.1746646351930337,1.7219400823289341
2.264446061814763,-0.7922030888027416,-1.4571942224925838,1.221941207682115,1.384683820417631,-0.31557819678121724,-1.265811816477607,-0.34138134411871746,0.10329418016168007,Pass,1.0989921715747075,1.4060472087530254,Science,-0.6498873757160623,-0.5648958167943947
0.27491024940328856,0.7362714648190849,-0.3721944672029696,-1.6682263165951408,0.6383463219558317,1.1205576598243108,-0.6730172183976161,0.3015808871632763,1.2590568553199264,Fail,1.3512568942863112,-2.196240212747569,English,-0.27119103684566853,0.5506686571499717
0.36975305066434394,-0.5649247585390846,0.537102592272017,-0.21200349148509384,1.0078081392486262,-1.5757386313715596,-0.18957209767950647,-0.15445273603337756,-1.194939316244348,Pass,0.0975017696560744,-0.1297588929099816,Math,0.13321055806748397,-0.27805901768765484
0.8888976539702124,-0.07543784326880065,0.02018756739964515,0.47878174959786757,0.30750964703979916,0.9200892634372553,1.4048679728748832,0.5764908569368763,-1.9436307585959116,Fail,-1.2767078256412852,1.8787044618889182,Math,-0.5193871243914805,0.13352143825177742
-1.0989227054861566,1.2180926812861086,0.602346717912799,-0.33551524117862713,-0.2974839250953913,-0.36286093476444015,0.9431898053723232,-0.24526074497917985,0.5520839757404438,Fail,0.4211813109785088,-0.9171556700157162,Math,0.5057912324278625,-1.3462038566928574
2.3766408810305903,-0.79871013303364,-0.5529519361320994,-1.3724287002375666,0.797381948922507,0.1055180204079324,-0.7968501015361309,0.8768363331133109,-1.0803221583530573,Fail,0.24412219249209896,-2.065452937208956,Science,-1.2562020939496659,1.0974482362961389
-1.2781976164589612,-0.522252582806957,0.5941085987337559,1.6897423438904502,1.6748826323653632,-0.748993846842641,0.2904450746409347,-0.31896656701019804,-1.499692381967636,Pass,-0.6791676777626519,1.9648984396631033,Science,0.012973899966363086,-0.667918242839213
0.3412264672462878,-0.434489328460646,0.11137725690024555,0.12400695835115308,0.7391885698622134,-1.518921782939642,1.3383656164839723,0.23954288097553303,0.49773182525745757,Pass,0.02731171582368465,-0.15324098203551564,Science,-0.15358988268861834,0.8348763157028624
0.27508433571915547,1.2912661108771057,0.13474961514040062,-0.9726320201190601,0.22229465354633632,0.988336922283425,-0.8834459148411294,-0.6352947387156481,-0.6202341436782718,Fail,-0.29002641680997615,0.1023096120260983,Science,0.35473543175323896,-0.24470205742285403
-0.65327462243902,1.204272758429298,-0.9377979304718611,-0.5969698369966655,1.2114566954692494,0.9657167713307538,-0.6819299377807548,-0.6918440285400417,1.1152462967847292,Fail,-0.0264947235252135,1.3291304482615676,Math,-0.6552978326745332,-0.11350584584881125
-1.1936760346524644,-0.5674128366048569,-0.6193571600782686,1.956687004153414,1.348161581804458,-1.8525913796008537,0.14707981496174843,-0.5910226183035293,-2.2572680669504277,Fail,0.4707059364102245,-0.6305764399765378,Science,-0.7481828697017514,0.2191710017764695
1.2459527417879772,-0.49262431950184954,-2.43145090311127,0.5413758215693437,0.736518036764978,1.4661006948236663,0.23743036930182618,0.5982243352833929,0.26810380687921265,Pass,-1.107613192387806,-0.7955475832231013,English,0.09459320069888442,0.2090449637106772
-1.5733988296126424,0.1785222656837721,-1.1845319441378281,0.6240311857767568,1.480964998431385,0.29053707277751395,-1.3257224836671726,-0.4981960836220126,-0.6456733583438674,Pass,-0.047206803518818764,-1.4732082302646834,Math,0.22609233615903299,-0.08339251893250688
0.7406889699823338,-1.0810230398215837,-0.6761751977011194,-1.0155937171707294,-1.2601096397462046,1.330787899021463,-0.2622051657127257,0.2178072457209178,-0.11741967572340684,Pass,-0.03204577573765245,0.8180505589026774,English,1.257991204565816,1.5204244875297575
1.1453378145690118,-0.2512018713501062,1.0109889355053654,1.3837543639500471,0.14987196913119866,0.3911159365133463,1.2894417110971157,-0.10267874253391604,0.3616178115424042,Fail,-0.7426754778201027,-1.402607538059996,English,-0.30208527316711825,1.0970413769185297
0.27352200648770675,0.610656016051223,1.0797062721821877,0.9852062599242563,-0.09344074105800093,-0.5017870511245712,-1.4026493477484199,0.41516048610549905,0.8681143457437445,Pass,-2.302093198595882,1.0959703519288517,English,1.0199975442852682,1.2337023900449688
0.6077400422964092,0.4948585926756962,0.3637720575086178,-0.2282429329302768,0.21936791601074818,3.185530692454546,2.2885825470737253,-0.2519961106268116,-0.4904606132985008,Fail,-1.7522832171432583,-0.46272821417404847,English,0.6915838860503203,1.2911646889069621
-0.1299269312308361,0.5350907038133251,-0.9967206387701042,-0.15308645090877712,0.2758342791132725,1.5921882131798357,-1.1961586179562043,0.37920075269655745,1.6755937338362414,Pass,-0.6170742534072643,-0.2213587449057048,Math,-1.850486558391386,0.3906845369284033
0.49852247609215034,-1.9528112093864534,0.5658332177647902,0.8179447799094152,-1.0051958089952486,0.7352396212900619,-0.44481292751552126,-0.6559078972787329,-1.3096656544934224,Fail,-0.9398769162149029,0.5329355944912624,Science,-0.8588024695524361,2.1143361581201545
-0.5126978994262925,1.3309946649377264,1.25113244986233,-0.5055033102273598,-0.8453085664572096,-0.38280014043044913,-0.2815300349239264,0.036704157503503775,-0.1617254629679476,Fail,0.32070678970411526,-0.5327715246519761,Science,2.648687898021686,0.00925604504589633
