attendance,family_support,study_hours,Performance,textbook_quality,homework_completion,Subject_19,study_group,prior_knowledge,participation,health_status,access_to_resources,tutoring,online_resources,extracurricular_activities
-1.4057625753569978,-0.7163089886040046,0.5401922232422405,Pass,0.392846195283389,0.04886439265338368,English,-0.9800238630289918,0.3383115089163115,-0.461544348845183,0.3793610354893887,-1.1338993496119376,-0.4409758796313746,-0.0599843318240255,-0.6097010583955735
1.0570189193419461,1.042535638295649,-2.251207660497329,Pass,-1.972784159768465,-0.6732393401858997,Science,-0.19589429905813976,0.771226062799454,0.1487254674524032,-1.9484701265047462,0.03118037675293739,0.30172140747855597,-1.4890369704191833,1.237271781815828
0.44118882804637277,-0.5902503031289139,0.11873239501430088,Fail,0.1284352205113759,1.5450347776725006,English,0.7692193200428189,-2.428953307265841,0.22456785352801606,0.4824425885987614,0.101428792499831,-0.13666338029277514,0.9839099765200214,0.30296094746559193
0.7009957804605382,0.19825070565332492,-0.7776902227188163,Fail,-0.04841372003824733,-1.0460890889161591,Science,0.7013943331784611,-0.4091961780880275,-0.195870479834013,0.8806475742346292,1.0532116860953216,0.5704314780312042,0.31312974097843527,-1.158678190838623
-2.393351417044161,-0.950963060690066,-0.05452378505537925,Pass,-0.4058043082804045,0.12307291921785635,Math,1.3503461331525695,-2.566534319335585,-0.005780138093195385,0.20026028244392646,-1.8548920475810842,-0.029938327926323217,0.20728160791727804,0.8836888426045671
0.9664894671120428,-0.16975488811438386,-0.6799964164916924,Fail,0.09859064302196606,-0.22625511493063652,Math,0.3211573898340471,0.6028041990397914,-0.3898546524228549,0.3645758083468305,-0.7532937049271345,-0.026955060732292004,-0.47039072081362826,-0.6648449805282032
0.9834252162465192,0.4460996159418198,0.7510120947093999,Pass,1.053516311592796,-0.8737892310482647,English,1.0928658201567842,0.9022679885522975,0.14505730156429836,0.25802599155316036,-0.5536103060354759,-0.5141592699436363,0.26930468011284225,0.30921961625946415
1.1694962386132108,-2.0240310261848125,-1.428140201390776,Pass,-0.6239195916086234,-1.041614391928523,Math,-0.3693447375016819,0.8433635168948734,1.345369278973191,-0.17703196619968042,-0.1370698326066367,-0.7289421052780334,-0.8415021527480433,-0.5713116006000493
1.102435769909386,-0.14131161740955406,-2.0480040215007733,Fail,-2.139809330258942,-1.5875726899505094,Science,-0.8133517124614034,-0.1691851915238331,1.201684181774294,1.779380679829967,0.3229999667314594,-0.7609680787115243,-0.45686838471353025,-0.17922791192176107
1.6718084793219299,0.44088983916261404,2.195589582056344,Pass,-1.4659748488075586,-0.9304207780809399,English,0.5988001860713096,2.2001817682477114,0.7574353811849637,1.1790792923264344,-1.9458224559934578,0.18370571047774775,-0.2196911144953486,1.6323011429887755
