extracurricular_activities,family_support,textbook_quality,homework_completion,online_resources,access_to_resources,tutoring,participation,study_hours,Subject_11,Performance,health_status,attendance,study_group,prior_knowledge
0.3023340307968187,-2.713230372010931,0.9168698129444044,0.08942909323013282,-0.13086135190709006,-1.5504046488300276,0.8619921472070631,0.13724639433919883,-2.039407825918731,Science,Fail,-0.4327218944765902,3.392694319433283,-0.17956806574330178,-0.6724803581681846
-0.5541533820738177,1.0610506593990758,-0.7982796543374977,0.16774613757546586,-0.49999825340347004,-1.5697660398547448,0.5439903321667587,-0.974070595294467,0.806975145796945,Math,Pass,-1.11461086580221,0.2343954534562095,0.9461387073051191,-1.3315575905193366
-1.247439786968149,0.7522065253773742,0.3398171656110402,-0.46037606587763946,-0.15693382506600725,1.0242453124625825,-0.2275854261175177,-1.351031799324106,0.29459116804497476,English,Fail,-1.3399153352098874,-2.3636719749125787,0.22593010047870812,-0.02093973139502406
-0.7172209729670413,2.169228254468999,-0.3816478485189083,1.0283692705576835,-2.0159037577726626,2.9431470477424346,0.4351400591119815,-0.6930098679535247,-1.2191333400937798,Science,Fail,0.7916973196041307,-0.005584310465053871,1.199748701826919,-2.066056946144595
1.6923484555550687,-0.18224998068839643,0.5550188643469575,-0.32505950064225314,0.03620814362949266,0.822089439508147,-0.7413165705596827,-0.5155982393437091,0.03690163705748317,Math,Fail,1.7243661960443173,-1.201852478000235,0.3957979448174398,-0.8537995647807906
0.5189153316349431,0.04909611986275254,0.423632086890937,1.1525441445261573,-0.13657301499551588,0.3715010813084558,0.7453765565146111,0.8015019351197668,0.17538548492585906,Science,Fail,0.4388000172445005,0.820196968213993,-0.5944904666826686,-0.25429784523530075
-1.2603990806497618,-0.2960440712055776,1.7690363843762966,-2.5118927145012027,-0.1030204291696068,0.13261864750686397,0.38679917060597613,-0.7435210826905967,0.4083184969948727,Science,Pass,-0.07283800457410947,0.3185770172516904,-0.328578297733293,-0.1123596356073856
1.4216075274211015,-0.3355959022109338,-0.7241968253632594,-0.25084471629303745,-0.48459336292764305,1.3310578855432627,-0.868209855218807,1.4169244107703514,0.7392651345781371,Science,Pass,0.8210574064588321,0.8375766645285726,-3.839386418892043,1.1824360163753347
0.04262402723386728,-2.0166710153717418,0.39378839729898546,1.1937495311353044,0.662388677540529,-1.5880068955460622,0.370905089114567,0.5992227880049125,-0.34661052757236177,English,Pass,1.1729712604863427,1.8944222529658434,0.028755580328744045,-0.4124956506987398
0.0960971580213394,-0.3237118609876849,-0.70634152802159,-0.38963489609865565,-0.9413701429565704,-0.9378571161538247,-0.7065421593481453,-0.6778555836170976,0.7308116168519605,English,Fail,-0.3302315759065424,1.3806927809742577,0.5672790904962196,1.3896534919036283
0.3959589815415035,0.9971426295751816,0.006537338294091443,-1.561560603485573,0.047096234188356824,0.45685156800935184,0.5320638270760357,-1.5319235954462334,0.4359748104205863,English,Fail,2.3025541333931083,0.5369433463324631,-1.4014990837777996,-2.273370716636349
-0.6007336122272795,1.6114479080751292,-0.2992510663306555,1.063229879011926,-0.18361889809651646,0.14084651358517572,-1.3513098921427653,0.45185642962779354,-0.9152065575418173,Science,Fail,-1.649436495900588,-0.26961798097154877,0.5007795536481597,1.2599761724678713
-0.3038419559185173,-0.8869943823183822,-0.6322811094045024,2.44939778553282,-0.05594236596907621,-0.8065595053067788,0.14648348120965837,-0.18362898781425638,0.28319125273930584,English,Fail,-1.0663010032267766,0.45600972019553476,-1.1898910581737583,0.524105055115707
0.39722313429975,-0.9089105861494481,-1.0567209712322883,-0.8883032510438856,0.1376927639254684,0.19279375974953855,-0.295952626077892,2.6030516970370376,0.46066807187897724,Math,Pass,-0.5822394520615455,-0.41882337282982096,-0.5193898780866499,0.8160080738399899
0.23198851228062833,-0.2922872532744461,-0.23134169586493752,-0.1569104072017682,1.6295441067162943,-0.6798598292286867,-1.5334163525531392,0.264278569045921,0.41215072732414487,English,Fail,-0.7928993079118349,1.4955778448747887,-0.08226085768591211,-0.2007452562722723
-1.5638525381460577,1.3719743691813384,1.4643815491116916,1.116565091857259,-0.4248913461230745,-1.0456135786587653,1.1101256506849637,0.9842526783757116,-0.9057076245665002,English,Fail,0.13693472797490838,-2.720264864628293,1.0603867737330466,-1.017873041708164
1.176563134467737,-1.2916304106365313,-0.1517833282153178,-0.9465729614983,0.786560757907841,0.5010472853630719,0.21277862676128886,-0.4820234280409585,-0.7126265339699901,English,Fail,0.6973262183220675,1.4375069223979626,-1.5799472177793066,1.9094775612569845
0.7731935352379404,-0.15503871931598753,-1.393025380426622,0.22319059452033452,-0.813754137316264,0.6284805569551303,0.6010206151740911,-0.7710649831600165,1.1618148911349226,English,Fail,-0.22132208709849832,-0.19171385712013037,2.5916758700917946,-0.028789238931846643
0.5564555586593416,1.6850195260706187,-0.49787906218298905,0.4735599189310673,-0.4657904684283718,1.1208696392003685,0.8293593491743922,0.32000694469649454,-0.8561820158920879,English,Pass,0.8702747622199217,1.0358936343940777,-0.11275505643832054,-0.4997823388773076
-0.7140236638039285,1.1169551753174043,1.4130918562174073,0.07796644226684162,-0.8501998584062689,-0.6304063275923353,-0.3019966489986133,-0.7590811794834857,-0.18238116715056585,Science,Pass,-1.4454098810158227,1.5792887485672147,-0.1695858215252413,-0.6733801747848696
-1.3406537101818932,-0.7091304093886687,-0.4565127808648596,-1.04285063754148,1.4814353646489766,0.835969427907023,-0.7726259716229531,-0.08732186955709166,1.0170464420707959,Science,Fail,-0.5141957721953855,0.24133594491269925,-0.2973862156486232,-0.6406555626318808
0.49447053339735725,-0.5041314538723362,0.4742412134717699,-0.5009306124135463,0.7181421254691237,1.3972964984448986,0.04645141174238015,1.1488350760457282,-0.0648970742707381,Science,Fail,-1.0678943204088018,0.708122773670245,-0.14128678727391225,-2.4679643169552516
0.6510438247404072,-1.7216052960405641,1.8407206288698919,1.1953795375123317,-0.5774302783771269,2.8429830131819505,0.24893807835759713,0.9548438854014323,-0.009145509591065939,Math,Pass,1.2330158670648033,0.16828030655793558,-0.31467674124312484,-0.608251560486905
0.8752371515186772,1.0463457681040098,-0.16674741847404972,1.1380326682470407,-0.29267298957111604,0.92108699406428,0.6110308865150235,0.9163327404756352,-0.45433256696421276,English,Pass,-0.28293296554316083,-0.6231607346868855,-0.3922865219177926,-1.443189793175166
