Performance,attendance,study_hours,tutoring,extracurricular_activities,participation,prior_knowledge,textbook_quality,homework_completion,family_support,study_group,online_resources,health_status,Subject_23,access_to_resources
Fail,-1.0446171666112773,1.433169590961831,1.2068089785413343,-1.0544880938804533,-0.48457870821147403,1.7223133455102553,-0.31932876355363393,0.04589112125272119,-1.3503990375920858,-0.5897388574213858,0.2750799396024633,-0.012899888734848252,Math,0.12600154697562127
Pass,0.29536459324762726,-0.21109908060243215,0.16344560770473274,0.5253403617245813,0.6159424749519369,-0.6900802912168122,0.6511322545596231,0.24813596077804573,0.6869948581355949,0.24221928395263873,-0.6760259685535346,-0.2724300808657374,Science,0.2794819150981423
Fail,0.023126494608246062,-0.15877501340928446,0.8166586026698043,-1.358679032201208,-0.5095289859438914,2.1209115016363875,-0.25574914848863567,0.5327048444555317,-0.5956128630772173,1.6567860685613516,0.1865345878136721,0.9004239496240015,Science,-0.4663742830433579
Fail,1.248492834068287,-0.7452386474685063,0.6864913496978698,-0.720369217433812,0.5905075542799302,-1.5974028318324827,-0.19679948875423683,1.3202276351450801,-0.25844272324885176,-0.4335679185836304,0.9151635460093893,-0.24680079861379273,Science,1.1622320229413625
Pass,0.025896839735432914,0.5571932422884581,-0.10083102193914736,0.721655547692901,-1.0250424931378612,-0.251337507852209,0.786602899238429,1.7138236253980044,0.7598954930213278,0.13450257261347195,0.5100002625253386,0.6599838376200278,Math,1.421014888171415
Pass,0.24661797842620473,-0.8845634575323164,-0.23428176876890494,0.32550145865906,0.42772977262368883,1.6668602817642597,-1.9983960523727295,0.8629882635638394,0.8328004692266774,0.07960065147801405,2.2135065870153796,-1.413156243790805,Science,1.8084552534675544
Pass,-0.34848356605694225,0.9467976665374586,-0.8753419169319496,0.29165333568945784,-0.1491381337179458,0.5360546729721152,-0.8276495819386501,1.1665611607705966,0.4555286515201274,1.1161862598384051,0.0035461367895882885,-0.012235999936103427,Math,-0.33559611402603173
Fail,0.2477714742374325,1.4980153423717921,0.7966889439290027,-0.299891851582862,-0.057323360158013224,-0.2566332957153745,0.4097442491062226,-0.6948641966603104,0.8796853869323948,-0.5943668133175557,0.46512783941925323,-0.7006429432249021,English,-0.06066531497774042
Fail,0.9526632815497275,0.40584862675025446,-0.8221487442385773,-0.5558984731991289,-1.4429045869603314,-0.13040360491185604,0.21818736953208204,-1.1694399674867044,-0.6789775533376808,0.5674492389126289,1.9676691021966604,0.9401579951889163,Science,-0.49720743623066915
Fail,0.16519361964511312,-1.097278417369349,1.5564822573748038,-0.48738182846171774,0.11141409768513706,0.05104347426128122,1.1535196610473348,-0.02566396985837457,1.833693634015378,0.2180462924217294,-0.16895722416157197,0.9383260786170774,English,0.28940666141264615
Fail,0.996386261474929,-0.17666335772642525,1.3808564265721661,-0.46366836679249757,2.1838671281580773,0.3811776822190819,-0.11578642836264497,1.064379123721078,-0.8107724343847201,-0.8143392599852631,-2.1257036806183556,-0.6461442906859353,Science,-0.32328685909118804
Fail,-0.48867662708681353,-0.20644757539986938,-0.7378503370533381,-1.8031130910521964,-0.46254019640477984,1.2924555027096107,-0.5081864110706423,-1.2425266916490432,2.051033355606326,0.38680323038094694,0.007659106444827443,1.8609542551021034,Math,-0.9265779767514406
Pass,0.5919263732563123,0.5404947638357872,-1.5226606604214625,0.4156083557934439,-0.8127790531678553,0.17418156655054118,1.0216007642988887,0.19884995610866202,2.0697063524056554,0.2826304120286665,-1.628295685139666,-0.5655833204733146,Science,-0.7752215388580214
Fail,-0.48402119620221307,0.9418656191192465,-0.3932220423845587,-0.04645339091748284,-1.658128763458578,-0.6954882694431743,-0.46362604545536823,-0.12135021149261249,-0.3830431569852698,-0.280699644180977,1.1799110343544665,-1.4073193196689986,Science,-1.6673209728487957
Fail,-0.20100059715261895,-0.15850588469719698,1.2402339955626935,-2.656850568832423,0.11597171235644523,1.7041196543181736,0.6010403066522373,0.8662525270299756,-1.0114197250301546,1.9568048117214027,0.6017992317213308,0.5407677942458408,English,1.2741940377737087
Fail,1.0591230510979939,-0.3828228152306137,0.9629228273915273,1.7438122373591574,-0.6042712466232674,2.160565170791411,0.038011190464289864,0.14399418388222113,-0.8481189311932035,-1.119189014871471,-0.3449710573921599,1.4499432066581983,Math,0.63137141808883
Fail,-0.5125312287447502,-0.22244111231718489,-0.49486790628650934,-1.5123750752631533,0.46403399626563724,0.9520591709784564,-0.7589221693020397,2.382886378076052,-1.0404226458839623,-0.40278554445049597,0.37571887674793153,-1.5899385891853002,Math,-0.7783297133027423
Pass,0.3391676227590364,-0.34300136338724324,-1.8570808440770157,3.253943279479567,-0.6718980870670306,0.2970137812427225,0.5253958595362618,-1.0468527240695584,-1.6074407846884677,-0.7478059527063916,-0.981360205321271,0.737189498108172,Math,1.2077846174068596
Fail,1.3616031531646313,-0.12904288800360242,-0.22154247308630898,-0.8687582377653233,-1.8687012591265726,-0.7953425966084432,-1.3364805284203247,-0.640151801563017,1.6643078012110555,0.7475190371839913,-0.06265508692919676,-0.09672003384521659,Science,0.7030113594844467
Pass,-0.49970077735218216,0.7262552566091137,1.091637379049797,1.225666192719729,1.3960644770380077,2.182466464179198,-0.09500451605048243,0.7492835661832209,0.8656906959575824,-0.6862264352111981,-0.1540620194266899,-0.5818429854949964,Math,-1.374061536690731
Pass,0.06733972521013906,1.0479616226353263,-1.359516915356225,-0.4983341311847235,-2.3437402853304548,-0.04603780795912338,-1.1515659151977473,1.4058001779609697,-1.0980339346507368,0.38419361837078,0.20947196441293464,0.5942247889230687,Science,0.9946770827033233
Pass,-0.3433820550084552,0.33620867431874135,-1.0038123332035933,1.6248765208215585,-0.4427945494436669,0.17675411446788658,0.08496371304391014,0.33843523442331713,0.42524287508528885,1.7864168057780387,0.14727751260104288,0.6512272631838318,English,-1.8806781035757723
Pass,-0.9181728581206241,-0.41106659507717863,0.8206814031289914,-1.43418137881068,0.016246499574464106,1.03721102632504,0.7865425753629021,1.0503948364670999,-0.1727299239090534,0.8750442697973613,0.5004494170683028,1.2539043705283988,Science,0.36175076218500807
Fail,1.4583453126347958,1.2708702704552735,-0.8562238757083742,-2.022216393381282,0.6334142515805395,0.9402479558984851,1.6570415400631129,0.30062178889275587,0.35420373003873085,0.12477416957529357,0.6734053798185147,-1.316698419231964,Math,0.036253425221536864
Pass,-0.030330339010449164,-0.4216167678274129,-1.2521382842134552,1.4177054633607684,-1.4489097154471817,2.3248262357171434,-1.2600707772073756,1.4819187809520038,-0.9306734629781406,-1.4824294428171791,-1.169758156028918,0.7303742555697307,Math,-1.4212506518779493
Fail,-0.09929145400561798,-0.07519252084596582,-1.7953439125350943,-0.3501326957706566,-0.37315668160911875,-1.0612623320598562,-1.6607706008639738,0.791865462170645,-0.38317559417800945,-1.7178979179231648,0.7917596957521505,0.011591253988516034,Math,-1.1039007500161404
Pass,0.6638501671309894,0.12692644952187454,-0.3230631871294602,-1.3873843590670372,0.5669467909911219,-0.5890486447573939,-0.3755556211523035,-0.3423647653121277,-0.6054863524190032,-1.677711274371512,2.354140616795478,-1.574415335374153,Math,2.039486289971758
Pass,-0.5904603982280177,1.4499020042064035,0.6484305588868837,0.11261986158253529,-0.04308565219176646,0.2600116186719782,0.9876451213051536,1.7145107524547092,0.8671843030016696,-0.11249018761109675,1.5947070941041914,1.3047554207257799,Science,-0.6806066862703298
Pass,-0.2326658383356306,-1.4652376602862875,-0.6675583954114225,1.6982878431848554,-0.1486024638342374,0.8255550392729478,0.004214463179719288,0.058500638078144096,-1.7333132209958249,0.15169967302382634,-0.11476511209356759,0.43819887606220825,Science,-0.04216189653515981
Fail,-1.2110247693810283,-0.7703654409142172,-1.2809664835514787,-0.7835514101223119,-0.7885614605356679,0.27921377523659424,-0.28520324361145744,-0.35836329660237565,-0.4752955207101723,-0.5789989828430536,-0.18238741865361308,-1.0711616305868272,Math,-0.9524514149532919
Pass,-0.5664551283339858,0.4620394242639537,0.463466554378394,1.818182167517357,0.6059195068051666,2.518162981929205,-0.08792177177250479,1.5178145553246567,-0.6216516436093651,-1.1328850593051438,-0.7497715897666359,-1.4357273548521468,Math,-1.750063255292239
Fail,1.897814906622335,-0.8357260711397517,0.7969903995708092,-1.6855905855784419,1.333624904132025,-1.5172216573232964,-0.42201237019667226,2.077853763493377,-1.3590697887667318,-1.3624140010048207,-0.45860879956831146,1.0196006516864387,Math,-0.4457045240925574
Fail,-0.9272954125091409,-1.1808980612407758,0.5109306283837601,-0.16562227965891071,0.05699510762592787,0.4694359437108123,-2.1064198873908713,1.3122884146621625,0.8963920854655432,-0.10314538521176568,0.967544513152016,-0.5964996173579037,Science,0.06690527747336243
Pass,-1.071682602920428,-0.9504620977260988,0.6875185666730456,0.2489000688701623,0.709706472823305,1.029462970007026,-0.9881318585108118,1.0242238638948595,-0.6773882624946493,-0.589903074438943,-0.4436678678849389,-0.557799347619965,Science,-2.1184150310948144
Fail,0.9287901699408223,-1.3898114264742556,-0.20408509970965133,-0.7390565026048979,-0.7316981964922834,-0.4243607115858913,-0.7499962194890516,0.6112800291381084,0.8141542251441541,-0.4479921430386793,0.5793754832986658,-0.10521353757149848,Math,-1.0197135353062312
Pass,0.746602072542553,1.3727356580340278,-1.9188319531179119,0.39712001023126503,0.4433182411379139,2.2460704318961646,-0.6297403668652172,-0.4044584000010608,-1.0817220979635214,1.522661567480129,0.7035740173421331,0.1098167981283661,Math,0.23424721952658437
Pass,-0.7788800225904181,-0.7270166907139465,-0.43710978524798766,1.053846228078362,0.23462669559302343,1.9056759350484025,-0.09637118683608548,-0.6635053566140316,-0.466346731249129,0.14030173146252053,-0.9821620365854924,1.0198631572783652,Math,-1.1299019905828345
Fail,-1.4297683659431484,-0.5780057031926742,0.2702729779571441,0.43033773886024207,-1.1859579273403091,1.215903327176826,0.8903438323035383,-0.336988166239132,-0.13247053497986416,0.1690187047881738,-0.4495788349723325,0.6171151325041395,English,-0.858879586165312
Pass,0.6312550575211539,0.7570370962395359,0.7896550832764772,-0.8613685834612275,1.4238384793624652,-0.7389487332776805,0.8971593319902197,-1.7787947193597868,-1.505887460961871,2.028049908363862,-0.8714680810977374,1.2976824323078004,Science,-0.0960156272686128
Fail,1.2053743628605706,0.35687168606538067,0.3749995816697494,-0.6508600831628394,-1.9717743833083745,-0.4535799291579636,-0.4242172588997008,0.6307002711492218,0.8482076050600921,-0.5367325549018679,-1.4810557076944295,0.22337787590041397,Math,-1.4762556917990226
Pass,0.7164581259742399,1.8992750271461911,-1.8263492988070722,2.092540647816349,0.5763842909611196,0.5704802182035317,-0.6132712548062549,-0.1693735067378317,0.16364923458507494,-0.564536698490673,1.374102111127252,-0.5664672494547169,Math,0.46404945714628376
Fail,-0.22352352061166145,-0.08632528003635745,-2.040041847422115,0.49138166774857783,0.2646931311649414,-1.1186848636282947,-1.2716888941976303,-1.046100543455317,1.6108210088120807,0.5773971775780765,-0.15813394549204338,0.2931247553610553,Science,0.8722510634448148
Fail,0.6291486126936554,-2.162717339946214,-0.5227189379989138,-1.768917749710375,1.0073607615969142,0.8595130216351421,-0.4916494555729661,0.016196611124719464,-0.22535259779409897,-0.6082163966763292,-1.9192765265555782,0.5722285141537953,Math,-0.900332847070576
Pass,-0.4767476226420291,-0.04809234126082196,1.8029472405053688,-0.09300093224665384,-0.3606521768357136,2.8355704528830423,-0.8037043953385741,0.4689377433412797,0.25722258106911333,-0.3226607183337598,-0.42500107262579484,-0.38205184772561357,English,0.612157746606675
Fail,-1.3242458484685586,1.3728713349305819,-0.7758933126978576,1.5494647734315663,-0.957400638402414,-1.562564220397107,0.309776404338163,-0.7730203364182826,0.5095345894460211,-0.2213558779869224,-0.30474795555707285,0.48929139355721474,English,0.9925485637118917
Fail,-0.8830588054295995,-0.7117981616490263,0.31723407333801634,0.36488086444141227,0.10479256282861414,-0.7481398321067092,0.9557488430847771,-0.28165769288258014,0.41380500645569546,-0.07965956053046724,0.375047800917736,1.1634381808082053,Science,-0.8614679924271299
Pass,0.3392983992980371,0.9088481239242886,1.447098709095241,2.403895535484529,-1.1394008114008511,0.012080198160211164,0.152834447593378,0.7536145074994507,-0.6770183838996501,0.9063635850671632,-1.2389855232027396,0.29381360925961336,Science,0.8689629015750114
