tutoring,prior_knowledge,extracurricular_activities,textbook_quality,study_hours,online_resources,Subject_21,Performance,homework_completion,health_status,study_group,attendance,access_to_resources,family_support,participation
2.233170046249697,0.5433913708203141,0.9026222754521939,-1.4202003161076058,1.2821421674701097,-1.6638286222877876,Math,Fail,1.1611393483705066,0.5803282970931751,0.21317734950152173,1.1557287153785714,0.6118536998975398,-0.7622257672467866,-1.153044832739727
1.5648148552491778,-0.8955179074656175,-1.9789500753187341,0.12359706320954916,1.6344669297907994,0.7408741363590859,Science,Pass,1.0190316807953352,1.4351740171571827,-1.188565185608783,-0.600674592334308,1.2316829005573802,-0.17707606489054617,0.340179847512382
0.13986451269378372,0.569936459235723,-0.5409565246871929,-1.573028954383862,1.0079558736241159,0.3059809284690616,Math,Fail,0.3405808841515306,-0.3549870802433717,1.0888675654673126,0.7869633077035445,-1.5078955690525502,0.0010826814699671284,-0.14110773987555222
1.830203373437882,0.6811826487079576,-0.5455494097132815,-0.20794638539790233,-1.1135412007721317,1.1962688646807367,Science,Pass,-1.1970010910796975,0.5785579621902593,0.07644387763000528,0.7441468828287752,1.2336585714876245,0.5838585347376536,1.1797056155433
0.4868818633028397,1.1042910184062558,-0.03974125593329946,0.7813785164835286,1.5290876492275514,2.525652487543571,English,Fail,0.5017031231100193,0.750964889140542,0.06572640446434853,0.5691203083183927,-0.5166906941082107,-0.45011679737845567,-0.06212146127794942
-0.32408928737766973,0.7479073950041613,-0.7489577335427217,-0.06738493148685704,0.8060798462532929,-0.13545627072636382,Science,Fail,-0.13650478226301183,-0.8739191118805694,1.56890915723299,0.5602101367957003,-1.233558729027764,0.34252749837859026,-1.8524127506314565
0.20309815778855267,1.1806121504609002,-0.14000675986757846,-1.1128513119722716,0.7582010000900576,-0.4824901669410878,Math,Fail,0.8505749063382981,0.33768563068050567,-0.5038326642876033,0.0005345565404061872,-0.18802906107785594,0.5177686388985173,0.5214716543685533
-1.1680516779054897,-0.04372490973172696,1.834451861514285,0.14706559533290925,-0.1650365623900244,-0.46520107937266797,Science,Pass,1.3483134401251449,1.399611806019796,0.7417369651846707,0.3997270657845114,1.3416308198867097,2.6460819788465826,-0.8710643627167242
0.4474291526395504,0.1856402543549136,-1.1186408891104669,1.2555752852669888,0.7941477572760882,-0.17236688617185864,English,Pass,-1.1610866506289854,0.8814282747570326,0.7456276780907032,-0.7619975926411563,-1.3702927526856596,-0.45463953753877007,-1.0478412311816074
-0.7618607299248071,-1.2698149427072973,-1.431954407759597,0.10846490435406021,1.8199024708200806,-0.8461513375112378,Science,Fail,0.0794660923017999,-0.20500440589890764,1.5220132875243118,-2.292224169027219,1.6771734271597956,-0.29787513261523846,-1.4280114254288747
-0.2596125195283162,-1.1015084886475188,0.4135934099475501,-0.007416765875205912,0.2042954339537651,-0.3662991636602452,Math,Pass,0.1669896024837836,-0.3122173353409531,0.28769792898319146,1.5090436246637715,1.100053441008009,1.950988517284293,0.06885150519789392
1.0244996591891802,-1.2106997334560792,-0.7890775216587602,-1.246946251915163,0.023722285364961848,0.9131131368057915,English,Pass,1.1779464238579596,0.23172183250855932,0.7719078835142965,1.025858718198022,1.8947535832709668,2.321601886041822,-0.0594797653045186
0.7973677473429228,0.5606061956172655,0.7191419069589858,-0.6557686927357809,-0.4403726634946134,-0.7655989358454556,Math,Fail,-0.5694547444133212,0.13850699433490452,1.3742405025600986,-2.0132450268351776,-0.32579539305901106,-0.14802574810781874,-1.2640071625879017
-0.28330959649670456,0.4225918633182264,-0.07409400343245677,-1.9278870726431547,0.8350752699210064,-1.5042525568663188,English,Pass,-2.962560675480695,-0.6958596314104983,1.986302682700011,-0.15329786531280798,-0.37567254501478403,1.252142753883131,-0.6386834549178521
0.5833026169222219,0.4537108220244201,0.18072319626845468,0.5187984493690598,0.5636171428086736,0.31544191658759535,English,Fail,-0.6996756269717964,0.53992959292146,-0.48125378085343135,-1.256952854884045,-0.3043586129160474,-0.7944062575092535,-0.12227859923261765
-1.5494274743694825,-1.163063332629781,0.09135073191014159,-0.6806991264756461,-0.46991432790641574,-0.4658832122744566,English,Pass,1.4677015773488529,0.3081223071891111,0.17763996189260806,1.2793787109998929,1.0800037115042296,0.7381594148586572,-0.24022767201245282
0.02277622780257014,0.2742923142632151,0.4240957923545188,-0.2654611762255413,0.006107017688102845,-0.9656017115550537,Science,Pass,0.04776433288897043,-0.31778286381076315,1.4175269962128711,-0.577711007446311,-1.4642612431532547,-0.8011107815089868,0.6439307468990371
-0.2969433348182117,1.5802644244400887,-0.07699336763725136,-0.559820431152644,-0.48644087973939654,1.3209567313325017,Math,Fail,-1.1704462762927157,0.480772760468595,-0.7616336358642343,0.8937081593084321,0.7172810319409076,-0.485832412230776,1.679588626959646
-0.33018433593593427,-0.3412983423148702,0.05136206746788552,0.09531035739305578,-0.5069781778886289,1.1489248450415017,Math,Pass,-0.6197937888545373,1.0524190092186096,1.78191667042639,0.9089055571316575,-0.23381812579325012,1.2690370342567587,-0.614264454921506
-1.5305660693679484,0.13738394701466702,-1.7999595427893118,1.150179395903901,1.5140702059217641,0.7166403658859127,English,Pass,0.41471800428323163,0.364381266436865,1.2953948639445507,-0.5565438963931401,-0.3198590220407994,0.6748438289353382,-0.7512744293180075
-0.4043990918819724,0.678675421033315,1.2781916041332249,-0.2321480825634642,-0.5926942203127508,-1.0541934615095856,English,Pass,0.2705417520334263,1.3309497080924713,0.7796454344467829,1.1726295579290547,0.16997269238467985,-0.7191402771178286,0.8793299143395442
-0.20846778265139315,-0.10310283418000918,-0.24152467764911664,1.6654015166927205,0.7728051508316833,-0.05346774905789051,English,Pass,2.6392821612840085,0.9480953506252898,0.8274218299429645,-0.8192766631181393,-0.8993878855637144,0.15477026786915116,0.18718449551319827
0.9657756363405333,0.29753081577777196,0.04037807098888057,0.09915175373785623,0.018763689122676532,0.32877304109582606,English,Fail,0.5412935437481966,-1.121131425893725,-0.5338227154047744,-1.3821129856863723,1.1249628826809985,-0.26576837985615215,-1.3280961679694696
-0.3240177108733785,-1.8536215723776428,0.7435812996861331,0.7660154299734551,0.867066634517511,0.003434749229913849,Math,Fail,-0.6264549925495547,-1.2786096504600044,0.876249456895268,-1.0948487634527366,-0.25305229761943554,-0.5752021302951607,-1.4345846813984695
1.3205242103321126,-0.4549779806418014,-0.41521745315400194,0.3659989036088358,-0.8344226346334844,-0.40192841719835865,Science,Fail,-0.13740952825917613,0.4172309507941954,0.3604370879839248,0.06694291137934957,-0.48044517382713464,-1.457714786491389,-0.26739686274778135
-1.2303003834296469,1.6516101244168016,0.36388443443631585,0.782397251963879,0.13004645526405512,1.0140854322464379,English,Pass,0.5316645658067186,-0.9026151817975017,-1.9810094200627728,1.3589897206163,-0.3826549852935647,1.4069340382966091,-1.6951809948497532
-0.1496523022976062,1.049916517689211,0.8356398166760416,-0.401772055891745,2.1274012522317576,-0.6643169575279005,Math,Pass,0.9663745060457242,-0.13387095107550173,-0.8950551712284854,-0.26381687483243577,0.6885671600156922,1.9573537108520336,0.1536241208161423
