homework_completion,Subject_9,tutoring,online_resources,textbook_quality,participation,extracurricular_activities,attendance,health_status,family_support,prior_knowledge,study_hours,access_to_resources,Performance,study_group
0.7965218070539266,Science,-0.571562350463694,-1.2835075299898278,-1.2725362913032248,-0.6766592817629087,0.9896264317405117,0.5033900837019801,-1.5415668149802095,-0.1279204678623943,1.443541521198104,-0.08980488067571989,-1.0599417081416904,Pass,-0.02646321648935754
0.3111270222977316,Math,-0.2814518267417596,1.7909106151633363,0.21465429058426536,0.04652135492259914,0.8020917357392972,0.4134372907615239,-0.04661252507176978,2.006484201210838,0.7407327329973723,2.0195583293183628,0.9491028675206028,Pass,0.7224458881237761
-2.6568998162183055,Math,-0.47064349594529786,-1.055041736907588,0.1957939190546197,-0.369351687093211,-1.2505383964024033,-1.0750365107318722,0.2787907057905656,-0.08208397269454719,1.2011703420958328,0.6135694114310378,0.47124424820866456,Fail,-1.4801717589985508
2.0354943615321406,Math,0.8395639148804865,0.005524965362208592,-0.28746617159171695,0.18744188298126607,0.3503332135813083,-0.5795924822664293,0.5590551104074364,-0.08732073938120113,-0.42961691354662884,1.089858921618623,-0.037265876370215334,Fail,0.8080040352527683
0.9263105883797692,English,0.2565603284045559,-0.5402471569573996,-0.47707076955192546,-0.26323966846042185,1.822345718948226,-1.410851614683845,0.009805797357813228,-0.16887902576240296,0.045726005193223465,2.278355207402484,0.725616266306533,Fail,-1.1252169379662262
-0.9756456371148124,Math,0.4525995979348785,-0.06584738497735654,0.22722950452514865,-1.6788601759545891,0.06650817427552917,0.06761095253889521,-1.4995283731331495,-0.7833746735463325,1.233516986313667,0.501499174938665,-1.0564094494222505,Pass,-0.7841898040767264
-0.18178112326837198,Math,-0.9785615388123066,-0.4917991771111415,-1.3754525598383072,2.443066782617797,0.44049634146129346,-1.1865124817798494,-1.7019796067038269,-0.1948278103761569,-0.20578178486882767,1.0430689687418047,-0.39740445584555906,Fail,0.5889298773757305
0.3262342753805244,Math,-0.4585679520929062,0.9256761345926279,0.8944921626809164,-0.13297698607816616,0.39952458504403443,-1.4769150098531225,-0.46092565025059323,0.4208339475711971,-0.2795288288734496,1.3280631557638374,0.9244183909006954,Fail,-2.9666504465846804
0.4176123043932002,Math,-0.29093503754974676,0.964780326934837,-0.0255331098850583,-1.2847990368976883,1.0082075522081877,-0.1257704652811626,0.07442931610327912,-0.20223372874291445,0.610402297445398,0.4052864257850851,-1.6324010814268204,Pass,-0.20783080353786898
0.26986567132844713,Math,-0.13322344915721682,1.0523467415806262,-0.7676134544198798,0.28520772335132955,0.546552869688418,-0.285746827637964,0.1468103764685167,1.4018577260262939,-0.7411663499184513,1.3392617493667633,1.5609661478772825,Pass,-1.2761466739912155
-0.062113980631826486,English,0.12497801696305183,0.8286043021303621,1.3149729326793,-0.07863551899699767,0.17812938314575905,-0.938302296011608,-0.9195439264805492,-0.4000663512314641,0.817103595534375,-0.21286468784522097,-1.0163322754868576,Fail,-0.3601399844275364
-0.6512270823995091,English,-1.5004078849524742,1.030392778178668,-0.5896623093574197,0.6288998213210157,-0.2799075759729283,0.35927619399175564,1.7325712050989353,-0.7817954950709904,1.3616162816420248,-2.23336913993002,-0.07293735562018627,Fail,-0.43503543382981114
2.744076027003007,Math,0.794917016679502,-0.05615613366823358,-0.20873629188060766,0.9374946832479647,-2.010249506233222,-0.5284536912364295,-2.234712524720278,-2.157609077778557,0.6210505967761017,-0.07322520004767324,0.49509323027893787,Pass,-0.5642828936534591
1.5586764458861844,English,0.10533277868360016,-0.5304258806237921,-0.36630844632918086,1.2582857251592976,0.9861878219271795,-1.3531406459923168,-0.062223107756964054,-0.45049142530391784,0.5797432576855014,-2.0259210112517865,0.5615244587921643,Fail,
-1.4438184337269087,English,-0.27311576130007564,-0.7608876819160126,0.16549700331291306,-0.9557347579687175,-0.4491372553374405,-0.6292612556898796,-1.1410812948116789,0.434248089992634,1.0125241262350104,-0.9217435775035043,1.6983134279119703,Fail,0.6677479663320147
0.8571774316649161,Science,0.03666896781650472,-0.13775162171832545,1.3779893593891086,0.3334287161144182,0.7661726911557238,0.015271870419181443,-0.653945805824078,1.0126052200593123,-0.07671414563231982,-0.03795576608887892,-0.38887384585389695,Pass,0.5434713187914458
