prior_knowledge,tutoring,online_resources,access_to_resources,Performance,extracurricular_activities,health_status,attendance,Subject_14,participation,homework_completion,study_group,textbook_quality,study_hours,family_support
-0.44699241518181293,0.15331491867457936,0.6297742686641034,1.584061073153103,Fail,-0.989865371153376,-0.964708693971774,1.7057521217195784,Science,0.7505456075863484,1.1750277417856596,-0.4048608373695869,0.575978758415278,1.107335603682961,-0.4642311997174559
0.6572640677278883,-0.6801499578781356,0.553160893307846,-0.6580582685888603,Fail,0.8658711035306845,0.7365438467183801,0.1906192234120236,Math,0.6171055775985704,-0.9666585117686232,1.324320623589984,-0.013296058867018663,0.7287560015134079,-0.36224659882652327
-0.23004854431671407,2.640732368578921,-0.10941629337774553,2.0041861157160916,Pass,-0.160939085453165,-1.261023231981268,-0.9374628166016241,Math,-0.28776436737891653,-1.1604161026462096,-1.093772209994962,0.6490280332983901,1.2725018058692408,-1.0880055536354902
-0.1614991328686124,1.1992551417559942,-0.8415079618715756,-0.060494570718162534,Pass,-0.4252478567671878,0.6891340650309686,-0.36945222237889197,Math,-0.15782702787232333,-0.3747749076037071,-0.726694887866089,-0.21699245466643244,0.03667222415623259,-1.6749332027744082
0.5655611298658559,0.6034249644799244,-1.0220006748418555,-0.383186410703129,Fail,1.1002799035603619,0.4258500745317447,1.9475279677944297,Math,-0.30846026291251655,-0.17164291246581756,-0.8888684495204122,-0.6303839602120724,1.7691706447950195,1.1067831220707731
-0.3987435002931682,1.2020401081562626,1.1790996068153028,1.4397744838999744,Fail,,-0.9626486657396014,-1.6539249569816141,English,-0.47772555809678857,0.4910379742681763,0.40199740511391296,0.2814468073062101,0.09651275563619602,1.097655121453312
2.1505530466169565,-0.5386709127093681,0.32754258360287697,0.3427918774048171,Pass,-0.09431693481744115,-0.9587517844204587,-1.2372064635299946,Math,-0.36650086373967966,-0.5410847119230225,1.567388591639718,-0.2601657958778589,-1.2829190931900716,-1.1959755074300489
0.2509076919761009,-0.13404395124185345,0.032165756595823915,-0.5735528521066718,Fail,0.1957158269176981,-3.4450605515300547,0.5320709747538854,Math,1.2642878016097712,-0.20691208461040217,1.1265938333887469,-0.28598283926329426,0.14667150353612113,1.062162857523816
1.6966252069394578,0.792755085528221,0.9153306550583028,1.157938431943488,Pass,0.45734375057219084,-1.296088150246617,0.2468857362765266,English,-0.9969542703475212,-0.08038231767029039,1.0816196683696855,-0.017977001715256846,0.6335843455099864,0.08520726748455315
2.613925385252808,1.2908480694114441,-2.612466115893134,1.6800662350754696,Pass,-0.775482904082918,1.1294736479130332,-1.917014331408752,English,0.08657420116074986,0.05217462049114145,-1.06672326192983,-0.4576720152961333,-0.7114355613191474,-0.38485231966666134
-1.2644453791045358,-0.09384598321518095,-0.25960339980956504,-1.0097698627907528,Fail,-0.902709561637666,0.6384334396133857,0.1738041756490505,Science,-0.5080731914420891,2.387589442425772,-0.7242909815087116,-0.7418581917375938,-1.4394083453176356,-0.11787916665141684
-0.7780351152079147,0.5587468069642711,0.9032080008249126,-0.565523405603167,Fail,1.5971082580902314,0.6357272004389998,-0.4605913523535565,Math,-1.042515048685396,0.610999385494024,0.015694472102593424,0.09885040304238532,-1.4019747870494343,0.9063107343875062
