study_group,attendance,homework_completion,online_resources,family_support,Performance,access_to_resources,study_hours,tutoring,prior_knowledge,health_status,extracurricular_activities,textbook_quality,Subject_15,participation
-1.5398923142197327,1.9960473463699118,-1.1531355492807345,-0.41471490745479334,1.2377044138544715,Pass,1.9794515089868852,0.6934901084943753,-0.46933815476385726,-1.138230133650499,-0.11006835815877812,0.18718942442111586,1.8822192143869905,Science,2.607388264190059
0.8144419976568318,-0.6186827161320292,-1.4691974435899098,-1.3570809952403642,-1.186364670976076,Fail,0.3810264832641043,0.690844724915078,0.9758701623367076,-0.2459764849997214,0.5856592565721498,-0.4134948699269881,-0.16336122889386398,English,2.0642565309624143
0.15674382987995608,-0.037070129069526114,-0.06026095372225268,0.5927114342342191,-0.9334960536420178,Pass,-0.3972307318329648,1.1630702009049652,0.20825173943129302,0.6538513535478286,0.14249347734033999,-0.8824553095538048,1.9855274106192138,English,2.556445885565204
0.8230272589405156,-1.3849667307918325,0.3795384503439825,-1.3011492973404784,-1.871163896346365,Fail,0.3424545901467939,1.181474905543595,-0.41949424510752886,-0.6135234477822576,-0.23426752598917244,0.11740455597174126,-1.0820256327361617,Science,-2.056456680841697
-2.5266599108515413,1.4230004014951012,0.09675787135736852,0.557420088741276,0.06475857603051044,Pass,0.21368904114699896,-1.016102305194528,-0.7709451766369931,0.7670523196740796,0.45293535812324237,-0.6810568653249798,-0.9814867544930719,English,-0.4508125766214288
-0.11144115842224842,2.09639236575563,-0.3480537099649233,-0.5561285351644312,0.06857712017324712,Fail,-0.3520458320236038,-0.037536846339782104,-0.30280462799380686,1.3184697393653309,1.1540492888365708,-0.8684751961898232,0.38307154653085523,Math,0.5197653585719507
1.0329887890512193,-1.1219154097373356,0.24440117123032776,-0.6048486518089999,-0.44523515717849615,Pass,-0.2207117664383102,1.3051394202173634,0.6948703137596592,0.0798793413465449,0.8670439641872281,-0.5204032892092494,1.238481814606454,English,-0.7751192387503911
-0.6023288710548229,1.5921737276389802,-0.052882104979657084,-1.003079761293404,-0.10775887747298485,Fail,1.1097012653693377,-0.47021048627303497,0.6472177197655983,-0.9010676312418089,-0.7897453285471288,-1.0534941694574582,-0.857923931425916,Science,0.16112226326722093
-2.143641917260252,-0.7303475622046872,-1.2122610843690054,-0.9809115507843339,0.9343440437224877,Fail,-1.510025357933368,0.735585098235839,1.3856834831849885,0.8795268288586784,-0.7250417186477708,-0.6260602031273467,0.5908957375606823,English,-1.1464608534458234
-1.1323392467647353,0.3343607679931803,1.2062469231512294,-0.40030725708484294,1.468993371301955,Fail,-0.23869916479248407,-2.207035326985021,-0.40375111987314644,-0.7492145938044622,0.3757015617381409,-0.7139070285102854,-0.9585492799817315,Science,-1.0698583538373607
0.36768835523705634,-1.7616701190198107,-0.9074358832280408,-2.5378033677024843,0.19669810272700952,Fail,-0.03177724155389735,0.7808107685839681,-1.1323726540498715,0.05618018317088827,1.3770443460032529,1.3494520149434408,1.0478108810708202,English,-2.695416752956892
-0.8335045293192249,1.118657653642674,0.7259252496765355,1.5697691244709935,1.0551835147854915,Pass,0.24573822715220825,0.3228341877978084,-0.6400024762608517,-0.004170858030621436,-1.5666357349591402,-1.3457028045483892,0.24043535242060307,Math,0.28191417527606266
0.9320241158675893,-0.37048066539678703,0.7579165612181173,-0.05818507081048057,0.22687544702263723,Pass,-0.6994189916547049,0.4884625744247222,-0.4449078258389718,-0.21911427289062274,0.7177734148760879,1.1902390916797945,0.7853913588387281,Math,0.09227072083336252
-0.177590169924416,0.6568667520909074,0.346418065452588,-1.6025379262420487,-0.1972413861831029,Fail,0.3187127935113534,0.5948129460729858,0.3252906808167792,-1.0641307598649772,-0.09858118994371395,-0.27049375864436187,1.424487869003812,Science,0.16211661107395078
-0.18676618549436538,-1.0463726352028573,1.2112676480062001,0.9570304569019588,-1.085564350623749,Pass,0.5871337933167159,-0.2644425865756312,-0.50155437677193,-0.3030123995524652,-1.2025611474327254,0.8403046125946667,0.9394864493024621,English,1.3508465762507338
-1.0260241593439254,1.3264104350595045,-0.480548636659905,0.8907771863819149,-0.9170729853790245,Fail,-1.3860896568471734,-0.8462745704308753,3.2587280445633398,0.7617607374151978,-0.2534016316290026,-2.0476299497759882,0.4477261378527748,English,-0.33034613735598506
-0.9689656206287224,0.7185847285920356,0.6270060693846905,1.708677133306832,1.316830856170084,Pass,0.6103419355264093,0.7779192516872391,1.3733748767902065,-0.27926372935283517,-1.2962402013002314,-0.23356184551266285,-1.2936654410342885,English,1.7739724110535646
2.182775090769997,-0.8671726798733757,-0.25317917169867793,0.8174291155474497,0.14743174883626475,Pass,1.581215959731732,0.7038062396885366,-0.5701510245445648,0.7087056549402301,-1.14026426053796,-1.8823428682804237,0.6501503206443768,Science,0.5092225606735903
0.5040970805844895,-1.1223162351112663,-0.34694791598612246,1.609801665326854,-0.1168371501860611,Fail,1.600723039666442,0.9467038394716459,1.34626137374075,-0.055411858747332926,0.751911685804505,1.5707422991832833,1.2316548421829574,Math,0.21229017149835458
-0.7117181967203303,-0.2427927245329683,-0.6685956976185633,0.40121672101315636,-1.4212237851997198,Fail,1.296308033089857,-1.5042922916607857,-0.30853504479861166,-1.2420192177943281,-0.8426894854009717,1.4774041574154326,-0.5672693449402026,Math,-1.274379125259961
0.7723221240254715,-0.176554126661221,-1.1101824962902713,-0.1959341526981531,2.7011133931119207,Fail,1.093914449323366,1.0085970039959442,-0.17247723456486314,0.4748830790752876,0.31299738494160206,0.4699425074065798,-0.28500097897747184,Math,-1.0893782649893995
-1.8885576145860121,0.6374066569115704,1.8631270417859775,0.3080336430439468,0.9608932806672772,Pass,-1.6266959724118566,0.20884217603213198,-0.8454776323430313,-0.10174137900761285,0.12179682380686131,-0.0216084451431564,1.140967302187058,Math,0.9046971087625668
1.512673358322625,-2.053777498307088,-1.112190644388383,3.1423891229674874,-0.7640851965817881,Pass,-0.2036615172086205,0.0468851178308557,0.31709221714357966,0.4897064332918043,0.39380861022827784,0.6184732065639956,-0.4306916891263384,Science,0.4535707744003102
0.05155452721393115,0.22316633991934934,1.4578764525973664,-0.5230983382569284,1.018464081981918,Fail,0.4731885132486398,0.8347144126242566,0.8764766585462509,1.5050137211722223,-0.4226645993636859,-1.5593995768849322,-0.6808278798480706,Science,1.959202549930667
1.293507410752258,-1.3563323494789348,-0.6475583249662035,-0.7044270571800408,0.7285954217328675,Fail,-0.45548557438429904,-0.9451494858181063,-1.3522837966536083,-0.7079663362931592,-0.3506975959141787,0.7577288578669991,0.3355953597144577,English,-1.4415897589456261
2.0572635343186483,0.4290332902178082,-0.9398444835800099,-1.7313341991445608,1.2045917000461221,Fail,-0.059272083798644154,0.9489878700978992,1.1247933569453799,0.3772839990818047,0.36794568492438756,-0.09260813475985934,-0.6466636645983582,English,0.05110151159524924
-0.03233139882402144,0.9349707963610738,-0.4758077407875005,0.649237898902684,0.06066854248618514,Pass,0.5606877820427826,-0.2645752170322606,0.7832794866799059,0.9295528471525863,-0.8903130892798392,0.8287982364908152,-0.004409899544218842,Science,0.34073954009491575
0.17830083300716906,0.5174639904438226,-0.4955022995705163,-2.1062159312197637,0.8328238788265248,Pass,0.8902605156958461,0.9831476203383059,-0.6608223772534498,-0.5442258591351092,-0.6078183096040667,-0.2166087358547201,1.423400254372488,Science,-0.2588961173922325
-0.45552800053943227,0.6370634151984276,0.9743361120377456,0.7713454118979677,1.2593409824799222,Pass,0.5609397602155605,1.3848390320652022,-2.268652194502351,-0.8503371175920501,-1.058307262558065,-0.5302333802531951,-1.196549356445922,Math,1.1521321895773746
-0.8639295061672811,2.236221951763742,0.2776993124299963,-1.0905681092996193,-0.7676103967570014,Pass,-1.8303507824283258,-0.8886756887993972,-0.06384862147756587,-2.8898651532294672,0.2298067847283859,0.10285410612898993,-0.2708014148672009,English,0.545791923620977
0.8260956366121684,-0.2789025428948707,0.17417498442591198,0.4035479950323142,-0.1365422125316471,Pass,0.4444991040371403,-0.9454113328563687,1.8601898787387594,1.4702049555599448,0.3917184580170795,1.9262139221342598,-0.19558048859822388,Science,0.5328150483756782
-0.7550285772582781,1.2293929259947929,0.5663490418007148,-1.1181109233410738,-0.3529705119945118,Fail,1.5257129825035056,-1.533063284112895,-0.06842869690686558,-1.723017550111703,-0.3276818356964935,-2.0217559402331555,0.7720873517881794,Science,-0.03726983130570392
0.6091619045603933,1.0340544348674474,-0.4171647730551215,-1.262039880821111,0.694254911088511,Pass,-0.6391669001469168,-1.312360517776907,1.0180172001729662,-0.9912980793610527,1.428169380248186,1.5065958468794023,-0.550344343035349,English,-0.8557810898489091
-1.6282492098921446,0.627944850085233,-1.5190603953576203,0.03948225727802379,0.032366525102010046,Fail,-0.6272588942738836,0.2608747195342888,-0.3770589869928171,-2.343009328347596,0.04831259730884797,0.22217933152982877,-0.5288218724871704,Math,0.1548984968415054
1.2482746850745163,0.01716118435942915,0.6205833823125412,-0.762428500558115,-0.2467838540768299,Pass,0.3079974569604256,0.5585849726802523,-0.2874655705497509,-1.109678867206869,0.5521864378359769,-0.38145674324489165,0.58319948353221,Science,0.42627606477193436
0.8158663333298922,-1.4647037923513246,0.4641366151202828,0.11567693926019158,0.208324953301806,Pass,0.24725073674396483,-1.8334110036073301,1.0308470156835463,1.4862537354631233,-1.153159235389149,1.8211169040420934,1.3278748209517501,English,0.15164674155288954
